nrun,num_blocks,num_threads_per_block,taukern
0,8,32,0.25888
1,8,32,0.262688
2,8,32,0.272512
3,8,32,0.255488
4,8,32,0.254848
5,8,32,0.255552
6,8,32,0.254368
7,8,32,0.254272
8,8,32,0.255264
9,8,32,0.25472
10,8,32,0.2672
11,8,32,0.25424
12,8,32,0.266816
13,8,32,0.254304
14,8,32,0.25488
15,8,32,0.270048
16,8,32,0.26816
17,8,32,0.25456
18,8,32,0.254336
19,8,32,0.25424
20,8,32,0.254176
21,8,32,0.269056
22,8,32,0.254464
23,8,32,0.267424
24,8,32,0.254144
0,8,64,0.139264
1,8,64,0.141408
2,8,64,0.143104
3,8,64,0.138464
4,8,64,0.138048
5,8,64,0.138048
6,8,64,0.137952
7,8,64,0.137568
8,8,64,0.140928
9,8,64,0.137504
10,8,64,0.137472
11,8,64,0.138176
12,8,64,0.13776
13,8,64,0.137856
14,8,64,0.137664
15,8,64,0.138368
16,8,64,0.137632
17,8,64,0.139392
18,8,64,0.138528
19,8,64,0.138336
20,8,64,0.1392
21,8,64,0.139008
22,8,64,0.126944
23,8,64,0.137888
24,8,64,0.138144
0,8,128,0.152096
1,8,128,0.113696
2,8,128,0.079712
3,8,128,0.078944
4,8,128,0.079168
5,8,128,0.07872
6,8,128,0.078848
7,8,128,0.079232
8,8,128,0.079232
9,8,128,0.07872
10,8,128,0.07856
11,8,128,0.078944
12,8,128,0.078784
13,8,128,0.07888
14,8,128,0.078688
15,8,128,0.078688
16,8,128,0.078336
17,8,128,0.101504
18,8,128,0.0792
19,8,128,0.07856
20,8,128,0.07872
21,8,128,0.078912
22,8,128,0.078688
23,8,128,0.07872
24,8,128,0.078624
0,8,256,0.13472
1,8,256,0.072288
2,8,256,0.062016
3,8,256,0.056448
4,8,256,0.03472
5,8,256,0.060864
6,8,256,0.056
7,8,256,0.063264
8,8,256,0.056192
9,8,256,0.054848
10,8,256,0.054784
11,8,256,0.055136
12,8,256,0.054784
13,8,256,0.054688
14,8,256,0.054368
15,8,256,0.063008
16,8,256,0.053952
17,8,256,0.08496
18,8,256,0.061696
19,8,256,0.055744
20,8,256,0.055136
21,8,256,0.05472
22,8,256,0.054656
23,8,256,0.054656
24,8,256,0.054752
0,8,512,0.04592
1,8,512,0.04144
2,8,512,0.037408
3,8,512,0.046304
4,8,512,0.037152
5,8,512,0.036576
6,8,512,0.036544
7,8,512,0.036768
8,8,512,0.036928
9,8,512,0.036512
10,8,512,0.036352
11,8,512,0.036704
12,8,512,0.036288
13,8,512,0.036672
14,8,512,0.036736
15,8,512,0.036768
16,8,512,0.036928
17,8,512,0.037312
18,8,512,0.049792
19,8,512,0.037184
20,8,512,0.036608
21,8,512,0.036672
22,8,512,0.036832
23,8,512,0.036384
24,8,512,0.036416
0,16,32,0.1384
1,16,32,0.145408
2,16,32,0.171392
3,16,32,0.165536
4,16,32,0.138368
5,16,32,0.153536
6,16,32,0.385664
7,16,32,0.319776
8,16,32,0.410656
9,16,32,0.440064
10,16,32,0.351168
11,16,32,0.295904
12,16,32,0.60384
13,16,32,0.15504
14,16,32,0.152288
15,16,32,0.138976
16,16,32,0.137984
17,16,32,0.137408
18,16,32,0.1376
19,16,32,0.13712
20,16,32,0.137568
21,16,32,0.137184
22,16,32,0.137344
23,16,32,0.138144
24,16,32,0.13744
0,16,64,0.080256
1,16,64,0.086912
2,16,64,0.08016
3,16,64,0.07968
4,16,64,0.07936
5,16,64,0.081376
6,16,64,0.079488
7,16,64,0.080288
8,16,64,0.079648
9,16,64,0.087552
10,16,64,0.080768
11,16,64,0.08112
12,16,64,0.080704
13,16,64,0.079968
14,16,64,0.08016
15,16,64,0.080608
16,16,64,0.080384
17,16,64,0.066912
18,16,64,0.081184
19,16,64,0.080416
20,16,64,0.080672
21,16,64,0.080448
22,16,64,0.080256
23,16,64,0.080032
24,16,64,0.080096
0,16,128,0.05248
1,16,128,0.172128
2,16,128,0.142144
3,16,128,0.136352
4,16,128,0.134432
5,16,128,0.133472
6,16,128,0.13424
7,16,128,0.133408
8,16,128,0.134784
9,16,128,0.134208
10,16,128,0.14752
11,16,128,0.134368
12,16,128,0.156096
13,16,128,0.490816
14,16,128,0.137984
15,16,128,0.13136
16,16,128,0.13008
17,16,128,0.130016
18,16,128,0.149216
19,16,128,0.133728
20,16,128,0.13472
21,16,128,0.135072
22,16,128,0.26448
23,16,128,0.138592
24,16,128,0.133856
0,16,256,0.02496
1,16,256,0.142656
2,16,256,0.144288
3,16,256,0.139456
4,16,256,0.138976
5,16,256,0.139616
6,16,256,0.153728
7,16,256,0.147808
8,16,256,0.169088
9,16,256,0.169344
10,16,256,0.123072
11,16,256,0.123488
