N,Nx,num_blocks,num_threads_per_block,runtime-avg,runtime-std,eff-bandwidth,eff-bw-std,speedup,speedup-std
1024,1024,8,32,0.05291648,0.009274098721349332,2.095377586415423,2.2007848296021137,14.335074441837401,1.7322932471344124
1024,1024,8,64,0.0405452799999999,0.01093483233951486,2.734720444500569,2.2007848296021137,18.709000899734864,4.68818934330013
1024,1024,8,128,0.0354624,0.035331467221161365,3.1266921061180297,2.2007848296021137,21.390590597365097,14.771846314173604
1024,1024,8,256,0.06462976,0.01731169616492272,1.7156184108373604,2.2007848296021137,11.737033837043494,4.708322818835877
1024,1024,8,512,0.03484544,0.027468669835042977,3.182052117694597,2.2007848296021137,21.769324192778168,11.24119967566552
1024,1024,16,32,0.05280768,0.06426201783241249,2.099694706224549,2.2007848296021137,14.364609087163078,4.272928894160162
1024,1024,16,64,0.02673536,0.0052551180995292586,4.147316742471394,2.2007848296021137,28.37297421841337,6.456896682813381
1024,1024,16,128,0.03746176,0.00697003855369538,2.959818389312195,2.2007848296021137,20.248960006150273,2.5985095817278037
1024,1024,16,256,0.0541887999999999,0.05492987044101415,2.04617939766151,2.2007848296021137,13.99849563009333,18.581913676966515
1024,1024,16,512,0.03860864,0.009360150973141404,2.871896190697212,2.2007848296021137,19.647459221562844,3.2904987176046965
1024,1024,32,32,0.0439398399999999,0.03752500472094041,2.5234503845257525,2.2007848296021137,17.263642289093493,7.806662163125838
1024,1024,32,64,0.0268991999999999,0.003111125841234969,4.122055902926482,2.2007848296021137,28.200157625505696,2.4617323796984274
1024,1024,32,128,0.0272038399999999,0.004477669107917645,4.075895393591494,2.2007848296021137,27.88436044323165,3.2891403201995666
1024,1024,32,256,0.03472512,0.045216313922004966,3.1930776954550484,2.2007848296021137,21.844753308267908,18.120206805085246
1024,1024,32,512,0.1358016,0.03095421272352602,0.8164852707479147,2.2007848296021137,5.58580812008106,1.180509688107731
1024,1024,64,32,0.0348352,0.006401399846908487,3.1829874995406957,2.2007848296021137,21.775723406209814,7.396447613782892
1024,1024,64,64,0.03785216,0.015351198367117793,2.929291383741377,2.2007848296021137,20.040116072636277,6.08713519729048
1024,1024,64,128,0.02760576,0.007230169207794055,4.016553289748227,2.2007848296021137,27.47838422126397,4.334027079357379
1024,1024,64,256,0.0280831999999999,0.006178327713332575,3.948268222424796,2.2007848296021137,27.011226640838746,4.226525771053011
1024,1024,64,512,0.02696704,0.004249634538012259,4.111686197076135,2.2007848296021137,28.129215516423013,8.770857164849616
1024,1024,128,32,0.0785318399999999,0.05432042754470826,1.4119114762114326,2.2007848296021137,9.659288258112902,16.827554035742242
1024,1024,128,64,0.09054336,0.07652894730475064,1.2246067093600237,2.2007848296021137,8.377883038579528,13.21682816589828
1024,1024,128,128,0.05642752,0.03816600246851378,1.9649987478450237,2.2007848296021137,13.443115699573541,4.984659172288742
1024,1024,128,256,0.03782656,0.012702162486757915,2.9312738494856525,2.2007848296021137,20.053678685029777,15.641203172526811
1024,1024,128,512,0.02770304,0.005903664091618584,4.002449050501317,2.2007848296021137,27.38189310631613,6.8362986166380235
1024,1024,256,32,0.0741503999999999,0.150180126656847,1.4953392853443817,2.2007848296021137,10.230041645088916,7.825755608871783
1024,1024,256,64,0.03477248,0.007497417895071164,3.188728734447471,2.2007848296021137,21.815000828241182,9.882849995813496
1024,1024,256,128,0.0694592,0.042854098644897434,1.5963328996590804,2.2007848296021137,10.920967704782088,18.201315580004167
1024,1024,256,256,0.03288448,0.021984919689641808,3.3718035420964547,2.2007848296021137,23.06746769296641,5.628445601738979
1024,1024,256,512,0.02635648,0.008738138346352729,4.206935301830897,2.2007848296021137,28.780841751250545,14.568495398696314
1024,2048,8,32,0.11876608,0.043363538433726784,1.0346388463776863,1.9234368176283172,6.570789235444161,4.634966641624936
1024,2048,8,64,0.03414656,0.003924665740331695,3.598605540353113,1.9234368176283172,22.854040934135092,2.130607990772705
1024,2048,8,128,0.11306368,0.0665787667645872,1.0868211613136949,1.9234368176283172,6.902188925744324,7.244869310603428
1024,2048,8,256,0.03027328,0.006537923698953157,4.059024988372585,1.9234368176283172,25.77807492283294,3.918753420866227
1024,2048,8,512,0.02826624,0.003823416636116621,4.3472354299687535,1.9234368176283172,27.6084431463081,3.0980783702093593
1024,2048,16,32,0.1214707199999999,0.09888310609145175,1.0116018082382323,1.9234368176283172,6.424485505642023,7.267106369526515
1024,2048,16,64,0.0289792,0.0074639442656011315,4.240282685512367,1.9234368176283172,26.929207155473577,7.408118016414139
1024,2048,16,128,0.03512064,0.014491920308916965,3.498797288432101,1.9234368176283172,22.22017821998403,16.98067482297117
1024,2048,16,256,0.02776832,0.006408070111975992,4.425186687563381,1.9234368176283172,28.10349635843652,3.6215937644572733
1024,2048,16,512,0.0348096,0.030592531376138196,3.530060672917815,1.9234368176283172,22.41872586872299,11.365166282364017
1024,2048,32,32,0.03765504,0.004703759812462083,3.263308178666123,1.9234368176283172,20.724632877827244,2.2370410321007332
1024,2048,32,64,0.1193561599999999,0.06879052977922614,1.0295237380291056,1.9234368176283172,6.538304181366932,11.0978955020156
1024,2048,32,128,0.0974144,0.042016807303743346,1.2614151501215425,1.9234368176283172,8.011001248274383,9.456064490310391
1024,2048,32,256,0.02704512,0.005382715488177567,4.543518387050972,1.9234368176283172,28.854997870222057,4.185546684338931
1024,2048,32,512,0.0880076799999999,0.040261989252395367,1.3962417825353426,1.9234368176283172,8.867258857407682,8.674534628263528
