N,Nx,nrun,runtime
65536,524288,22,0.026804143
65536,524288,18,0.027174137
65536,524288,8,0.026617335
65536,524288,7,0.026799085
65536,524288,24,0.026840112
65536,524288,14,0.026962473
65536,524288,5,0.026895183
65536,524288,4,0.027276573
65536,524288,13,0.027253604
65536,524288,1,0.029084223
65536,524288,19,0.027223728
65536,524288,11,0.02695271
65536,524288,12,0.027083216
65536,524288,6,0.026877733
65536,524288,9,0.026854594
65536,524288,17,0.027259282
65536,524288,3,0.027500978
65536,524288,10,0.027349583
65536,524288,2,0.027097654
65536,524288,15,0.027274084
65536,524288,20,0.026849189
65536,524288,16,0.027348628
65536,524288,25,0.052663166
65536,524288,21,0.026919356
65536,524288,23,0.026831808
65536,262144,22,0.024037912
65536,262144,18,0.024406001
65536,262144,8,0.024865656
65536,262144,7,0.024260061
65536,262144,24,0.024187423
65536,262144,14,0.025390137
65536,262144,5,0.024281373
65536,262144,4,0.025995446
65536,262144,13,0.024390703
65536,262144,1,0.024498397
65536,262144,19,0.024346666
65536,262144,11,0.024122174
65536,262144,12,0.024271923
65536,262144,6,0.02424764
65536,262144,9,0.024480906
65536,262144,17,0.024160069
65536,262144,3,0.025705435
65536,262144,10,0.024208342
65536,262144,2,0.024950542
65536,262144,15,0.024228967
65536,262144,20,0.024132029
65536,262144,16,0.024454486
65536,262144,25,0.024110493
65536,262144,21,0.023949045
65536,262144,23,0.024205213
65536,4096,22,0.013738186
65536,4096,18,0.013686587
65536,4096,8,0.013744898
65536,4096,7,0.013682117
65536,4096,24,0.013648718
65536,4096,14,0.018864852
65536,4096,5,0.013737308
65536,4096,4,0.013687183
65536,4096,13,0.021953015
65536,4096,1,0.013617093
65536,4096,19,0.013582608
65536,4096,11,0.013578526
65536,4096,12,0.021711154
65536,4096,6,0.013662503
65536,4096,9,0.013766526
65536,4096,17,0.014681998
65536,4096,3,0.013604849
65536,4096,10,0.013663455
65536,4096,2,0.013622572
65536,4096,15,0.016638808
65536,4096,20,0.01367369
65536,4096,16,0.014847407
65536,4096,25,0.013683942
65536,4096,21,0.013585512
65536,4096,23,0.013614092
65536,1024,22,0.028300299
65536,1024,18,0.012589932
65536,1024,8,0.011559676
65536,1024,7,0.011554375
65536,1024,24,0.011527994
65536,1024,14,0.01137795
65536,1024,5,0.011528513
65536,1024,4,0.011490075
65536,1024,13,0.012359573
65536,1024,1,0.011366981
65536,1024,19,0.012445208
65536,1024,11,0.012425494
65536,1024,12,0.012474078
65536,1024,6,0.011541069
65536,1024,9,0.011417887
65536,1024,17,0.012390132
65536,1024,3,0.01150551
65536,1024,10,0.011472014
65536,1024,2,0.011496032
65536,1024,15,0.011494492
65536,1024,20,0.012537163
65536,1024,16,0.01247002
65536,1024,25,0.01151509
65536,1024,21,0.012505903
65536,1024,23,0.013443465
65536,65536,22,0.019775025
65536,65536,18,0.019628723
65536,65536,8,0.019671571
65536,65536,7,0.019733305
65536,65536,24,0.019801724
65536,65536,14,0.019901768
65536,65536,5,0.019686253
65536,65536,4,0.019873759
65536,65536,13,0.019822446
65536,65536,1,0.021164407
65536,65536,19,0.019689534
65536,65536,11,0.019594044
65536,65536,12,0.019823157
65536,65536,6,0.019748576
65536,65536,9,0.01957768
65536,65536,17,0.019911537
65536,65536,3,0.019938849
65536,65536,10,0.019665278
65536,65536,2,0.019619149
65536,65536,15,0.019827262
65536,65536,20,0.019642291
65536,65536,16,0.019990831
65536,65536,25,0.019787239
65536,65536,21,0.019870676
65536,65536,23,0.019756486
65536,2048,22,0.013077646
65536,2048,18,0.012425871
65536,2048,8,0.012532555
65536,2048,7,0.012585083
65536,2048,24,0.012478862
65536,2048,14,0.012410499
65536,2048,5,0.012562535
65536,2048,4,0.012419322
65536,2048,13,0.012410765
65536,2048,1,0.012562759
65536,2048,19,0.012662466
65536,2048,11,0.012548256
65536,2048,12,0.012570735
65536,2048,6,0.01255025
65536,2048,9,0.012584118
65536,2048,17,0.012557859
65536,2048,3,0.012412399
65536,2048,10,0.012392417
65536,2048,2,0.012436923
65536,2048,15,0.012497302
65536,2048,20,0.012441622
65536,2048,16,0.012413346
65536,2048,25,0.012562814
65536,2048,21,0.012479836
65536,2048,23,0.012549009
65536,131072,22,0.021861684
65536,131072,18,0.022048328
65536,131072,8,0.021877208
65536,131072,7,0.021918936
65536,131072,24,0.021970775
65536,131072,14,0.021896738
65536,131072,5,0.021953402
65536,131072,4,0.021784919
65536,131072,13,0.022056925
65536,131072,1,0.02210608
65536,131072,19,0.021961859
65536,131072,11,0.021749712
65536,131072,12,0.021942075
65536,131072,6,0.022046253
65536,131072,9,0.021875322
65536,131072,17,0.021877538
65536,131072,3,0.021805635
65536,131072,10,0.02182344
65536,131072,2,0.02201668
65536,131072,15,0.021854032
65536,131072,20,0.021885863
65536,131072,16,0.022021913
65536,131072,25,0.022184509
65536,131072,21,0.023320169
65536,131072,23,0.022000833
65536,32768,22,0.017501349
65536,32768,18,0.017513434
65536,32768,8,0.017702167
65536,32768,7,0.017671326
65536,32768,24,0.017684483
65536,32768,14,0.017746901
65536,32768,5,0.018153155
65536,32768,4,0.017729978
65536,32768,13,0.017708059
65536,32768,1,0.017652424
65536,32768,19,0.017554023
65536,32768,11,0.017653069
65536,32768,12,0.017891044
65536,32768,6,0.017574808
65536,32768,9,0.017847702
65536,32768,17,0.017926742
65536,32768,3,0.017784669
65536,32768,10,0.017530754
65536,32768,2,0.017440544
65536,32768,15,0.017847125
65536,32768,20,0.017561008
65536,32768,16,0.017590028
65536,32768,25,0.017663194
65536,32768,21,0.01752942
65536,32768,23,0.017696492
65536,16384,22,0.016499279
65536,16384,18,0.019209805
65536,16384,8,0.016188352
65536,16384,7,0.016998373
65536,16384,24,0.016135024
65536,16384,14,0.016020976
65536,16384,5,0.01606752
65536,16384,4,0.016081047
65536,16384,13,0.016256649
65536,16384,1,0.022819583
65536,16384,19,0.019051972
65536,16384,11,0.016275216
65536,16384,12,0.016017575
65536,16384,6,0.017084419
65536,16384,9,0.016268129
65536,16384,17,0.019171822
65536,16384,3,0.017571233
65536,16384,10,0.016078255
65536,16384,2,0.022601574
65536,16384,15,0.017318721
65536,16384,20,0.018956475
65536,16384,16,0.018302697
65536,16384,25,0.016296378
65536,16384,21,0.018932703
65536,16384,23,0.016098706
65536,8388608,22,0.080398722
65536,8388608,18,0.080425606
65536,8388608,8,0.079893081
65536,8388608,7,0.080157222
65536,8388608,24,0.079465798
65536,8388608,14,0.079748669
65536,8388608,5,0.080142152
65536,8388608,4,0.079805326
65536,8388608,13,0.080138789
65536,8388608,1,0.080427225
65536,8388608,19,0.080586823
65536,8388608,11,0.079709613
65536,8388608,12,0.079739012
65536,8388608,6,0.080299993
65536,8388608,9,0.079784536
65536,8388608,17,0.079855275
65536,8388608,3,0.080467205
65536,8388608,10,0.079633679
65536,8388608,2,0.079346339
65536,8388608,15,0.079952492
65536,8388608,20,0.080229838
65536,8388608,16,0.0797346
65536,8388608,25,0.079901988
65536,8388608,21,0.080138645
65536,8388608,23,0.079904448
65536,8192,22,0.014947156
65536,8192,18,0.01493907
65536,8192,8,0.015110645
65536,8192,7,0.01483704
65536,8192,24,0.02313168
65536,8192,14,0.015202615
65536,8192,5,0.014933891
65536,8192,4,0.015079562
65536,8192,13,0.014957166
65536,8192,1,0.014855068
65536,8192,19,0.01497912
65536,8192,11,0.014977905
65536,8192,12,0.014797934
65536,8192,6,0.014883533
65536,8192,9,0.014822751
65536,8192,17,0.015017759
65536,8192,3,0.014955678
65536,8192,10,0.014854676
65536,8192,2,0.014957921
65536,8192,15,0.015007694
65536,8192,20,0.014830615
65536,8192,16,0.014967054
65536,8192,25,0.023990184
65536,8192,21,0.015034378
65536,8192,23,0.014962621
65536,4194304,22,0.058512683
65536,4194304,18,0.058373432
65536,4194304,8,0.058071903
65536,4194304,7,0.058033266
65536,4194304,24,0.058661091
65536,4194304,14,0.058051944
65536,4194304,5,0.058188649
65536,4194304,4,0.058379907
65536,4194304,13,0.05863708
65536,4194304,1,0.058375362
65536,4194304,19,0.057885041
65536,4194304,11,0.059404371
65536,4194304,12,0.05853508
65536,4194304,6,0.059063721
65536,4194304,9,0.058244326
65536,4194304,17,0.057773124
65536,4194304,3,0.058997226
65536,4194304,10,0.058139264
65536,4194304,2,0.059217167
65536,4194304,15,0.058233147
65536,4194304,20,0.058022221
65536,4194304,16,0.058322195
65536,4194304,25,0.058396113
65536,4194304,21,0.058369285
65536,4194304,23,0.058661623
65536,33554432,22,0.177893962
65536,33554432,18,0.178816314
65536,33554432,8,0.177568516
65536,33554432,7,0.17784184
65536,33554432,24,0.179435861
65536,33554432,14,0.178886486
65536,33554432,5,0.179384852
65536,33554432,4,0.180194352
