N,Nx,nrun,runtime
524288,8388608,22,0.409916471
524288,8388608,18,0.411774686
524288,8388608,8,0.411962653
524288,8388608,7,0.407865905
524288,8388608,24,0.408013045
524288,8388608,14,0.405803764
524288,8388608,5,0.412443407
524288,8388608,4,0.411266872
524288,8388608,13,0.411674619
524288,8388608,1,0.413633901
524288,8388608,19,0.410088646
524288,8388608,11,0.411460959
524288,8388608,12,0.413501267
524288,8388608,6,0.406952157
524288,8388608,9,0.411826688
524288,8388608,17,0.411444634
524288,8388608,3,0.413248297
524288,8388608,10,0.411532337
524288,8388608,2,0.409783668
524288,8388608,15,0.411522899
524288,8388608,20,0.411533273
524288,8388608,16,0.411713071
524288,8388608,25,0.412207836
524288,8388608,21,0.412030711
524288,8388608,23,0.407212371
524288,1048576,22,0.213323506
524288,1048576,18,0.215476875
524288,1048576,8,0.212967011
524288,1048576,7,0.214387711
524288,1048576,24,0.213293062
524288,1048576,14,0.214344698
524288,1048576,5,0.211955762
524288,1048576,4,0.214966036
524288,1048576,13,0.213490047
524288,1048576,1,0.211557616
524288,1048576,19,0.214168228
524288,1048576,11,0.212980679
524288,1048576,12,0.214631619
524288,1048576,6,0.215049651
524288,1048576,9,0.214982194
524288,1048576,17,0.214883778
524288,1048576,3,0.212481259
524288,1048576,10,0.215341051
524288,1048576,2,0.210907811
524288,1048576,15,0.215194462
524288,1048576,20,0.212744189
524288,1048576,16,0.216902572
524288,1048576,25,0.213728707
524288,1048576,21,0.215856599
524288,1048576,23,0.213328796
524288,524288,22,0.195586572
524288,524288,18,0.195834933
524288,524288,8,0.195879803
524288,524288,7,0.195101298
524288,524288,24,0.194931187
524288,524288,14,0.194177283
524288,524288,5,0.19507789
524288,524288,4,0.194265161
524288,524288,13,0.193171438
524288,524288,1,0.193892744
524288,524288,19,0.194943952
524288,524288,11,0.193274319
524288,524288,12,0.196953413
524288,524288,6,0.193929284
524288,524288,9,0.192821062
524288,524288,17,0.194519056
524288,524288,3,0.193249905
524288,524288,10,0.195424716
524288,524288,2,0.192987284
524288,524288,15,0.196484135
524288,524288,20,0.192864591
524288,524288,16,0.193044633
524288,524288,25,0.192788958
524288,524288,21,0.195141138
524288,524288,23,0.195014411
524288,8192,22,0.113858997
524288,8192,18,0.111297297
524288,8192,8,0.112669247
524288,8192,7,0.113397406
524288,8192,24,0.111955192
524288,8192,14,0.113395909
524288,8192,5,0.11396057
524288,8192,4,0.11275981
524288,8192,13,0.113969475
524288,8192,1,0.115934043
524288,8192,19,0.119237215
524288,8192,11,0.112246152
524288,8192,12,0.115752877
524288,8192,6,0.112980282
524288,8192,9,0.113451401
524288,8192,17,0.114074718
524288,8192,3,0.11168426
524288,8192,10,0.111655898
524288,8192,2,0.112160336
524288,8192,15,0.112435468
524288,8192,20,0.112641358
524288,8192,16,0.115896505
524288,8192,25,0.113684628
524288,8192,21,0.113113203
524288,8192,23,0.117688446
524288,4096,22,0.103704524
524288,4096,18,0.102380005
524288,4096,8,0.10456926
524288,4096,7,0.101614783
524288,4096,24,0.10380831
524288,4096,14,0.102410836
524288,4096,5,0.104196071
524288,4096,4,0.103581262
524288,4096,13,0.102719256
524288,4096,1,0.103847923
524288,4096,19,0.104241691
524288,4096,11,0.105770275
524288,4096,12,0.104084807
524288,4096,6,0.104205156
524288,4096,9,0.103421175
524288,4096,17,0.10210811
524288,4096,3,0.10477648
524288,4096,10,0.10360355
524288,4096,2,0.103002887
524288,4096,15,0.102962966
524288,4096,20,0.103800817
524288,4096,16,0.105911495
524288,4096,25,0.10581037
524288,4096,21,0.103860678
524288,4096,23,0.103997825
524288,65536,22,0.152385234
524288,65536,18,0.149151083
524288,65536,8,0.148350567
524288,65536,7,0.153097018
524288,65536,24,0.149054245
524288,65536,14,0.150266852
524288,65536,5,0.149532386
524288,65536,4,0.150181855
524288,65536,13,0.148705014
524288,65536,1,0.149511775
524288,65536,19,0.150227065
524288,65536,11,0.150368526
524288,65536,12,0.149151136
524288,65536,6,0.150348298
524288,65536,9,0.148601069
524288,65536,17,0.148980518
524288,65536,3,0.149254714
524288,65536,10,0.149281773
524288,65536,2,0.148314705
524288,65536,15,0.151434378
524288,65536,20,0.149802487
524288,65536,16,0.149707356
524288,65536,25,0.150249833
524288,65536,21,0.152504031
524288,65536,23,0.151483523
524288,2048,22,0.096592311
524288,2048,18,0.094695558
524288,2048,8,0.097066638
524288,2048,7,0.097076621
524288,2048,24,0.096602539
524288,2048,14,0.09431688
524288,2048,5,0.093305253
524288,2048,4,0.127172408
524288,2048,13,0.094616545
524288,2048,1,0.094454064
524288,2048,19,0.094493995
524288,2048,11,0.095456952
524288,2048,12,0.094824242
524288,2048,6,0.094840412
524288,2048,9,0.093998032
524288,2048,17,0.103270102
524288,2048,3,0.094581325
524288,2048,10,0.094846791
524288,2048,2,0.094498094
524288,2048,15,0.096178448
524288,2048,20,0.096718433
524288,2048,16,0.094344491
524288,2048,25,0.094322392
524288,2048,21,0.096464751
524288,2048,23,0.095140963
524288,262144,22,0.177895206
524288,262144,18,0.179802505
524288,262144,8,0.181382499
524288,262144,7,0.180735279
524288,262144,24,0.179285524
524288,262144,14,0.181032611
524288,262144,5,0.180176673
524288,262144,4,0.186944714
524288,262144,13,0.176737156
524288,262144,1,0.179660275
524288,262144,19,0.181183205
524288,262144,11,0.182288395
524288,262144,12,0.177590835
524288,262144,6,0.180905732
524288,262144,9,0.179980427
524288,262144,17,0.179153075
524288,262144,3,0.179682593
524288,262144,10,0.179832496
524288,262144,2,0.178607915
524288,262144,15,0.178570731
524288,262144,20,0.181204969
524288,262144,16,0.178919407
524288,262144,25,0.18063588
524288,262144,21,0.181067744
524288,262144,23,0.180759286
524288,33554432,22,0.582215349
524288,33554432,18,0.585362503
524288,33554432,8,0.585735215
524288,33554432,7,0.582834984
524288,33554432,24,0.583098282
524288,33554432,14,0.584403191
524288,33554432,5,0.591776853
524288,33554432,4,0.585274947
524288,33554432,13,0.585240607
524288,33554432,1,0.583706287
524288,33554432,19,0.589816597
524288,33554432,11,0.58482167
524288,33554432,12,0.584529323
524288,33554432,6,0.583226539
524288,33554432,9,0.584099604
524288,33554432,17,0.589878656
524288,33554432,3,0.585167346
524288,33554432,10,0.585578799
524288,33554432,2,0.589823775
524288,33554432,15,0.590252795
524288,33554432,20,0.588597577
524288,33554432,16,0.582381484
524288,33554432,25,0.58207081
524288,33554432,21,0.583108889
524288,33554432,23,0.589939974
524288,2097152,22,0.273198148
524288,2097152,18,0.274189674
524288,2097152,8,0.271887271
524288,2097152,7,0.274650067
524288,2097152,24,0.270348571
524288,2097152,14,0.272698413
524288,2097152,5,0.272436589
524288,2097152,4,0.272923755
524288,2097152,13,0.272437129
524288,2097152,1,0.272694733
524288,2097152,19,0.271291427
524288,2097152,11,0.276477978
524288,2097152,12,0.27315858
524288,2097152,6,0.269823938
524288,2097152,9,0.272432426
524288,2097152,17,0.270532508
524288,2097152,3,0.272908774
524288,2097152,10,0.271767281
524288,2097152,2,0.274286976
524288,2097152,15,0.271835244
524288,2097152,20,0.273040801
524288,2097152,16,0.271810135
524288,2097152,25,0.270731074
524288,2097152,21,0.272106104
524288,2097152,23,0.270130746
524288,1024,22,0.086469766
524288,1024,18,0.086885348
524288,1024,8,0.086381977
524288,1024,7,0.086668488
524288,1024,24,0.086349794
524288,1024,14,0.086307353
524288,1024,5,0.086597106
524288,1024,4,0.08679043
524288,1024,13,0.086470206
524288,1024,1,0.085501858
524288,1024,19,0.086390698
524288,1024,11,0.086374215
524288,1024,12,0.085885679
524288,1024,6,0.08657662
524288,1024,9,0.085732934
524288,1024,17,0.086642935
524288,1024,3,0.08636436
524288,1024,10,0.086724389
524288,1024,2,0.086629837
524288,1024,15,0.086443348
524288,1024,20,0.086887402
524288,1024,16,0.086905146
524288,1024,25,0.086267028
524288,1024,21,0.086575238
524288,1024,23,0.086439547
524288,4194304,22,0.345997418
524288,4194304,18,0.346379615
524288,4194304,8,0.341757579
524288,4194304,7,0.342517292
524288,4194304,24,0.340845951
524288,4194304,14,0.345210276
524288,4194304,5,0.341459806
524288,4194304,4,0.346202554
524288,4194304,13,0.341389379
524288,4194304,1,0.34512945
524288,4194304,19,0.341861039
524288,4194304,11,0.344915479
524288,4194304,12,0.345492447
524288,4194304,6,0.346897914
524288,4194304,9,0.344493166
524288,4194304,17,0.344872923
524288,4194304,3,0.346140674
524288,4194304,10,0.344348967
524288,4194304,2,0.349419237
524288,4194304,15,0.340788514
524288,4194304,20,0.342929139
524288,4194304,16,0.344195938
524288,4194304,25,0.344036894
524288,4194304,21,0.343135524
524288,4194304,23,0.342330801
524288,131072,22,0.164857927
524288,131072,18,0.167473934
524288,131072,8,0.165322884
524288,131072,7,0.163697484
524288,131072,24,0.164185844
524288,131072,14,0.164157412
524288,131072,5,0.167751753
524288,131072,4,0.163344133
524288,131072,13,0.165733007
524288,131072,1,0.165099879
524288,131072,19,0.164386754
524288,131072,11,0.16125759
524288,131072,12,0.164849786
