N,Nx,nrun,runtime
16777216,8388608,22,11.935504569
16777216,8388608,18,11.975727354
16777216,8388608,8,11.928277607
16777216,8388608,7,11.919879736
16777216,8388608,24,11.902471688
16777216,8388608,14,11.871942287
16777216,8388608,5,11.968312026
16777216,8388608,4,11.903204729
16777216,8388608,13,11.917342308
16777216,8388608,1,11.979740211
16777216,8388608,19,11.863694943
16777216,8388608,11,11.91391363
16777216,8388608,12,11.903459144
16777216,8388608,6,11.958705521
16777216,8388608,9,11.859918046
16777216,8388608,17,11.900577075
16777216,8388608,3,12.00358173
16777216,8388608,10,11.948321914
16777216,8388608,2,11.934574643
16777216,8388608,15,11.921266894
16777216,8388608,20,11.928571069
16777216,8388608,16,11.923331587
16777216,8388608,25,11.900015399
16777216,8388608,21,12.096607124
16777216,8388608,23,11.913512727
16777216,2048,22,2.89539258
16777216,2048,18,2.890779781
16777216,2048,8,2.905838735
16777216,2048,7,2.905469467
16777216,2048,24,2.906191842
16777216,2048,14,2.907659296
16777216,2048,5,2.88958583
16777216,2048,4,2.892580546
16777216,2048,13,2.904442931
16777216,2048,1,2.896689641
16777216,2048,19,2.899599958
16777216,2048,11,2.911819506
16777216,2048,12,2.890333525
16777216,2048,6,2.892250694
16777216,2048,9,2.950590455
16777216,2048,17,2.894984967
16777216,2048,3,2.884583892
16777216,2048,10,2.898881682
16777216,2048,2,2.901033768
16777216,2048,15,2.897542716
16777216,2048,20,2.901401905
16777216,2048,16,2.896595366
16777216,2048,25,2.893025971
16777216,2048,21,2.891601715
16777216,2048,23,2.901173077
16777216,16384,22,3.762993663
16777216,16384,18,3.744937997
16777216,16384,8,3.833414228
16777216,16384,7,3.781866142
16777216,16384,24,3.769798641
16777216,16384,14,3.773950949
16777216,16384,5,3.80107205
16777216,16384,4,3.768820951
16777216,16384,13,3.766234688
16777216,16384,1,3.759771102
16777216,16384,19,3.783371893
16777216,16384,11,3.743123749
16777216,16384,12,3.835581962
16777216,16384,6,3.7610346
16777216,16384,9,3.746531159
16777216,16384,17,3.757237528
16777216,16384,3,3.763472084
16777216,16384,10,3.749886255
16777216,16384,2,3.773204313
16777216,16384,15,3.780147466
16777216,16384,20,3.748007
16777216,16384,16,3.777610516
16777216,16384,25,3.776114506
16777216,16384,21,3.741062593
16777216,16384,23,3.776854761
16777216,4096,22,3.178109451
16777216,4096,18,3.181327285
16777216,4096,8,3.192572458
16777216,4096,7,3.168838655
16777216,4096,24,3.173903754
16777216,4096,14,3.178319382
16777216,4096,5,3.163435808
16777216,4096,4,3.173148451
16777216,4096,13,3.16530022
16777216,4096,1,3.158221633
16777216,4096,19,3.17776436
16777216,4096,11,3.18794842
16777216,4096,12,3.187087411
16777216,4096,6,3.174226132
16777216,4096,9,3.193595216
16777216,4096,17,3.231135996
16777216,4096,3,3.178340624
16777216,4096,10,3.158668142
16777216,4096,2,3.190342159
16777216,4096,15,3.189740138
16777216,4096,20,3.211524987
16777216,4096,16,3.156893249
16777216,4096,25,3.163476803
16777216,4096,21,3.160934173
16777216,4096,23,3.166721012
16777216,131072,22,5.093339589
16777216,131072,18,5.059054576
16777216,131072,8,5.104074196
16777216,131072,7,5.074378513
16777216,131072,24,5.076884863
16777216,131072,14,5.098933939
16777216,131072,5,5.099696263
16777216,131072,4,5.084510071
16777216,131072,13,5.048318886
16777216,131072,1,5.101106391
16777216,131072,19,5.161898702
16777216,131072,11,5.074510405
16777216,131072,12,5.05389578
16777216,131072,6,5.069084775
16777216,131072,9,5.067465941
16777216,131072,17,5.127408588
16777216,131072,3,5.103743397
16777216,131072,10,5.119602286
16777216,131072,2,5.070605678
16777216,131072,15,5.104324234
16777216,131072,20,5.109917393
16777216,131072,16,5.057503153
16777216,131072,25,5.109670701
16777216,131072,21,5.058864316
16777216,131072,23,5.086043751
16777216,8192,22,3.473517682
16777216,8192,18,3.484133705
16777216,8192,8,3.550748805
16777216,8192,7,3.473535179
16777216,8192,24,3.471849246
