nrun,num_blocks,num_threads_per_block,taukern
0,8,32,0.112544
1,8,32,0.152384
2,8,32,0.186688
3,8,32,0.15312
4,8,32,0.118272
5,8,32,0.087008
6,8,32,0.086176
7,8,32,0.085696
8,8,32,0.08512
9,8,32,0.08496
10,8,32,0.084544
11,8,32,0.085056
12,8,32,0.101088
13,8,32,0.080128
14,8,32,0.082592
15,8,32,0.081408
16,8,32,0.085952
17,8,32,0.085088
18,8,32,0.087072
19,8,32,0.126848
20,8,32,0.096992
21,8,32,0.107104
22,8,32,0.08928
23,8,32,0.085664
24,8,32,0.135392
0,8,64,0.097024
1,8,64,0.092288
2,8,64,0.059008
3,8,64,0.055584
4,8,64,0.051872
5,8,64,0.050464
6,8,64,0.050496
7,8,64,0.0504
8,8,64,0.052064
9,8,64,0.050656
10,8,64,0.050432
11,8,64,0.050976
12,8,64,0.05136
13,8,64,0.05056
14,8,64,0.049952
15,8,64,0.06432
16,8,64,0.066048
17,8,64,0.050048
18,8,64,0.049504
19,8,64,0.050144
20,8,64,0.050304
21,8,64,0.049856
22,8,64,0.050432
23,8,64,0.049888
24,8,64,0.050144
0,8,128,0.116672
1,8,128,0.060832
2,8,128,0.05248
3,8,128,0.045568
4,8,128,0.045408
5,8,128,0.044928
6,8,128,0.043872
7,8,128,0.044192
8,8,128,0.045088
9,8,128,0.04464
10,8,128,0.045152
11,8,128,0.04528
12,8,128,0.044096
13,8,128,0.044544
14,8,128,0.044672
15,8,128,0.044512
16,8,128,0.043872
17,8,128,0.044768
18,8,128,0.044608
19,8,128,0.044352
20,8,128,0.044864
21,8,128,0.04416
22,8,128,0.044224
23,8,128,0.044256
24,8,128,0.044448
0,8,256,0.058592
1,8,256,0.085312
2,8,256,0.074592
3,8,256,0.047168
4,8,256,0.045824
5,8,256,0.044768
6,8,256,0.045312
7,8,256,0.045088
8,8,256,0.045312
9,8,256,0.044768
10,8,256,0.044992
11,8,256,0.045536
12,8,256,0.045184
13,8,256,0.043296
14,8,256,0.039616
15,8,256,0.039936
16,8,256,0.039808
17,8,256,0.057184
18,8,256,0.039872
19,8,256,0.039776
20,8,256,0.04016
21,8,256,0.039616
22,8,256,0.03952
23,8,256,0.039552
24,8,256,0.03984
0,8,512,0.080032
1,8,512,0.095296
2,8,512,0.054016
3,8,512,0.049152
4,8,512,0.045312
5,8,512,0.045184
6,8,512,0.04576
7,8,512,0.04496
8,8,512,0.054496
9,8,512,0.054752
10,8,512,0.048384
11,8,512,0.0424
12,8,512,0.039968
13,8,512,0.040992
14,8,512,0.040736
15,8,512,0.040416
16,8,512,0.039904
17,8,512,0.040768
18,8,512,0.040992
19,8,512,0.040416
20,8,512,0.038304
21,8,512,0.039392
22,8,512,0.040576
23,8,512,0.037984
24,8,512,0.0408
0,16,32,0.073792
1,16,32,0.046432
2,16,32,0.198176
3,16,32,0.387552
4,16,32,0.193184
5,16,32,0.188736
6,16,32,0.181856
7,16,32,0.14928
8,16,32,0.25936
9,16,32,0.17728
10,16,32,0.163072
11,16,32,0.16272
12,16,32,0.1536
13,16,32,0.179296
14,16,32,0.15248
15,16,32,0.1568
16,16,32,0.149824
17,16,32,0.154656
18,16,32,0.158432
19,16,32,0.184064
20,16,32,0.155712
21,16,32,0.153632
22,16,32,0.167616
23,16,32,1.14288
24,16,32,0.074816
0,16,64,0.079616
1,16,64,0.087264
2,16,64,0.049248
3,16,64,0.064192
4,16,64,0.044928
5,16,64,0.044704
6,16,64,0.044064
7,16,64,0.04384
8,16,64,0.044704
9,16,64,0.04432
10,16,64,0.043968
11,16,64,0.044224
12,16,64,0.044288
13,16,64,0.043968
14,16,64,0.04384
15,16,64,0.044064
16,16,64,0.043968
17,16,64,0.043904
18,16,64,0.044064
19,16,64,0.04416
20,16,64,0.043968
21,16,64,0.043968
22,16,64,0.044
23,16,64,0.044448
24,16,64,0.04592
0,16,128,0.099456
1,16,128,0.152448
2,16,128,0.048704
3,16,128,0.047616
4,16,128,0.04656
5,16,128,0.044576
6,16,128,0.044352
7,16,128,0.044928
8,16,128,0.045152
9,16,128,0.045536
10,16,128,0.044608
11,16,128,0.044416
12,16,128,0.044384
13,16,128,0.04432
14,16,128,0.04432
15,16,128,0.046048
16,16,128,0.044704
17,16,128,0.044512
18,16,128,0.04592
19,16,128,0.06288
20,16,128,0.068672
21,16,128,0.038624
22,16,128,0.039072
23,16,128,0.039456
24,16,128,0.038656
0,16,256,0.04656
1,16,256,0.048576
2,16,256,0.039072
3,16,256,0.038112
4,16,256,0.038688
5,16,256,0.037792
6,16,256,0.037888
7,16,256,0.037888
8,16,256,0.038944
9,16,256,0.038272
10,16,256,0.03792
11,16,256,0.038016
12,16,256,0.052096
13,16,256,0.038336
14,16,256,0.038336
15,16,256,0.038624
16,16,256,0.037792
17,16,256,0.03792
18,16,256,0.03824
19,16,256,0.038016
20,16,256,0.037632
21,16,256,0.03776
22,16,256,0.038048
23,16,256,0.03776
24,16,256,0.03792
0,16,512,0.092736
1,16,512,0.068608
2,16,512,0.047744
3,16,512,0.045696
4,16,512,0.045696
5,16,512,0.045376
6,16,512,0.04528
7,16,512,0.165408
8,16,512,0.07808
9,16,512,0.047712
10,16,512,0.045536
11,16,512,0.045472
12,16,512,0.045024
13,16,512,0.04544
14,16,512,0.045216
15,16,512,0.045152
16,16,512,0.04576
17,16,512,0.04448
18,16,512,0.045248
19,16,512,0.044608
20,16,512,0.044384
21,16,512,0.044704
22,16,512,0.045568
23,16,512,0.044736
24,16,512,0.0448
0,32,32,0.07968
1,32,32,0.172352
2,32,32,0.09184
3,32,32,0.044864
4,32,32,0.045184
