num_run,N,num_blocks_x,num_blocks_y,num_threads_per_x,num_threads_per_y,device_runtime [ms]
1,8192,30,30,32,32,88794.2
2,8192,30,30,32,32,89310.8
3,8192,30,30,32,32,89387.4
4,8192,30,30,32,32,89445.0
5,8192,30,30,32,32,89540.0
6,8192,30,30,32,32,89572.8
7,8192,30,30,32,32,89519.3
8,8192,30,30,32,32,89515.1
9,8192,30,30,32,32,89403.9
10,8192,30,30,32,32,89445.1
11,8192,30,30,32,32,89406.5
12,8192,30,30,32,32,89522.2
13,8192,30,30,32,32,89463.5
14,8192,30,30,32,32,89401.2
15,8192,30,30,32,32,89587.7
16,8192,30,30,32,32,89528.0
17,8192,30,30,32,32,89415.0
18,8192,30,30,32,32,89460.6
19,8192,30,30,32,32,89566.5
20,8192,30,30,32,32,89467.1
21,8192,30,30,32,32,89584.2
22,8192,30,30,32,32,89354.0
23,8192,30,30,32,32,89139.4
24,8192,30,30,32,32,89328.1
25,8192,30,30,32,32,89455.6
26,8192,30,30,32,32,89589.5
27,8192,30,30,32,32,89688.9
28,8192,30,30,32,32,89387.2
29,8192,30,30,32,32,89408.5
30,8192,30,30,32,32,89549.4
31,8192,30,30,32,32,89381.8
32,8192,30,30,32,32,89305.9
1,8192,30,30,32,64,0.018656
2,8192,30,30,32,64,0.018528
3,8192,30,30,32,64,0.018432
4,8192,30,30,32,64,0.018432
5,8192,30,30,32,64,0.022528
6,8192,30,30,32,64,0.020512
7,8192,30,30,32,64,0.018752
8,8192,30,30,32,64,0.02208
9,8192,30,30,32,64,0.02048
10,8192,30,30,32,64,0.013216
11,8192,30,30,32,64,0.019296
12,8192,30,30,32,64,0.016512
13,8192,30,30,32,64,0.018432
14,8192,30,30,32,64,0.012288
15,8192,30,30,32,64,0.015392
16,8192,30,30,32,64,0.015552
17,8192,30,30,32,64,0.02048
18,8192,30,30,32,64,0.02048
19,8192,30,30,32,64,0.020704
20,8192,30,30,32,64,0.01648
21,8192,30,30,32,64,0.014688
22,8192,30,30,32,64,0.015296
23,8192,30,30,32,64,0.016352
24,8192,30,30,32,64,0.018848
25,8192,30,30,32,64,0.014336
26,8192,30,30,32,64,0.02048
27,8192,30,30,32,64,0.016128
28,8192,30,30,32,64,0.02048
29,8192,30,30,32,64,0.018432
30,8192,30,30,32,64,0.019456
31,8192,30,30,32,64,0.032768
32,8192,30,30,32,64,0.016128
1,8192,30,30,32,128,0.015968
2,8192,30,30,32,128,0.021088
3,8192,30,30,32,128,0.01872
4,8192,30,30,32,128,0.022528
5,8192,30,30,32,128,0.021056
6,8192,30,30,32,128,0.016416
7,8192,30,30,32,128,0.02048
8,8192,30,30,32,128,0.016096
9,8192,30,30,32,128,0.020768
10,8192,30,30,32,128,0.01536
11,8192,30,30,32,128,0.018432
12,8192,30,30,32,128,0.013696
13,8192,30,30,32,128,0.018432
14,8192,30,30,32,128,0.02048
15,8192,30,30,32,128,0.02048
16,8192,30,30,32,128,0.019168
17,8192,30,30,32,128,0.020704
18,8192,30,30,32,128,0.016512
19,8192,30,30,32,128,0.019488
20,8192,30,30,32,128,0.014432
21,8192,30,30,32,128,0.02048
22,8192,30,30,32,128,0.02048
23,8192,30,30,32,128,0.016
24,8192,30,30,32,128,0.021248
25,8192,30,30,32,128,0.014944
26,8192,30,30,32,128,0.017984
27,8192,30,30,32,128,0.014432
28,8192,30,30,32,128,0.021664
29,8192,30,30,32,128,0.021536
30,8192,30,30,32,128,0.02032
31,8192,30,30,32,128,0.01792
32,8192,30,30,32,128,0.015776
1,8192,30,30,32,256,0.01936
2,8192,30,30,32,256,0.018976
3,8192,30,30,32,256,0.019232
4,8192,30,30,32,256,0.02048
5,8192,30,30,32,256,0.014912
6,8192,30,30,32,256,0.018112
7,8192,30,30,32,256,0.022976
8,8192,30,30,32,256,0.020704
9,8192,30,30,32,256,0.015904
10,8192,30,30,32,256,0.03072
11,8192,30,30,32,256,0.019712
12,8192,30,30,32,256,0.0168
13,8192,30,30,32,256,0.02048
14,8192,30,30,32,256,0.02048
15,8192,30,30,32,256,0.01472
16,8192,30,30,32,256,0.016384
17,8192,30,30,32,256,0.0216
18,8192,30,30,32,256,0.020416
19,8192,30,30,32,256,0.0216
20,8192,30,30,32,256,0.02048
21,8192,30,30,32,256,0.020768
22,8192,30,30,32,256,0.01696
23,8192,30,30,32,256,0.015072
24,8192,30,30,32,256,0.020064
25,8192,30,30,32,256,0.02
26,8192,30,30,32,256,0.0176
27,8192,30,30,32,256,0.017248
28,8192,30,30,32,256,0.01728
29,8192,30,30,32,256,0.01696
30,8192,30,30,32,256,0.019936
31,8192,30,30,32,256,0.018432
32,8192,30,30,32,256,0.015904
1,8192,30,30,32,512,0.018592
2,8192,30,30,32,512,0.020416
3,8192,30,30,32,512,0.020096
4,8192,30,30,32,512,0.016192
5,8192,30,30,32,512,0.018432
6,8192,30,30,32,512,0.016
7,8192,30,30,32,512,0.020896
8,8192,30,30,32,512,0.016576
9,8192,30,30,32,512,0.020608
10,8192,30,30,32,512,0.018496
11,8192,30,30,32,512,0.020768
12,8192,30,30,32,512,0.021504
13,8192,30,30,32,512,0.02048
14,8192,30,30,32,512,0.019296
15,8192,30,30,32,512,0.01824
16,8192,30,30,32,512,0.020832
17,8192,30,30,32,512,0.0192
18,8192,30,30,32,512,0.021152
19,8192,30,30,32,512,0.02176
20,8192,30,30,32,512,0.02176
21,8192,30,30,32,512,0.01792
22,8192,30,30,32,512,0.017728
23,8192,30,30,32,512,0.02048
24,8192,30,30,32,512,0.02048
25,8192,30,30,32,512,0.02176
26,8192,30,30,32,512,0.022528
27,8192,30,30,32,512,0.015744
28,8192,30,30,32,512,0.020448
29,8192,30,30,32,512,0.014688
30,8192,30,30,32,512,0.02048
31,8192,30,30,32,512,0.016384
32,8192,30,30,32,512,0.019488
1,8192,30,30,32,1024,0.01712
2,8192,30,30,32,1024,0.01456
3,8192,30,30,32,1024,0.012288
4,8192,30,30,32,1024,0.016192
5,8192,30,30,32,1024,0.018464
6,8192,30,30,32,1024,0.015936
7,8192,30,30,32,1024,0.018624
8,8192,30,30,32,1024,0.014336
9,8192,30,30,32,1024,0.018208
10,8192,30,30,32,1024,0.022016
11,8192,30,30,32,1024,0.02224
12,8192,30,30,32,1024,0.029472
13,8192,30,30,32,1024,0.02192
14,8192,30,30,32,1024,0.016384
15,8192,30,30,32,1024,0.021824
16,8192,30,30,32,1024,0.018688
17,8192,30,30,32,1024,0.02048
18,8192,30,30,32,1024,0.018304
19,8192,30,30,32,1024,0.018944
20,8192,30,30,32,1024,0.0176
21,8192,30,30,32,1024,0.016384
22,8192,30,30,32,1024,0.01904
23,8192,30,30,32,1024,0.018592
24,8192,30,30,32,1024,0.019584
25,8192,30,30,32,1024,0.016384
26,8192,30,30,32,1024,0.02048
27,8192,30,30,32,1024,0.019328
28,8192,30,30,32,1024,0.020256
29,8192,30,30,32,1024,0.018592
30,8192,30,30,32,1024,0.018624
31,8192,30,30,32,1024,0.020768
32,8192,30,30,32,1024,0.015168
1,8192,30,30,64,32,0.016384
2,8192,30,30,64,32,0.018784
3,8192,30,30,64,32,0.016384
4,8192,30,30,64,32,0.0208
5,8192,30,30,64,32,0.021216
6,8192,30,30,64,32,0.017792
7,8192,30,30,64,32,0.021888
8,8192,30,30,64,32,0.02048
9,8192,30,30,64,32,0.016384
10,8192,30,30,64,32,0.016384
11,8192,30,30,64,32,0.019744
12,8192,30,30,64,32,0.020032
13,8192,30,30,64,32,0.02048
14,8192,30,30,64,32,0.015232
15,8192,30,30,64,32,0.018144
16,8192,30,30,64,32,0.022016
17,8192,30,30,64,32,0.013792
18,8192,30,30,64,32,0.020544
19,8192,30,30,64,32,0.017664
20,8192,30,30,64,32,0.016032
21,8192,30,30,64,32,0.020608
22,8192,30,30,64,32,0.016416
23,8192,30,30,64,32,0.016576
24,8192,30,30,64,32,0.016544
25,8192,30,30,64,32,0.018432
26,8192,30,30,64,32,0.018432
27,8192,30,30,64,32,0.015968
28,8192,30,30,64,32,0.015296
29,8192,30,30,64,32,0.01232
30,8192,30,30,64,32,0.017472
31,8192,30,30,64,32,0.016736
32,8192,30,30,64,32,0.020128
1,8192,30,30,64,64,0.014848
2,8192,30,30,64,64,0.016256
3,8192,30,30,64,64,0.014336
4,8192,30,30,64,64,0.018432
5,8192,30,30,64,64,0.017856
6,8192,30,30,64,64,0.020256
7,8192,30,30,64,64,0.014464
8,8192,30,30,64,64,0.020768
9,8192,30,30,64,64,0.017984
10,8192,30,30,64,64,0.018464
11,8192,30,30,64,64,0.016384
12,8192,30,30,64,64,0.019872
13,8192,30,30,64,64,0.016896
14,8192,30,30,64,64,0.02048
15,8192,30,30,64,64,0.018752
16,8192,30,30,64,64,0.017184
17,8192,30,30,64,64,0.018432
18,8192,30,30,64,64,0.016992
19,8192,30,30,64,64,0.01888
20,8192,30,30,64,64,0.019552
21,8192,30,30,64,64,0.017888
22,8192,30,30,64,64,0.019968
23,8192,30,30,64,64,0.018592
24,8192,30,30,64,64,0.018016
25,8192,30,30,64,64,0.02048
26,8192,30,30,64,64,0.02048
27,8192,30,30,64,64,0.032768
28,8192,30,30,64,64,0.019072
29,8192,30,30,64,64,0.016992
30,8192,30,30,64,64,0.016608
31,8192,30,30,64,64,0.022528
32,8192,30,30,64,64,0.018432
1,8192,30,30,64,128,0.020224
2,8192,30,30,64,128,0.02208
3,8192,30,30,64,128,0.021504
4,8192,30,30,64,128,0.016128
5,8192,30,30,64,128,0.018272
6,8192,30,30,64,128,0.02048
7,8192,30,30,64,128,0.016384
8,8192,30,30,64,128,0.022336
9,8192,30,30,64,128,0.018432
10,8192,30,30,64,128,0.018432
11,8192,30,30,64,128,0.021536
12,8192,30,30,64,128,0.01936
13,8192,30,30,64,128,0.026624
14,8192,30,30,64,128,0.017024
15,8192,30,30,64,128,0.020928
16,8192,30,30,64,128,0.02016
17,8192,30,30,64,128,0.015744
18,8192,30,30,64,128,0.020288
19,8192,30,30,64,128,0.018432
20,8192,30,30,64,128,0.017152
21,8192,30,30,64,128,0.021088
22,8192,30,30,64,128,0.017632
