N,Nx,nrun,runtime
67108864,131072,22,20.424530721
67108864,131072,18,20.856730369
67108864,131072,8,20.385622308
67108864,131072,7,20.798820504
67108864,131072,24,20.186618384
67108864,131072,14,20.836033588
67108864,131072,5,20.466613093
67108864,131072,4,20.495222646
67108864,131072,13,20.394166957
67108864,131072,1,20.379156576
67108864,131072,19,20.364186036
67108864,131072,11,20.859868875
67108864,131072,12,20.284147648
67108864,131072,6,20.754161821
67108864,131072,9,20.79021854
67108864,131072,17,20.381557293
67108864,131072,3,20.369789924
67108864,131072,10,21.030508396
67108864,131072,2,20.372760086
67108864,131072,15,20.474720458
67108864,131072,20,20.373649088
67108864,131072,16,20.579435395
67108864,131072,25,20.261958154
67108864,131072,21,20.150264389
67108864,131072,23,20.252868015
67108864,33554432,22,59.157390373
67108864,33554432,18,59.078208531
67108864,33554432,8,59.747550763
67108864,33554432,7,59.712123178
67108864,33554432,24,59.723292434
67108864,33554432,14,59.731328998
67108864,33554432,5,59.316509164
67108864,33554432,4,59.672861728
67108864,33554432,13,59.091227667
67108864,33554432,1,59.002562931
67108864,33554432,19,59.659272182
67108864,33554432,11,59.047293313
67108864,33554432,12,59.150312036
67108864,33554432,6,59.724480506
67108864,33554432,9,59.344593457
67108864,33554432,17,59.685387696
67108864,33554432,3,59.343569542
67108864,33554432,10,59.503290394
67108864,33554432,2,59.696062431
67108864,33554432,15,59.580608639
67108864,33554432,20,59.621308282
67108864,33554432,16,59.499585277
67108864,33554432,25,59.753999769
67108864,33554432,21,58.864979754
67108864,33554432,23,59.808668674
67108864,4194304,22,41.634764079
67108864,4194304,18,41.087782629
67108864,4194304,8,41.575565386
67108864,4194304,7,40.907572423
67108864,4194304,24,41.59426273
67108864,4194304,14,41.109360888
67108864,4194304,5,40.852524653
67108864,4194304,4,41.573973809
67108864,4194304,13,40.80310163
67108864,4194304,1,41.232570299
67108864,4194304,19,41.362944486
67108864,4194304,11,41.474862015
67108864,4194304,12,41.439089877
67108864,4194304,6,41.39878406
67108864,4194304,9,41.379810966
67108864,4194304,17,41.476177039
67108864,4194304,3,40.973733054
67108864,4194304,10,41.701872785
67108864,4194304,2,41.323816388
67108864,4194304,15,41.211936503
67108864,4194304,20,41.154114962
67108864,4194304,16,41.147528995
67108864,4194304,25,40.946407888
67108864,4194304,21,40.937008584
67108864,4194304,23,41.260134683
67108864,16384,22,15.086435511
67108864,16384,18,15.058139871
67108864,16384,8,15.045925361
67108864,16384,7,14.995469272
67108864,16384,24,14.993439294
67108864,16384,14,15.125584648
67108864,16384,5,15.005143268
67108864,16384,4,15.08738772
67108864,16384,13,15.02009314
67108864,16384,1,14.997675414
67108864,16384,19,15.005825345
67108864,16384,11,15.023181717
67108864,16384,12,14.989292611
67108864,16384,6,15.059954758
67108864,16384,9,15.120225599
67108864,16384,17,15.004309512
67108864,16384,3,14.999930067
67108864,16384,10,15.009025671
67108864,16384,2,15.029395305
67108864,16384,15,14.992135185
67108864,16384,20,15.038115961
67108864,16384,16,14.979790504
67108864,16384,25,15.092468638
67108864,16384,21,15.098656716
67108864,16384,23,15.020359206
67108864,524288,22,23.916297161
67108864,524288,18,23.924314586
67108864,524288,8,25.127726249
67108864,524288,7,25.000416223
67108864,524288,24,23.823104751
67108864,524288,14,24.062258156
67108864,524288,5,23.798411107
67108864,524288,4,23.797005682
67108864,524288,13,24.185328233
67108864,524288,1,23.737600121
67108864,524288,19,23.885097177
67108864,524288,11,24.170959091
67108864,524288,12,23.920099515
67108864,524288,6,23.877847088
67108864,524288,9,24.460478675
67108864,524288,17,23.887814791
67108864,524288,3,23.852027867
67108864,524288,10,24.120683847
67108864,524288,2,23.885570085
67108864,524288,15,24.046185923
67108864,524288,20,24.203565987
67108864,524288,16,24.047062877
67108864,524288,25,23.850515732
67108864,524288,21,23.969864077
67108864,524288,23,23.926142312
67108864,8388608,22,47.275571771
67108864,8388608,18,47.473221412
67108864,8388608,8,47.422916676
67108864,8388608,7,48.989742597
67108864,8388608,24,47.347965809
67108864,8388608,14,47.286547488
67108864,8388608,5,47.628935475
67108864,8388608,4,47.170432406
67108864,8388608,13,48.200524481
67108864,8388608,1,47.498795416
67108864,8388608,19,48.224809866
67108864,8388608,11,48.259664865
67108864,8388608,12,48.053018193
67108864,8388608,6,47.196770011
67108864,8388608,9,47.662538514
67108864,8388608,17,47.479827003
67108864,8388608,3,47.671385978
67108864,8388608,10,47.247502142
67108864,8388608,2,47.214756293
67108864,8388608,15,47.647681337
67108864,8388608,20,47.911038691
67108864,8388608,16,47.267295809
67108864,8388608,25,47.614350507
67108864,8388608,21,47.532944728
67108864,8388608,23,48.270869423
67108864,2097152,22,32.875448356
67108864,2097152,18,33.008333371
67108864,2097152,8,32.961738208
67108864,2097152,7,32.97410162
67108864,2097152,24,32.89673464
67108864,2097152,14,33.093643188
67108864,2097152,5,33.076560194
67108864,2097152,4,33.062314996
67108864,2097152,13,32.97820364
67108864,2097152,1,33.257657845
67108864,2097152,19,33.148487816
67108864,2097152,11,33.003373192
67108864,2097152,12,32.711740824
67108864,2097152,6,32.974944353
67108864,2097152,9,33.221619415
67108864,2097152,17,33.062309017
67108864,2097152,3,33.017050735
67108864,2097152,10,32.700168447
67108864,2097152,2,32.908233628
67108864,2097152,15,33.184399575
67108864,2097152,20,32.993303416
67108864,2097152,16,32.87273891
67108864,2097152,25,33.051453726
67108864,2097152,21,32.897349235
67108864,2097152,23,33.002534707
67108864,32768,22,16.469242764
67108864,32768,18,16.340098851
67108864,32768,8,16.634469343
67108864,32768,7,16.405404377
67108864,32768,24,16.335838497
67108864,32768,14,16.513044143
67108864,32768,5,16.477098881
67108864,32768,4,16.297229211
67108864,32768,13,16.286065735
67108864,32768,1,16.504446461
67108864,32768,19,16.297830389
67108864,32768,11,16.224548738
67108864,32768,12,16.279583152
67108864,32768,6,16.441704337
67108864,32768,9,16.659380077
67108864,32768,17,16.462457021
67108864,32768,3,16.341214216
67108864,32768,10,16.704383446
67108864,32768,2,16.356995547
67108864,32768,15,16.217317929
67108864,32768,20,16.418247771
67108864,32768,16,16.660566752
67108864,32768,25,16.462754396
67108864,32768,21,16.458196754
67108864,32768,23,16.339897299
67108864,1048576,22,25.987495841
67108864,1048576,18,25.744312431
67108864,1048576,8,25.763962533
67108864,1048576,7,25.755394784
67108864,1048576,24,25.82483562
67108864,1048576,14,26.00090813
67108864,1048576,5,25.818314528
67108864,1048576,4,25.709159742
67108864,1048576,13,26.127481059
67108864,1048576,1,25.741133065
67108864,1048576,19,26.028467974
67108864,1048576,11,25.737308985
67108864,1048576,12,25.897250767
67108864,1048576,6,25.693991078
67108864,1048576,9,25.899844581
67108864,1048576,17,25.757807111
67108864,1048576,3,25.762997208
67108864,1048576,10,25.870684558
67108864,1048576,2,25.883027823
67108864,1048576,15,25.763626991
67108864,1048576,20,25.948448937
67108864,1048576,16,25.951132022
67108864,1048576,25,25.862042478
67108864,1048576,21,25.973837232
67108864,1048576,23,25.900231677
67108864,16777216,22,53.872819777
67108864,16777216,18,54.204842946
67108864,16777216,8,53.875664135
67108864,16777216,7,53.938098155
67108864,16777216,24,53.862013957
67108864,16777216,14,53.341901721
67108864,16777216,5,53.455173749
67108864,16777216,4,53.658522283
67108864,16777216,13,53.418381503
67108864,16777216,1,52.965768281
67108864,16777216,19,53.678570501
67108864,16777216,11,53.536844177
67108864,16777216,12,53.548797839
67108864,16777216,6,53.675454852
67108864,16777216,9,53.395316524
67108864,16777216,17,53.871312982
67108864,16777216,3,53.571249811
67108864,16777216,10,53.880284856
67108864,16777216,2,53.503241527
67108864,16777216,15,53.427495185
67108864,16777216,20,54.19594265
67108864,16777216,16,53.634249639
67108864,16777216,25,53.536341676
67108864,16777216,21,54.148450782
67108864,16777216,23,53.875359052
67108864,2048,22,11.538235642
67108864,2048,18,11.684484376
67108864,2048,8,11.573076926
67108864,2048,7,11.689525888
67108864,2048,24,11.565467215
