N,Nx,nrun,runtime
2097152,524288,22,0.755546265
2097152,524288,18,0.757041435
2097152,524288,8,0.752305361
2097152,524288,7,0.757544572
2097152,524288,24,0.752333627
2097152,524288,14,0.749549618
2097152,524288,5,0.755019444
2097152,524288,4,0.747396089
2097152,524288,13,0.75047773
2097152,524288,1,0.746478539
2097152,524288,19,0.755989148
2097152,524288,11,0.758583742
2097152,524288,12,0.750992353
2097152,524288,6,0.755793357
2097152,524288,9,0.755679505
2097152,524288,17,0.753586746
2097152,524288,3,0.750561845
2097152,524288,10,0.751436894
2097152,524288,2,0.750551982
2097152,524288,15,0.751494883
2097152,524288,20,0.758070894
2097152,524288,16,0.753959187
2097152,524288,25,0.754977779
2097152,524288,21,0.747648246
2097152,524288,23,0.749249696
2097152,1048576,22,0.822945763
2097152,1048576,18,0.811466418
2097152,1048576,8,0.832170919
2097152,1048576,7,0.824777325
2097152,1048576,24,0.850685576
2097152,1048576,14,0.817434977
2097152,1048576,5,0.82503647
2097152,1048576,4,0.815806802
2097152,1048576,13,0.824798925
2097152,1048576,1,0.826817
2097152,1048576,19,0.82663945
2097152,1048576,11,0.819443729
2097152,1048576,12,0.819022201
2097152,1048576,6,0.822924328
2097152,1048576,9,0.817378171
2097152,1048576,17,0.821966614
2097152,1048576,3,0.823991135
2097152,1048576,10,0.826481063
2097152,1048576,2,0.826537567
2097152,1048576,15,0.827119579
2097152,1048576,20,0.822876025
2097152,1048576,16,0.825661485
2097152,1048576,25,0.818679692
2097152,1048576,21,0.825411195
2097152,1048576,23,0.843226633
2097152,4194304,22,1.323922482
2097152,4194304,18,1.304875435
2097152,4194304,8,1.316882759
2097152,4194304,7,1.304699112
2097152,4194304,24,1.315131054
2097152,4194304,14,1.320911986
2097152,4194304,5,1.301820904
2097152,4194304,4,1.303844184
2097152,4194304,13,1.303808633
2097152,4194304,1,1.312592023
2097152,4194304,19,1.319746415
2097152,4194304,11,1.307583589
2097152,4194304,12,1.308046714
2097152,4194304,6,1.300421095
2097152,4194304,9,1.316392719
2097152,4194304,17,1.31312603
2097152,4194304,3,1.308115331
2097152,4194304,10,1.305477135
2097152,4194304,2,1.311044865
2097152,4194304,15,1.3169805
2097152,4194304,20,1.324734142
2097152,4194304,16,1.319308388
2097152,4194304,25,1.320902308
2097152,4194304,21,1.305244698
2097152,4194304,23,1.304758185
2097152,33554432,22,1.980821045
2097152,33554432,18,1.961936964
2097152,33554432,8,1.983381227
2097152,33554432,7,1.970784532
2097152,33554432,24,1.986483317
2097152,33554432,14,1.960990888
2097152,33554432,5,1.965491269
2097152,33554432,4,1.992828639
2097152,33554432,13,1.974797569
2097152,33554432,1,1.969180645
2097152,33554432,19,1.957776206
2097152,33554432,11,1.968482788
2097152,33554432,12,1.984108971
2097152,33554432,6,1.976245049
2097152,33554432,9,1.977754492
2097152,33554432,17,1.981063592
2097152,33554432,3,1.973131169
2097152,33554432,10,1.982180172
2097152,33554432,2,1.973510778
2097152,33554432,15,1.963882024
2097152,33554432,20,1.977967579
2097152,33554432,16,1.994277475
2097152,33554432,25,2.003227499
2097152,33554432,21,1.983417598
2097152,33554432,23,1.98369075
2097152,2097152,22,1.033562913
2097152,2097152,18,1.045085665
2097152,2097152,8,1.035131456
2097152,2097152,7,1.054597566
2097152,2097152,24,1.036090181
2097152,2097152,14,1.040219727
2097152,2097152,5,1.052454404
2097152,2097152,4,1.045366029
2097152,2097152,13,1.040917021
2097152,2097152,1,1.038410295
2097152,2097152,19,1.041671571
2097152,2097152,11,1.03950536
2097152,2097152,12,1.033703335
2097152,2097152,6,1.05208873
2097152,2097152,9,1.036763777
2097152,2097152,17,1.033826129
2097152,2097152,3,1.03838724
2097152,2097152,10,1.044234988
2097152,2097152,2,1.048845676
2097152,2097152,15,1.052631111
2097152,2097152,20,1.037135551
2097152,2097152,16,1.045548876
2097152,2097152,25,1.039159672
2097152,2097152,21,1.043718964
2097152,2097152,23,1.04024071
2097152,1024,22,0.33877625
2097152,1024,18,0.334998072
2097152,1024,8,0.336998268
2097152,1024,7,0.339595355
2097152,1024,24,0.335104661
2097152,1024,14,0.334235154
2097152,1024,5,0.335112287
2097152,1024,4,0.335519564
2097152,1024,13,0.334943578
2097152,1024,1,0.338555472
2097152,1024,19,0.336952894
2097152,1024,11,0.336680476
2097152,1024,12,0.338047327
2097152,1024,6,0.336281332
2097152,1024,9,0.335461439
2097152,1024,17,0.335983552
2097152,1024,3,0.337806598
2097152,1024,10,0.335612876
2097152,1024,2,0.350062236
2097152,1024,15,0.337466127
2097152,1024,20,0.337886462
2097152,1024,16,0.337974476
2097152,1024,25,0.340026263
2097152,1024,21,0.337306195
2097152,1024,23,0.334133869
2097152,8388608,22,1.522648359
2097152,8388608,18,1.518852146
2097152,8388608,8,1.514917593
2097152,8388608,7,1.5342596
2097152,8388608,24,1.536076174
2097152,8388608,14,1.523579437
2097152,8388608,5,1.530587163
2097152,8388608,4,1.544098719
2097152,8388608,13,1.515427645
2097152,8388608,1,1.51176398
2097152,8388608,19,1.524460229
2097152,8388608,11,1.523811649
2097152,8388608,12,1.522703196
2097152,8388608,6,1.515675024
2097152,8388608,9,1.531824102
2097152,8388608,17,1.514265431
2097152,8388608,3,1.525342524
2097152,8388608,10,1.52132392
2097152,8388608,2,1.528785288
2097152,8388608,15,1.534884759
2097152,8388608,20,1.520307252
2097152,8388608,16,1.527143713
2097152,8388608,25,1.539344086
2097152,8388608,21,1.518995867
2097152,8388608,23,1.517792976
2097152,8192,22,0.439837692
2097152,8192,18,0.437239569
2097152,8192,8,0.438156442
2097152,8192,7,0.43867037
2097152,8192,24,0.439733301
2097152,8192,14,0.438667259
2097152,8192,5,0.439987917
2097152,8192,4,0.441081283
2097152,8192,13,0.44272253
2097152,8192,1,0.437739967
2097152,8192,19,0.441876392
2097152,8192,11,0.441781596
2097152,8192,12,0.440174744
2097152,8192,6,0.439122254
2097152,8192,9,0.438255148
2097152,8192,17,0.443147137
2097152,8192,3,0.442961267
2097152,8192,10,0.439743504
2097152,8192,2,0.441639179
2097152,8192,15,0.438984666
2097152,8192,20,0.440396318
2097152,8192,16,0.439294878
2097152,8192,25,0.441230486
2097152,8192,21,0.439159148
2097152,8192,23,0.443597467
2097152,131072,22,0.640872169
2097152,131072,18,0.640158342
2097152,131072,8,0.642780778
2097152,131072,7,0.639380676
2097152,131072,24,0.639909255
2097152,131072,14,0.639492917
2097152,131072,5,0.63880747
2097152,131072,4,0.64038903
2097152,131072,13,0.641769551
2097152,131072,1,0.644877817
2097152,131072,19,0.643027706
2097152,131072,11,0.638485492
2097152,131072,12,0.636340405
2097152,131072,6,0.640573013
2097152,131072,9,0.646399302
2097152,131072,17,0.639735164
2097152,131072,3,0.640020945
2097152,131072,10,0.640195216
2097152,131072,2,0.638655519
2097152,131072,15,0.64422477
2097152,131072,20,0.640044426
2097152,131072,16,0.6482059
2097152,131072,25,0.646157163
2097152,131072,21,0.637609729
2097152,131072,23,0.642096923
2097152,16777216,22,1.766914608
2097152,16777216,18,1.734584135
2097152,16777216,8,1.763165903
2097152,16777216,7,1.752426328
2097152,16777216,24,1.741837593
2097152,16777216,14,1.741611186
2097152,16777216,5,1.76047037
2097152,16777216,4,1.732362459
2097152,16777216,13,1.731604486
2097152,16777216,1,1.733891027
2097152,16777216,19,1.758670956
2097152,16777216,11,1.733443999
2097152,16777216,12,1.725780104
2097152,16777216,6,1.756538112
2097152,16777216,9,1.758514141
2097152,16777216,17,1.730219504
2097152,16777216,3,1.729991508
2097152,16777216,10,1.729923133
2097152,16777216,2,1.731232978
2097152,16777216,15,1.736528264
2097152,16777216,20,1.759389977
2097152,16777216,16,1.733281618
2097152,16777216,25,1.75965869
2097152,16777216,21,1.755646285
2097152,16777216,23,1.740634031
2097152,65536,22,0.582511558
2097152,65536,18,0.581478457
2097152,65536,8,0.583068839
2097152,65536,7,0.580615751
2097152,65536,24,0.584841546
2097152,65536,14,0.582915452
2097152,65536,5,0.589054998
2097152,65536,4,0.58628578
2097152,65536,13,0.588462633
2097152,65536,1,0.594955746
2097152,65536,19,0.584138204
2097152,65536,11,0.588425538
2097152,65536,12,0.583141975
2097152,65536,6,0.583976939
2097152,65536,9,0.585299348
2097152,65536,17,0.58377251
2097152,65536,3,0.588841721
2097152,65536,10,0.584594679
2097152,65536,2,0.589409112
2097152,65536,15,0.585766039
2097152,65536,20,0.582203714
2097152,65536,16,0.583864897
2097152,65536,25,0.584655331
2097152,65536,21,0.585081387
2097152,65536,23,0.590364858
2097152,32768,22,0.523317396
2097152,32768,18,0.514610529
2097152,32768,8,0.519616203
2097152,32768,7,0.520487901
2097152,32768,24,0.522083394
2097152,32768,14,0.51607799
2097152,32768,5,0.527974264
2097152,32768,4,0.525474857
2097152,32768,13,0.522414083
2097152,32768,1,0.518385781
2097152,32768,19,0.521054232
2097152,32768,11,0.51872969
2097152,32768,12,0.519686807
2097152,32768,6,0.523127017
2097152,32768,9,0.515330231
2097152,32768,17,0.515969504
2097152,32768,3,0.520985711
2097152,32768,10,0.520957343
2097152,32768,2,0.52298152
2097152,32768,15,0.531492764
2097152,32768,20,0.519335543
2097152,32768,16,0.524742073
