num_run,N,num_blocks_x,num_blocks_y,num_threads_per_x,num_threads_per_y,device_runtime [ms]
1,16,30,30,32,32,0.026624
2,16,30,30,32,32,0.020544
3,16,30,30,32,32,0.02064
4,16,30,30,32,32,0.020704
5,16,30,30,32,32,0.021344
6,16,30,30,32,32,0.020992
7,16,30,30,32,32,0.024544
8,16,30,30,32,32,0.02096
9,16,30,30,32,32,0.024064
10,16,30,30,32,32,0.0208
11,16,30,30,32,32,0.02048
12,16,30,30,32,32,0.021504
13,16,30,30,32,32,0.02048
14,16,30,30,32,32,0.020928
15,16,30,30,32,32,0.020512
16,16,30,30,32,32,0.021568
17,16,30,30,32,32,0.021024
18,16,30,30,32,32,0.02048
19,16,30,30,32,32,0.020704
20,16,30,30,32,32,0.020832
21,16,30,30,32,32,0.02096
22,16,30,30,32,32,0.020704
23,16,30,30,32,32,0.021824
24,16,30,30,32,32,0.022016
25,16,30,30,32,32,0.020736
26,16,30,30,32,32,0.020512
27,16,30,30,32,32,0.020768
28,16,30,30,32,32,0.020832
29,16,30,30,32,32,0.020544
30,16,30,30,32,32,0.020832
31,16,30,30,32,32,0.020896
32,16,30,30,32,32,0.022432
1,16,30,30,32,64,0.013248
2,16,30,30,32,64,0.012288
3,16,30,30,32,64,0.012224
4,16,30,30,32,64,0.014624
5,16,30,30,32,64,0.014304
6,16,30,30,32,64,0.01376
7,16,30,30,32,64,0.013408
8,16,30,30,32,64,0.012544
9,16,30,30,32,64,0.011232
10,16,30,30,32,64,0.012192
11,16,30,30,32,64,0.01408
12,16,30,30,32,64,0.011264
13,16,30,30,32,64,0.013856
14,16,30,30,32,64,0.013216
15,16,30,30,32,64,0.012
16,16,30,30,32,64,0.01376
17,16,30,30,32,64,0.012288
18,16,30,30,32,64,0.011744
19,16,30,30,32,64,0.014144
20,16,30,30,32,64,0.01248
21,16,30,30,32,64,0.011712
22,16,30,30,32,64,0.012288
23,16,30,30,32,64,0.012768
24,16,30,30,32,64,0.012768
25,16,30,30,32,64,0.012288
26,16,30,30,32,64,0.011872
27,16,30,30,32,64,0.012288
28,16,30,30,32,64,0.014688
29,16,30,30,32,64,0.011648
30,16,30,30,32,64,0.01088
31,16,30,30,32,64,0.012288
32,16,30,30,32,64,0.012288
1,16,30,30,32,128,0.01024
2,16,30,30,32,128,0.012
3,16,30,30,32,128,0.012288
4,16,30,30,32,128,0.014144
5,16,30,30,32,128,0.012608
6,16,30,30,32,128,0.014336
7,16,30,30,32,128,0.014336
8,16,30,30,32,128,0.01168
9,16,30,30,32,128,0.012352
10,16,30,30,32,128,0.012512
11,16,30,30,32,128,0.012288
12,16,30,30,32,128,0.018432
13,16,30,30,32,128,0.012064
14,16,30,30,32,128,0.015104
15,16,30,30,32,128,0.014688
16,16,30,30,32,128,0.012608
17,16,30,30,32,128,0.012288
18,16,30,30,32,128,0.0112
19,16,30,30,32,128,0.012672
20,16,30,30,32,128,0.014144
21,16,30,30,32,128,0.011808
22,16,30,30,32,128,0.013824
23,16,30,30,32,128,0.011744
24,16,30,30,32,128,0.012704
25,16,30,30,32,128,0.022176
26,16,30,30,32,128,0.012288
27,16,30,30,32,128,0.013184
28,16,30,30,32,128,0.034208
29,16,30,30,32,128,0.012416
30,16,30,30,32,128,0.012288
31,16,30,30,32,128,0.014336
32,16,30,30,32,128,0.012288
1,16,30,30,32,256,0.011712
2,16,30,30,32,256,0.014784
3,16,30,30,32,256,0.012288
4,16,30,30,32,256,0.014144
5,16,30,30,32,256,0.014112
6,16,30,30,32,256,0.012288
7,16,30,30,32,256,0.014144
8,16,30,30,32,256,0.01232
9,16,30,30,32,256,0.013856
10,16,30,30,32,256,0.013024
11,16,30,30,32,256,0.012288
12,16,30,30,32,256,0.012288
13,16,30,30,32,256,0.014336
14,16,30,30,32,256,0.013984
15,16,30,30,32,256,0.012288
16,16,30,30,32,256,0.006368
17,16,30,30,32,256,0.014272
18,16,30,30,32,256,0.014016
19,16,30,30,32,256,0.016608
20,16,30,30,32,256,0.01344
21,16,30,30,32,256,0.016768
22,16,30,30,32,256,0.007488
23,16,30,30,32,256,0.006144
24,16,30,30,32,256,0.0064
25,16,30,30,32,256,0.006144
26,16,30,30,32,256,0.006432
27,16,30,30,32,256,0.013024
28,16,30,30,32,256,0.014336
29,16,30,30,32,256,0.012288
30,16,30,30,32,256,0.01264
31,16,30,30,32,256,0.006368
32,16,30,30,32,256,0.012608
1,16,30,30,32,512,0.006336
2,16,30,30,32,512,0.013408
3,16,30,30,32,512,0.006144
4,16,30,30,32,512,0.0128
5,16,30,30,32,512,0.010752
6,16,30,30,32,512,0.013792
7,16,30,30,32,512,0.01504
8,16,30,30,32,512,0.01248
9,16,30,30,32,512,0.014272
10,16,30,30,32,512,0.014208
11,16,30,30,32,512,0.006144
12,16,30,30,32,512,0.006144
13,16,30,30,32,512,0.013344
14,16,30,30,32,512,0.015776
15,16,30,30,32,512,0.015008
16,16,30,30,32,512,0.014592
17,16,30,30,32,512,0.012608
18,16,30,30,32,512,0.012608
19,16,30,30,32,512,0.012288
20,16,30,30,32,512,0.012992
21,16,30,30,32,512,0.012288
22,16,30,30,32,512,0.014048
23,16,30,30,32,512,0.010336
24,16,30,30,32,512,0.012288
25,16,30,30,32,512,0.012288
26,16,30,30,32,512,0.01376
27,16,30,30,32,512,0.014336
28,16,30,30,32,512,0.006304
29,16,30,30,32,512,0.012704
30,16,30,30,32,512,0.0072
31,16,30,30,32,512,0.013472
32,16,30,30,32,512,0.012288
1,16,30,30,32,1024,0.011712
2,16,30,30,32,1024,0.016384
3,16,30,30,32,1024,0.011744
4,16,30,30,32,1024,0.010752
5,16,30,30,32,1024,0.012896
6,16,30,30,32,1024,0.010656
7,16,30,30,32,1024,0.014336
8,16,30,30,32,1024,0.01232
9,16,30,30,32,1024,0.012992
10,16,30,30,32,1024,0.012288
11,16,30,30,32,1024,0.012896
12,16,30,30,32,1024,0.010656
13,16,30,30,32,1024,0.0064
14,16,30,30,32,1024,0.014528
15,16,30,30,32,1024,0.01648
16,16,30,30,32,1024,0.006144
17,16,30,30,32,1024,0.01872
18,16,30,30,32,1024,0.015552
19,16,30,30,32,1024,0.006144
20,16,30,30,32,1024,0.006144
21,16,30,30,32,1024,0.006144
22,16,30,30,32,1024,0.012288
23,16,30,30,32,1024,0.012416
24,16,30,30,32,1024,0.006048
25,16,30,30,32,1024,0.006144
26,16,30,30,32,1024,0.006144
27,16,30,30,32,1024,0.006144
28,16,30,30,32,1024,0.006144
29,16,30,30,32,1024,0.024544
30,16,30,30,32,1024,0.006144
31,16,30,30,32,1024,0.299616
32,16,30,30,32,1024,0.012864
1,16,30,30,64,32,0.011072
2,16,30,30,64,32,0.0112
3,16,30,30,64,32,0.0112
4,16,30,30,64,32,0.012288
5,16,30,30,64,32,0.01232
6,16,30,30,64,32,0.012288
7,16,30,30,64,32,0.012288
8,16,30,30,64,32,0.013344
9,16,30,30,64,32,0.012416
10,16,30,30,64,32,0.012288
11,16,30,30,64,32,0.010656
12,16,30,30,64,32,0.025216
13,16,30,30,64,32,0.013568
14,16,30,30,64,32,0.012992
15,16,30,30,64,32,0.010848
16,16,30,30,64,32,0.012288
17,16,30,30,64,32,0.014336
18,16,30,30,64,32,0.015712
19,16,30,30,64,32,0.011936
20,16,30,30,64,32,0.01184
21,16,30,30,64,32,0.01568
22,16,30,30,64,32,0.014304
23,16,30,30,64,32,0.012896
24,16,30,30,64,32,0.016224
25,16,30,30,64,32,0.011968
26,16,30,30,64,32,0.013312
27,16,30,30,64,32,0.013984
28,16,30,30,64,32,0.012288
29,16,30,30,64,32,0.013568
30,16,30,30,64,32,0.01152
31,16,30,30,64,32,0.013824
32,16,30,30,64,32,0.012288
1,16,30,30,64,64,0.01584
2,16,30,30,64,64,0.012992
3,16,30,30,64,64,0.014336
4,16,30,30,64,64,0.014048
5,16,30,30,64,64,0.01168
6,16,30,30,64,64,0.012288
7,16,30,30,64,64,0.013472
8,16,30,30,64,64,0.016032
9,16,30,30,64,64,0.014112
10,16,30,30,64,64,0.012288
11,16,30,30,64,64,0.012224
12,16,30,30,64,64,0.016384
13,16,30,30,64,64,0.013792
14,16,30,30,64,64,0.006144
15,16,30,30,64,64,0.016384
16,16,30,30,64,64,0.018144
17,16,30,30,64,64,0.306176
18,16,30,30,64,64,0.006176
19,16,30,30,64,64,0.012288
20,16,30,30,64,64,0.006144
21,16,30,30,64,64,0.012288
22,16,30,30,64,64,0.01184
23,16,30,30,64,64,0.01264
24,16,30,30,64,64,0.012288
25,16,30,30,64,64,0.012288
26,16,30,30,64,64,0.013312
27,16,30,30,64,64,0.011008
28,16,30,30,64,64,0.013344
29,16,30,30,64,64,0.01232
30,16,30,30,64,64,0.012064
31,16,30,30,64,64,0.01232
32,16,30,30,64,64,0.02432
1,16,30,30,64,128,0.012224
2,16,30,30,64,128,0.012032
3,16,30,30,64,128,0.01344
4,16,30,30,64,128,0.01248
5,16,30,30,64,128,0.014624
6,16,30,30,64,128,0.006176
7,16,30,30,64,128,0.015552
8,16,30,30,64,128,0.012288
9,16,30,30,64,128,0.016864
10,16,30,30,64,128,0.012288
11,16,30,30,64,128,0.33184
12,16,30,30,64,128,0.020672
13,16,30,30,64,128,0.013536
14,16,30,30,64,128,0.028512
15,16,30,30,64,128,0.010432
16,16,30,30,64,128,0.021984
17,16,30,30,64,128,0.01408
18,16,30,30,64,128,0.012288
19,16,30,30,64,128,0.016832
20,16,30,30,64,128,0.012288
21,16,30,30,64,128,0.0136
22,16,30,30,64,128,0.012256
23,16,30,30,64,128,0.012288
24,16,30,30,64,128,0.006336
25,16,30,30,64,128,0.014048
26,16,30,30,64,128,0.018656
27,16,30,30,64,128,0.013504
28,16,30,30,64,128,0.014496
