num_run,N,num_blocks_x,num_blocks_y,num_threads_per_x,num_threads_per_y,device_runtime [ms]
1,32,30,30,32,32,0.053216
2,32,30,30,32,32,0.04096
3,32,30,30,32,32,0.041792
4,32,30,30,32,32,0.039968
5,32,30,30,32,32,0.040864
6,32,30,30,32,32,0.04064
7,32,30,30,32,32,0.041152
8,32,30,30,32,32,0.045056
9,32,30,30,32,32,0.04096
10,32,30,30,32,32,0.043008
11,32,30,30,32,32,0.040608
12,32,30,30,32,32,0.040384
13,32,30,30,32,32,0.04016
14,32,30,30,32,32,0.042176
15,32,30,30,32,32,0.040576
16,32,30,30,32,32,0.039392
17,32,30,30,32,32,0.0392
18,32,30,30,32,32,0.041216
19,32,30,30,32,32,0.039424
20,32,30,30,32,32,0.042912
21,32,30,30,32,32,0.039584
22,32,30,30,32,32,0.039744
23,32,30,30,32,32,0.035264
24,32,30,30,32,32,0.040704
25,32,30,30,32,32,0.038912
26,32,30,30,32,32,0.040928
27,32,30,30,32,32,0.04096
28,32,30,30,32,32,0.041024
29,32,30,30,32,32,0.04048
30,32,30,30,32,32,0.042464
31,32,30,30,32,32,0.036864
32,32,30,30,32,32,0.03936
1,32,30,30,32,64,0.013024
2,32,30,30,32,64,0.012128
3,32,30,30,32,64,0.012928
4,32,30,30,32,64,0.012288
5,32,30,30,32,64,0.010976
6,32,30,30,32,64,0.01248
7,32,30,30,32,64,0.01296
8,32,30,30,32,64,0.010592
9,32,30,30,32,64,0.012288
10,32,30,30,32,64,0.013408
11,32,30,30,32,64,0.014272
12,32,30,30,32,64,0.018432
13,32,30,30,32,64,0.010912
14,32,30,30,32,64,0.016544
15,32,30,30,32,64,0.014336
16,32,30,30,32,64,0.028512
17,32,30,30,32,64,0.012896
18,32,30,30,32,64,0.016384
19,32,30,30,32,64,0.013184
20,32,30,30,32,64,0.016384
21,32,30,30,32,64,0.01248
22,32,30,30,32,64,0.012672
23,32,30,30,32,64,0.01376
24,32,30,30,32,64,0.016384
25,32,30,30,32,64,0.014336
26,32,30,30,32,64,0.014336
27,32,30,30,32,64,0.014912
28,32,30,30,32,64,0.014112
29,32,30,30,32,64,0.015392
30,32,30,30,32,64,0.016032
31,32,30,30,32,64,0.012704
32,32,30,30,32,64,0.017952
1,32,30,30,32,128,0.012288
2,32,30,30,32,128,0.011936
3,32,30,30,32,128,0.014176
4,32,30,30,32,128,0.014336
5,32,30,30,32,128,0.012288
6,32,30,30,32,128,0.012256
7,32,30,30,32,128,0.010816
8,32,30,30,32,128,0.012448
9,32,30,30,32,128,0.016224
10,32,30,30,32,128,0.012064
11,32,30,30,32,128,0.0072
