nrun,num_blocks,num_threads_per_block,taukern
0,8,32,124.167
1,8,32,123.631
2,8,32,123.826
3,8,32,123.715
4,8,32,123.676
5,8,32,123.71
6,8,32,123.69
7,8,32,123.752
8,8,32,124.308
9,8,32,123.677
10,8,32,124.055
11,8,32,123.466
12,8,32,124.059
13,8,32,123.646
14,8,32,123.656
15,8,32,123.714
16,8,32,124.125
17,8,32,123.624
18,8,32,124.165
19,8,32,123.781
20,8,32,123.659
21,8,32,123.645
22,8,32,123.609
23,8,32,123.62
24,8,32,123.662
0,8,64,73.1769
1,8,64,72.6791
2,8,64,72.806
3,8,64,72.7094
4,8,64,73.2101
5,8,64,72.6067
6,8,64,72.7606
7,8,64,72.8108
8,8,64,72.8236
9,8,64,72.8142
10,8,64,72.8504
11,8,64,72.8155
12,8,64,72.7925
13,8,64,72.733
14,8,64,72.8909
15,8,64,72.739
16,8,64,72.8119
17,8,64,72.7411
18,8,64,72.8169
19,8,64,72.8102
20,8,64,72.712
21,8,64,72.7956
22,8,64,72.7742
23,8,64,72.8093
24,8,64,72.746
0,8,128,40.6925
1,8,128,40.7255
2,8,128,40.6834
3,8,128,40.7652
4,8,128,40.7183
5,8,128,40.7098
6,8,128,40.6678
7,8,128,40.7677
8,8,128,40.812
9,8,128,40.7543
10,8,128,40.4672
11,8,128,40.6541
12,8,128,40.7806
13,8,128,41.2962
14,8,128,40.8067
15,8,128,40.6695
16,8,128,40.7378
17,8,128,40.7212
18,8,128,40.7336
19,8,128,40.6992
20,8,128,40.7518
21,8,128,41.2119
22,8,128,40.8197
23,8,128,40.758
24,8,128,40.6847
0,8,256,31.5868
1,8,256,31.5462
2,8,256,31.4415
3,8,256,31.4253
4,8,256,31.6002
5,8,256,31.5546
6,8,256,31.522
7,8,256,31.5786
8,8,256,31.5471
9,8,256,31.6714
10,8,256,31.5155
11,8,256,31.4969
12,8,256,31.5181
13,8,256,31.5346
14,8,256,31.6774
15,8,256,31.4546
16,8,256,31.4622
17,8,256,31.4029
18,8,256,31.0856
19,8,256,31.4634
20,8,256,31.4375
21,8,256,31.4246
22,8,256,31.5203
23,8,256,31.5541
24,8,256,31.6336
0,8,512,26.8387
1,8,512,27.4042
2,8,512,30.2652
3,8,512,29.4599
4,8,512,28.7648
5,8,512,27.5001
6,8,512,27.7495
7,8,512,26.7921
8,8,512,31.0074
9,8,512,29.7505
10,8,512,29.7334
11,8,512,29.4604
12,8,512,27.4807
13,8,512,27.5152
14,8,512,26.8624
15,8,512,31.3512
16,8,512,27.5001
17,8,512,30.6102
18,8,512,29.649
19,8,512,29.2337
20,8,512,27.3977
21,8,512,26.8795
22,8,512,31.764
23,8,512,26.8242
24,8,512,30.672
0,16,32,72.7618
1,16,32,72.7228
2,16,32,72.6837
3,16,32,72.7242
4,16,32,72.7004
5,16,32,72.6059
6,16,32,72.6996
7,16,32,72.6993
8,16,32,72.6899
9,16,32,72.7003
10,16,32,72.7481
11,16,32,72.6869
12,16,32,72.749
13,16,32,72.6771
14,16,32,72.7354
15,16,32,72.7288
16,16,32,72.7006
17,16,32,72.6533
18,16,32,72.6658
19,16,32,72.7045
20,16,32,72.6916
21,16,32,72.7013
22,16,32,72.7173
23,16,32,72.6824
24,16,32,72.7021
0,16,64,40.7584
1,16,64,40.7086
2,16,64,40.7173
3,16,64,40.7292
4,16,64,40.6892
5,16,64,40.6675
6,16,64,40.675
7,16,64,40.7303
8,16,64,40.7221
9,16,64,40.7377
10,16,64,40.774
11,16,64,40.4102
12,16,64,40.7575
13,16,64,40.7926
14,16,64,40.7231
15,16,64,40.6656
16,16,64,40.772
17,16,64,40.7724
18,16,64,40.7688
19,16,64,40.7689
20,16,64,41.1781
21,16,64,40.7683
22,16,64,40.7852
23,16,64,40.779
24,16,64,40.7148
0,16,128,31.5873
1,16,128,31.6041
2,16,128,31.5373
3,16,128,31.7033
4,16,128,31.4738
5,16,128,31.6435
6,16,128,31.5302
7,16,128,31.3989
8,16,128,31.6222
9,16,128,31.4898
10,16,128,31.5066
11,16,128,31.6042
12,16,128,30.8648
13,16,128,31.5908
14,16,128,31.4827
15,16,128,31.4667
16,16,128,31.5464
17,16,128,31.585
18,16,128,31.474
19,16,128,31.6847
20,16,128,31.4535
21,16,128,31.4542
22,16,128,31.4606
23,16,128,31.9091
24,16,128,31.4241
0,16,256,31.1904
1,16,256,30.7687
2,16,256,30.2148
3,16,256,31.22
4,16,256,29.8709
5,16,256,29.2672
6,16,256,28.3045
7,16,256,26.7452
8,16,256,27.3134
9,16,256,27.3715
10,16,256,30.5523
11,16,256,29.329
12,16,256,28.9004
13,16,256,27.9214
14,16,256,27.9136
15,16,256,26.8341
16,16,256,31.1689
17,16,256,30.7438
18,16,256,29.9482
19,16,256,28.9612
20,16,256,29.3328
21,16,256,28.4574
22,16,256,27.6636
23,16,256,26.8381
24,16,256,30.8
0,16,512,34.0117
1,16,512,33.8407
2,16,512,34.0364
3,16,512,34.2735
4,16,512,34.081
5,16,512,33.9139
6,16,512,34.1696
7,16,512,33.9839
8,16,512,33.8442
9,16,512,34.1289
10,16,512,34.0383
11,16,512,34.2938
12,16,512,34.1677
13,16,512,33.6095
14,16,512,34.2007
15,16,512,34.3559
16,16,512,33.9563
17,16,512,34.2898
18,16,512,34.8325
19,16,512,34.1549
20,16,512,34.2238
21,16,512,34.3097
22,16,512,33.9789
23,16,512,34.0566
24,16,512,33.88
0,32,32,40.7181
1,32,32,40.7121
2,32,32,40.8162
3,32,32,41.0946
4,32,32,40.8042
5,32,32,40.6979
6,32,32,40.6941
7,32,32,40.7192
8,32,32,40.7641
9,32,32,40.7501
10,32,32,40.7226
11,32,32,40.6792
12,32,32,40.7148
13,32,32,40.6738
14,32,32,40.7067
15,32,32,40.682
16,32,32,40.7104
17,32,32,40.7316
18,32,32,40.6346
19,32,32,41.2837
20,32,32,41.0765
21,32,32,40.6938
22,32,32,40.795
23,32,32,40.719
24,32,32,40.7204
0,32,64,31.5654
1,32,64,31.3381
2,32,64,31.3804
3,32,64,31.5924
4,32,64,31.4892
5,32,64,30.856
6,32,64,31.5216
7,32,64,31.5302
8,32,64,30.7999
