N,Nx,nrun,runtime
262144,262144,22,0.091912226
262144,262144,18,0.094116822
262144,262144,8,0.094469683
262144,262144,7,0.093938985
262144,262144,24,0.092098448
262144,262144,14,0.092629974
262144,262144,5,0.093197949
262144,262144,4,0.091464412
262144,262144,13,0.093820955
262144,262144,1,0.094035773
262144,262144,19,0.091841229
262144,262144,11,0.09401204
262144,262144,12,0.094246494
262144,262144,6,0.093301521
262144,262144,9,0.091104266
262144,262144,17,0.091449484
262144,262144,3,0.091188554
262144,262144,10,0.091868572
262144,262144,2,0.094049523
262144,262144,15,0.091780267
262144,262144,20,0.092395313
262144,262144,16,0.092955732
262144,262144,25,0.09424804
262144,262144,21,0.091596822
262144,262144,23,0.092239394
262144,1024,22,0.043571188
262144,1024,18,0.043603781
262144,1024,8,0.043891666
262144,1024,7,0.043683666
262144,1024,24,0.043778782
262144,1024,14,0.044735884
262144,1024,5,0.043727637
262144,1024,4,0.043691352
262144,1024,13,0.045273649
262144,1024,1,0.04378947
262144,1024,19,0.043635466
262144,1024,11,0.043601825
262144,1024,12,0.043688176
262144,1024,6,0.043375023
262144,1024,9,0.043696244
262144,1024,17,0.043950516
262144,1024,3,0.043524086
262144,1024,10,0.04378464
262144,1024,2,0.043322674
262144,1024,15,0.043613894
262144,1024,20,0.075229539
262144,1024,16,0.043602894
262144,1024,25,0.043739706
262144,1024,21,0.043691149
262144,1024,23,0.04369887
262144,65536,22,0.076248594
262144,65536,18,0.07511568
262144,65536,8,0.075691264
262144,65536,7,0.075339027
262144,65536,24,0.076697275
262144,65536,14,0.075502967
262144,65536,5,0.075901881
262144,65536,4,0.07928123
262144,65536,13,0.075601292
262144,65536,1,0.076796265
262144,65536,19,0.075580981
262144,65536,11,0.075786103
262144,65536,12,0.0789425
262144,65536,6,0.077801099
262144,65536,9,0.077968807
262144,65536,17,0.075369525
262144,65536,3,0.079168028
262144,65536,10,0.076044463
262144,65536,2,0.077840414
262144,65536,15,0.07527609
262144,65536,20,0.07506758
262144,65536,16,0.075370948
262144,65536,25,0.078530007
262144,65536,21,0.075160299
262144,65536,23,0.078289031
262144,16777216,22,0.272533212
262144,16777216,18,0.272971409
262144,16777216,8,0.272284767
262144,16777216,7,0.271316681
262144,16777216,24,0.273898232
262144,16777216,14,0.276030716
262144,16777216,5,0.274915911
262144,16777216,4,0.274633996
262144,16777216,13,0.273678495
262144,16777216,1,0.275624566
262144,16777216,19,0.272665474
262144,16777216,11,0.276150816
262144,16777216,12,0.272190558
262144,16777216,6,0.275684433
262144,16777216,9,0.275537053
262144,16777216,17,0.27406088
262144,16777216,3,0.274957979
262144,16777216,10,0.273944394
262144,16777216,2,0.273194142
262144,16777216,15,0.276607941
262144,16777216,20,0.275683708
262144,16777216,16,0.2772691
262144,16777216,25,0.272873975
262144,16777216,21,0.272137657
262144,16777216,23,0.274186583
262144,131072,22,0.083842228
262144,131072,18,0.085669686
262144,131072,8,0.083905109
262144,131072,7,0.083544831
262144,131072,24,0.085602784
262144,131072,14,0.084184511
262144,131072,5,0.084500037
262144,131072,4,0.083197233
262144,131072,13,0.083735118
262144,131072,1,0.085235285
262144,131072,19,0.085591786
262144,131072,11,0.085650066
262144,131072,12,0.086180759
262144,131072,6,0.083554937
262144,131072,9,0.084575086
262144,131072,17,0.085108438
262144,131072,3,0.086093079
262144,131072,10,0.085403353
262144,131072,2,0.084631018
262144,131072,15,0.08569264
262144,131072,20,0.085386834
262144,131072,16,0.085040334
262144,131072,25,0.0841636
262144,131072,21,0.086051846
262144,131072,23,0.083815865
262144,524288,22,0.099337199
262144,524288,18,0.098664598
262144,524288,8,0.102029484
262144,524288,7,0.098958992
262144,524288,24,0.099696187
262144,524288,14,0.098105217
262144,524288,5,0.102200639
262144,524288,4,0.101439351
262144,524288,13,0.099913865
262144,524288,1,0.102142974
262144,524288,19,0.100066266
262144,524288,11,0.100043242
262144,524288,12,0.10038691
262144,524288,6,0.098428415
262144,524288,9,0.099395154
262144,524288,17,0.098859462
262144,524288,3,0.101754523
262144,524288,10,0.102268741
262144,524288,2,0.101660206
262144,524288,15,0.113902027
262144,524288,20,0.09894236
262144,524288,16,0.098255423
262144,524288,25,0.100031138
262144,524288,21,0.098920138
262144,524288,23,0.099200446
262144,16384,22,0.062080882
262144,16384,18,0.063862885
262144,16384,8,0.063725456
262144,16384,7,0.062020956
262144,16384,24,0.063641253
262144,16384,14,0.070712507
262144,16384,5,0.064461699
262144,16384,4,0.062710564
262144,16384,13,0.065364607
262144,16384,1,0.064889778
262144,16384,19,0.064109363
262144,16384,11,0.061956307
262144,16384,12,0.063480605
262144,16384,6,0.063928105
262144,16384,9,0.063586816
262144,16384,17,0.064004963
262144,16384,3,0.063295295
262144,16384,10,0.064107781
262144,16384,2,0.06188916
262144,16384,15,0.062112854
262144,16384,20,0.063430768
262144,16384,16,0.061519081
262144,16384,25,0.062580126
262144,16384,21,0.064003409
262144,16384,23,0.063836468
262144,32768,22,0.07011579
262144,32768,18,0.067448231
262144,32768,8,0.069636124
262144,32768,7,0.070173504
262144,32768,24,0.06951652
262144,32768,14,0.070556139
262144,32768,5,0.068745264
262144,32768,4,0.067545177
262144,32768,13,0.068132191
262144,32768,1,0.068229483
262144,32768,19,0.070306771
