nrun,num_blocks,num_threads_per_block,taukern
0,8,32,0.432608
1,8,32,0.404544
2,8,32,0.399712
3,8,32,0.423616
4,8,32,0.41392
5,8,32,0.412928
6,8,32,0.414176
7,8,32,0.399424
8,8,32,0.427968
9,8,32,0.425024
10,8,32,0.412416
11,8,32,0.430016
12,8,32,0.415424
13,8,32,0.424192
14,8,32,0.412064
15,8,32,0.426176
16,8,32,0.398912
17,8,32,0.412
18,8,32,0.412704
19,8,32,0.412416
20,8,32,0.412736
21,8,32,0.412352
22,8,32,0.424416
23,8,32,0.424192
24,8,32,0.415808
0,8,64,0.230368
1,8,64,0.220896
2,8,64,0.218432
3,8,64,0.215968
4,8,64,0.216352
5,8,64,0.216384
6,8,64,0.217248
7,8,64,0.221728
8,8,64,0.221952
9,8,64,0.246336
10,8,64,0.253312
11,8,64,0.216096
12,8,64,0.220768
13,8,64,0.229152
14,8,64,0.22912
15,8,64,0.227808
16,8,64,0.227648
17,8,64,0.241024
18,8,64,0.229056
19,8,64,0.214208
20,8,64,0.22848
21,8,64,0.233856
22,8,64,0.233984
23,8,64,0.229056
24,8,64,0.22896
0,8,128,0.122016
1,8,128,0.129568
2,8,128,0.13936
3,8,128,0.121696
4,8,128,0.120832
5,8,128,0.121504
6,8,128,0.142272
7,8,128,0.121152
8,8,128,0.121408
9,8,128,0.134912
10,8,128,0.120352
11,8,128,0.122496
12,8,128,0.135168
13,8,128,0.12096
14,8,128,0.121088
15,8,128,0.118048
16,8,128,0.1168
17,8,128,0.116064
18,8,128,0.116352
19,8,128,0.115104
20,8,128,0.11536
21,8,128,0.11536
22,8,128,0.11552
23,8,128,0.115168
24,8,128,0.115232
0,8,256,0.10688
1,8,256,0.07248
2,8,256,0.068704
3,8,256,0.082272
4,8,256,0.068832
5,8,256,0.067552
6,8,256,0.069376
7,8,256,0.077184
8,8,256,0.068448
9,8,256,0.067136
10,8,256,0.067104
11,8,256,0.068032
12,8,256,0.066848
13,8,256,0.068832
14,8,256,0.07152
15,8,256,0.067616
16,8,256,0.066944
17,8,256,0.068032
18,8,256,0.055296
19,8,256,0.052128
20,8,256,0.068768
21,8,256,0.056352
22,8,256,0.068128
23,8,256,0.067584
24,8,256,0.066976
0,8,512,0.095584
1,8,512,0.104928
2,8,512,0.10864
3,8,512,0.058464
4,8,512,0.053184
5,8,512,0.052256
6,8,512,0.052736
7,8,512,0.053536
8,8,512,0.052512
9,8,512,0.052032
10,8,512,0.052576
11,8,512,0.052064
12,8,512,0.05216
13,8,512,0.051904
14,8,512,0.051776
15,8,512,0.05376
16,8,512,0.052896
17,8,512,0.051712
18,8,512,0.052736
19,8,512,0.052064
20,8,512,0.05264
21,8,512,0.052864
22,8,512,0.05328
23,8,512,0.053248
24,8,512,0.060576
0,16,32,0.243072
1,16,32,0.711232
2,16,32,0.308384
3,16,32,0.288
4,16,32,0.299904
5,16,32,0.257408
6,16,32,0.24512
7,16,32,0.303744
8,16,32,0.287744
9,16,32,0.296416
10,16,32,0.242496
11,16,32,0.24336
12,16,32,0.271168
13,16,32,0.618912
14,16,32,0.274688
15,16,32,0.278784
16,16,32,0.242752
17,16,32,0.241952
18,16,32,0.303456
19,16,32,0.283936
20,16,32,0.322016
21,16,32,0.247968
22,16,32,0.242368
23,16,32,0.272832
24,16,32,0.272512
0,16,64,0.13664
1,16,64,0.152064
2,16,64,0.159168
3,16,64,0.181472
4,16,64,0.144384
5,16,64,0.154176
6,16,64,0.175456
7,16,64,0.191424
8,16,64,0.137184
9,16,64,0.175584
10,16,64,0.144352
11,16,64,0.134016
12,16,64,0.177568
13,16,64,0.143872
14,16,64,0.133696
15,16,64,0.160576
16,16,64,0.134848
17,16,64,0.148064
18,16,64,0.134176
19,16,64,0.507552
20,16,64,0.146944
21,16,64,0.140864
22,16,64,0.135808
23,16,64,0.133792
24,16,64,0.135264
0,16,128,0.111968
1,16,128,0.114752
2,16,128,0.13008
3,16,128,0.08992
4,16,128,0.080544
5,16,128,0.124256
6,16,128,0.089984
7,16,128,0.08016
8,16,128,0.14624
9,16,128,0.087552
10,16,128,0.079872
11,16,128,0.12528
12,16,128,0.094624
13,16,128,0.080032
14,16,128,0.118048
15,16,128,0.080896
16,16,128,0.12928
17,16,128,0.080576
18,16,128,0.079968
19,16,128,0.07952
20,16,128,0.074848
21,16,128,0.074432
22,16,128,0.075488
23,16,128,0.074784
24,16,128,0.074656
0,16,256,0.076672
1,16,256,0.058304
2,16,256,0.05712
3,16,256,0.056672
4,16,256,0.056096
5,16,256,0.05632
6,16,256,0.056928
7,16,256,0.056096
8,16,256,0.0568
9,16,256,0.0552
10,16,256,0.055808
11,16,256,0.05568
12,16,256,0.056
13,16,256,0.054624
14,16,256,0.056128
15,16,256,0.056448
16,16,256,0.054944
17,16,256,0.054976
18,16,256,0.056032
19,16,256,0.054688
20,16,256,0.055968
21,16,256,0.103776
22,16,256,0.056896
23,16,256,0.056192
24,16,256,0.05536
0,16,512,0.031264
1,16,512,0.050208
2,16,512,0.045632
3,16,512,0.04608
4,16,512,0.045088
5,16,512,0.045664
6,16,512,0.045312
7,16,512,0.043008
8,16,512,0.062432
9,16,512,0.045216
10,16,512,0.045952
11,16,512,0.046144
12,16,512,0.043648
13,16,512,0.04592
14,16,512,0.046144
15,16,512,0.046944
16,16,512,0.046336
17,16,512,0.04528
18,16,512,0.045824
19,16,512,0.046016
20,16,512,0.04624
21,16,512,0.046304
22,16,512,0.044864
23,16,512,0.046592
24,16,512,0.046624
0,32,32,0.15712
1,32,32,0.129984
2,32,32,0.128608
3,32,32,0.128384
4,32,32,0.147328
5,32,32,0.141728
6,32,32,0.128032
7,32,32,0.128064
8,32,32,0.12848
9,32,32,0.128
10,32,32,0.127904
11,32,32,0.13648
12,32,32,0.131808
13,32,32,0.13344
14,32,32,0.12752
15,32,32,0.133792
16,32,32,0.140672
17,32,32,0.127808
18,32,32,0.128096
19,32,32,0.140736
20,32,32,0.127968
21,32,32,0.128
22,32,32,0.127616
23,32,32,0.127616
24,32,32,0.127104
0,32,64,0.076096
1,32,64,0.078336
2,32,64,0.08928
3,32,64,0.075264
4,32,64,0.075616
5,32,64,0.075072
6,32,64,0.079296
7,32,64,0.075104
8,32,64,0.075648
9,32,64,0.07488
10,32,64,0.076
11,32,64,0.094112
