N,Nx,nrun,runtime
131072,2048,22,0.024666734
131072,2048,18,0.024591549
131072,2048,8,0.024148611
131072,2048,7,0.024905183
131072,2048,24,0.024390942
131072,2048,14,0.024510255
131072,2048,5,0.024453852
131072,2048,4,0.024508386
131072,2048,13,0.024544785
131072,2048,1,0.024306247
131072,2048,19,0.024635034
131072,2048,11,0.024382309
131072,2048,12,0.024504623
131072,2048,6,0.024591533
131072,2048,9,0.024303874
131072,2048,17,0.024290155
131072,2048,3,0.024454156
131072,2048,10,0.024383801
131072,2048,2,0.024355327
131072,2048,15,0.024227657
131072,2048,20,0.02447593
131072,2048,16,0.024415245
131072,2048,25,0.02438566
131072,2048,21,0.024573056
131072,2048,23,0.024496908
131072,1048576,22,0.05794013
131072,1048576,18,0.057742671
131072,1048576,8,0.058061705
131072,1048576,7,0.058688581
131072,1048576,24,0.0577905
131072,1048576,14,0.058089325
131072,1048576,5,0.058822433
131072,1048576,4,0.058152367
131072,1048576,13,0.05825325
131072,1048576,1,0.058206459
131072,1048576,19,0.058197641
131072,1048576,11,0.058308816
131072,1048576,12,0.058093836
131072,1048576,6,0.058457897
131072,1048576,9,0.058346
131072,1048576,17,0.058384742
131072,1048576,3,0.059566715
131072,1048576,10,0.058726698
131072,1048576,2,0.059963689
131072,1048576,15,0.076544238
131072,1048576,20,0.057906476
131072,1048576,16,0.057665856
131072,1048576,25,0.058325312
131072,1048576,21,0.058858857
131072,1048576,23,0.058307571
131072,8388608,22,0.126818098
131072,8388608,18,0.126216551
131072,8388608,8,0.127388014
131072,8388608,7,0.127126047
131072,8388608,24,0.12561694
131072,8388608,14,0.125870907
131072,8388608,5,0.1269179
131072,8388608,4,0.126805427
131072,8388608,13,0.126872153
131072,8388608,1,0.126877827
131072,8388608,19,0.126384178
131072,8388608,11,0.126657602
131072,8388608,12,0.126404948
131072,8388608,6,0.127999714
131072,8388608,9,0.126864011
131072,8388608,17,0.126133005
131072,8388608,3,0.126884207
131072,8388608,10,0.127361339
131072,8388608,2,0.126111846
131072,8388608,15,0.12657385
131072,8388608,20,0.126849012
131072,8388608,16,0.126417049
131072,8388608,25,0.126377488
131072,8388608,21,0.126882987
131072,8388608,23,0.12690583
131072,8192,22,0.029376524
131072,8192,18,0.028967434
131072,8192,8,0.028994565
131072,8192,7,0.029149235
131072,8192,24,0.029523973
131072,8192,14,0.029142562
131072,8192,5,0.029068761
131072,8192,4,0.029233838
131072,8192,13,0.030245872
131072,8192,1,0.029186498
131072,8192,19,0.029026957
131072,8192,11,0.029321108
131072,8192,12,0.02938669
131072,8192,6,0.028895558
131072,8192,9,0.029124129
131072,8192,17,0.029077725
131072,8192,3,0.029097814
131072,8192,10,0.029089305
131072,8192,2,0.02898709
131072,8192,15,0.029069501
131072,8192,20,0.032719838
131072,8192,16,0.029251577
131072,8192,25,0.029250957
131072,8192,21,0.030586389
131072,8192,23,0.029288508
131072,65536,22,0.038709817
131072,65536,18,0.038071897
131072,65536,8,0.038368996
131072,65536,7,0.038478964
131072,65536,24,0.038277677
131072,65536,14,0.038476758
131072,65536,5,0.038618141
131072,65536,4,0.03869994
131072,65536,13,0.038552776
131072,65536,1,0.038353157
131072,65536,19,0.038238277
131072,65536,11,0.038350933
131072,65536,12,0.038216743
131072,65536,6,0.03837571
131072,65536,9,0.038418044
131072,65536,17,0.038301417
131072,65536,3,0.038798864
131072,65536,10,0.038335517
131072,65536,2,0.038434984
131072,65536,15,0.038226345
131072,65536,20,0.038214918
131072,65536,16,0.038274035
131072,65536,25,0.03854695
131072,65536,21,0.038175271
131072,65536,23,0.03837827
131072,4194304,22,0.09924095
131072,4194304,18,0.099461492
131072,4194304,8,0.098697786
131072,4194304,7,0.101224406
131072,4194304,24,0.099501
131072,4194304,14,0.099568966
131072,4194304,5,0.100100297
131072,4194304,4,0.099369251
131072,4194304,13,0.099113117
131072,4194304,1,0.100017442
131072,4194304,19,0.09955266
131072,4194304,11,0.099035155
131072,4194304,12,0.099310672
131072,4194304,6,0.100984001
131072,4194304,9,0.099078703
131072,4194304,17,0.099383434
131072,4194304,3,0.098864517
131072,4194304,10,0.098496939
131072,4194304,2,0.10009647
131072,4194304,15,0.099481738
131072,4194304,20,0.099662927
131072,4194304,16,0.098791076
131072,4194304,25,0.102250311
131072,4194304,21,0.107846257
131072,4194304,23,0.099533258
131072,1024,22,0.022382699
131072,1024,18,0.022230727
131072,1024,8,0.022392175
131072,1024,7,0.022587615
131072,1024,24,0.022204586
131072,1024,14,0.02272831
131072,1024,5,0.022168121
131072,1024,4,0.022345966
131072,1024,13,0.050139675
131072,1024,1,0.022269656
131072,1024,19,0.022253223
131072,1024,11,0.022188378
131072,1024,12,0.02221623
131072,1024,6,0.022237488
131072,1024,9,0.02218236
131072,1024,17,0.022181076
131072,1024,3,0.022416814
131072,1024,10,0.022235913
131072,1024,2,0.022253767
131072,1024,15,0.02237179
131072,1024,20,0.022467708
131072,1024,16,0.022203708
131072,1024,25,0.022374315
131072,1024,21,0.022334493
131072,1024,23,0.022254768
131072,16777216,22,0.167084245
131072,16777216,18,0.169278818
131072,16777216,8,0.1686096
131072,16777216,7,0.167326818
131072,16777216,24,0.167889289
131072,16777216,14,0.168837546
131072,16777216,5,0.168649215
131072,16777216,4,0.168887552
131072,16777216,13,0.171375461
131072,16777216,1,0.167750884
131072,16777216,19,0.168379332
131072,16777216,11,0.168161609
131072,16777216,12,0.167628232
131072,16777216,6,0.167760292
131072,16777216,9,0.16751704
131072,16777216,17,0.168739369
131072,16777216,3,0.168275563
131072,16777216,10,0.168852251
131072,16777216,2,0.168198028
131072,16777216,15,0.169121218
