nrun,num_blocks,num_threads_per_block,taukern
0,8,32,1866.56
1,8,32,1865.23
2,8,32,1865.54
3,8,32,1865.67
4,8,32,1866.2
5,8,32,1865.05
6,8,32,1864.9
7,8,32,1864.98
8,8,32,1865.87
9,8,32,1865.78
10,8,32,1865.07
11,8,32,1865.04
12,8,32,1864.86
13,8,32,1864.69
14,8,32,1865.06
15,8,32,1864.81
16,8,32,1864.78
17,8,32,1865.54
18,8,32,1864.76
19,8,32,1864.74
20,8,32,1864.85
21,8,32,1864.59
22,8,32,1865.45
23,8,32,1864.97
24,8,32,1865.73
0,8,64,937.33
1,8,64,937.876
2,8,64,938.095
3,8,64,938.073
4,8,64,936.979
5,8,64,938.207
6,8,64,936.834
7,8,64,936.865
8,8,64,940.326
9,8,64,939.599
10,8,64,937.907
11,8,64,938.657
12,8,64,936.765
13,8,64,937.699
14,8,64,938.648
15,8,64,939.328
16,8,64,937.197
17,8,64,936.807
18,8,64,938.469
19,8,64,937.438
20,8,64,937.62
21,8,64,938.508
22,8,64,938.663
23,8,64,937.3
24,8,64,937.826
0,8,128,471.729
1,8,128,470.805
2,8,128,470.623
3,8,128,471.421
4,8,128,471.135
5,8,128,470.475
6,8,128,471.261
7,8,128,471.389
8,8,128,470.144
9,8,128,470.122
10,8,128,471.151
11,8,128,471.386
12,8,128,472.646
13,8,128,470.755
14,8,128,471.194
15,8,128,471.633
16,8,128,470.184
17,8,128,471.299
18,8,128,470.668
19,8,128,471.127
20,8,128,470.248
21,8,128,470.389
22,8,128,470.34
23,8,128,470.318
24,8,128,469.982
0,8,256,241.894
1,8,256,242.075
2,8,256,241.453
3,8,256,241.579
4,8,256,241.877
5,8,256,242.052
6,8,256,241.469
7,8,256,241.55
8,8,256,241.509
9,8,256,241.512
10,8,256,241.769
11,8,256,241.369
12,8,256,242.104
13,8,256,242.281
14,8,256,242.364
15,8,256,241.574
16,8,256,241.177
17,8,256,242.166
18,8,256,242.312
19,8,256,242.239
20,8,256,241.5
21,8,256,241.399
22,8,256,242.538
23,8,256,241.295
24,8,256,241.451
