nrun,num_blocks,num_threads_per_block,taukern
0,8,32,2125.43
1,8,32,2125.39
2,8,32,2125
3,8,32,2125.19
4,8,32,2125.34
5,8,32,2124.91
6,8,32,2124.84
7,8,32,2125.61
8,8,32,2127.94
9,8,32,2125.21
10,8,32,2138.03
11,8,32,2125.8
12,8,32,2128.88
13,8,32,2124.78
14,8,32,2125.35
15,8,32,2126.02
16,8,32,2124.79
17,8,32,2124.91
18,8,32,2125.46
19,8,32,2125.25
20,8,32,2125.89
21,8,32,2125.01
22,8,32,2124.97
23,8,32,2125.56
24,8,32,2125.95
0,8,64,1259.29
1,8,64,1259.02
2,8,64,1259.06
3,8,64,1259.13
4,8,64,1260.09
5,8,64,1259.78
6,8,64,1259.2
7,8,64,1259.13
8,8,64,1259.4
9,8,64,1259.38
10,8,64,1259.35
11,8,64,1260.03
12,8,64,1259.18
13,8,64,1259.32
14,8,64,1259.39
15,8,64,1259.24
16,8,64,1259.4
17,8,64,1259.93
18,8,64,1261.68
19,8,64,1259.52
20,8,64,1259.19
21,8,64,1260.09
22,8,64,1260.21
23,8,64,1259.11
24,8,64,1259.36
0,8,128,719.187
1,8,128,719.031
2,8,128,719.132
3,8,128,732.094
4,8,128,719.882
5,8,128,719.463
6,8,128,719.593
7,8,128,719.519
8,8,128,719.676
9,8,128,719.93
10,8,128,719.585
11,8,128,719.49
12,8,128,719.779
13,8,128,719.716
14,8,128,719.632
15,8,128,720.33
16,8,128,719.86
17,8,128,719.701
18,8,128,719.511
19,8,128,720.111
20,8,128,719.757
21,8,128,719.552
22,8,128,719.954
23,8,128,719.822
24,8,128,720.495
0,8,256,588.307
1,8,256,588.856
2,8,256,588.256
3,8,256,588.443
4,8,256,590.339
5,8,256,589.291
6,8,256,589.229
7,8,256,588.291
8,8,256,588.374
9,8,256,588.962
10,8,256,589.484
11,8,256,588.655
12,8,256,588.46
13,8,256,588.302
14,8,256,588.573
15,8,256,589.5
16,8,256,588.351
17,8,256,588.593
18,8,256,588.368
19,8,256,589.048
20,8,256,588.388
21,8,256,589.183
22,8,256,589.119
23,8,256,588.555
24,8,256,588.318
0,8,512,520.113
1,8,512,520.416
2,8,512,520.965
3,8,512,521.011
4,8,512,520.227
5,8,512,520.458
6,8,512,520.027
7,8,512,520.912
8,8,512,520.778
9,8,512,520.374
10,8,512,520.645
11,8,512,520.623
12,8,512,521.438
13,8,512,520.691
14,8,512,520.404
15,8,512,520.721
16,8,512,520.744
17,8,512,521.395
18,8,512,521.429
19,8,512,520.635
20,8,512,520.793
21,8,512,520.629
22,8,512,520.685
23,8,512,521.495
24,8,512,521.5
0,16,32,1260.06
1,16,32,1259.12
2,16,32,1259.2
