num_run,N,num_blocks_x,num_blocks_y,num_threads_per_x,num_threads_per_y,device_runtime [ms]
1,4096,30,30,32,32,4570.04
2,4096,30,30,32,32,4593.23
3,4096,30,30,32,32,4589.72
4,4096,30,30,32,32,4594.2
5,4096,30,30,32,32,4574.39
6,4096,30,30,32,32,4604.65
7,4096,30,30,32,32,4595.24
8,4096,30,30,32,32,4564.94
9,4096,30,30,32,32,4601.67
10,4096,30,30,32,32,4592.89
11,4096,30,30,32,32,4608.47
12,4096,30,30,32,32,4609.62
13,4096,30,30,32,32,4587.2
14,4096,30,30,32,32,4608.97
15,4096,30,30,32,32,4625.48
16,4096,30,30,32,32,4612.01
17,4096,30,30,32,32,4645.94
18,4096,30,30,32,32,4602.94
19,4096,30,30,32,32,4605.99
20,4096,30,30,32,32,4601.46
21,4096,30,30,32,32,4601.21
22,4096,30,30,32,32,4595.62
23,4096,30,30,32,32,4616.09
24,4096,30,30,32,32,4613.8
25,4096,30,30,32,32,4603.62
26,4096,30,30,32,32,4612.05
27,4096,30,30,32,32,4619.44
28,4096,30,30,32,32,4604.86
29,4096,30,30,32,32,4620.29
30,4096,30,30,32,32,4648.59
31,4096,30,30,32,32,4594.35
32,4096,30,30,32,32,4620.81
1,4096,30,30,32,64,0.016416
2,4096,30,30,32,64,0.014912
3,4096,30,30,32,64,0.016384
4,4096,30,30,32,64,0.019104
5,4096,30,30,32,64,0.01616
6,4096,30,30,32,64,0.015936
7,4096,30,30,32,64,0.017952
8,4096,30,30,32,64,0.017856
9,4096,30,30,32,64,0.018432
10,4096,30,30,32,64,0.018656
11,4096,30,30,32,64,0.016192
12,4096,30,30,32,64,0.017024
13,4096,30,30,32,64,0.014496
14,4096,30,30,32,64,0.020288
15,4096,30,30,32,64,0.02048
16,4096,30,30,32,64,0.014336
17,4096,30,30,32,64,0.013024
18,4096,30,30,32,64,0.013696
19,4096,30,30,32,64,0.018848
20,4096,30,30,32,64,0.014336
21,4096,30,30,32,64,0.014304
22,4096,30,30,32,64,0.018464
23,4096,30,30,32,64,0.01552
24,4096,30,30,32,64,0.016928
25,4096,30,30,32,64,0.016192
26,4096,30,30,32,64,0.018624
27,4096,30,30,32,64,0.018432
28,4096,30,30,32,64,0.015488
29,4096,30,30,32,64,0.018112
30,4096,30,30,32,64,0.01504
31,4096,30,30,32,64,0.016256
32,4096,30,30,32,64,0.02016
1,4096,30,30,32,128,0.014816
2,4096,30,30,32,128,0.019808
3,4096,30,30,32,128,0.016416
4,4096,30,30,32,128,0.012608
5,4096,30,30,32,128,0.014624
6,4096,30,30,32,128,0.01872
7,4096,30,30,32,128,0.015712
8,4096,30,30,32,128,0.016512
9,4096,30,30,32,128,0.012288
10,4096,30,30,32,128,0.016
11,4096,30,30,32,128,0.01776
12,4096,30,30,32,128,0.02064
13,4096,30,30,32,128,0.017472
14,4096,30,30,32,128,0.012736
15,4096,30,30,32,128,0.016512
16,4096,30,30,32,128,0.016384
17,4096,30,30,32,128,0.011872
18,4096,30,30,32,128,0.020448
19,4096,30,30,32,128,0.014432
20,4096,30,30,32,128,0.016352
21,4096,30,30,32,128,0.013696
22,4096,30,30,32,128,0.018432
23,4096,30,30,32,128,0.014944
24,4096,30,30,32,128,0.01376
25,4096,30,30,32,128,0.012288
26,4096,30,30,32,128,0.014336
27,4096,30,30,32,128,0.013536
28,4096,30,30,32,128,0.016384
29,4096,30,30,32,128,0.016384
30,4096,30,30,32,128,0.018272
31,4096,30,30,32,128,0.016384
32,4096,30,30,32,128,0.016544
1,4096,30,30,32,256,0.016864
2,4096,30,30,32,256,0.016384
3,4096,30,30,32,256,0.013888
4,4096,30,30,32,256,0.014688
5,4096,30,30,32,256,0.015968
6,4096,30,30,32,256,0.014144
7,4096,30,30,32,256,0.017984
8,4096,30,30,32,256,0.012448
9,4096,30,30,32,256,0.018432
10,4096,30,30,32,256,0.014336
11,4096,30,30,32,256,0.016096
12,4096,30,30,32,256,0.014336
13,4096,30,30,32,256,0.017472
14,4096,30,30,32,256,0.018432
15,4096,30,30,32,256,0.017568
16,4096,30,30,32,256,0.013248
17,4096,30,30,32,256,0.021376
18,4096,30,30,32,256,0.019936
19,4096,30,30,32,256,0.016384
20,4096,30,30,32,256,0.013152
21,4096,30,30,32,256,0.014336
22,4096,30,30,32,256,0.016384
23,4096,30,30,32,256,0.017568
24,4096,30,30,32,256,0.015328
25,4096,30,30,32,256,0.019968
26,4096,30,30,32,256,0.017792
27,4096,30,30,32,256,0.020736
28,4096,30,30,32,256,0.01616
29,4096,30,30,32,256,0.015712
30,4096,30,30,32,256,0.016384
31,4096,30,30,32,256,0.01616
32,4096,30,30,32,256,0.016192
1,4096,30,30,32,512,0.016384
2,4096,30,30,32,512,0.011872
3,4096,30,30,32,512,0.017632
4,4096,30,30,32,512,0.0136
5,4096,30,30,32,512,0.020352
6,4096,30,30,32,512,0.01648
7,4096,30,30,32,512,0.016096
8,4096,30,30,32,512,0.016416
9,4096,30,30,32,512,0.018432
10,4096,30,30,32,512,0.016384
11,4096,30,30,32,512,0.018848
12,4096,30,30,32,512,0.021888
13,4096,30,30,32,512,0.013792
14,4096,30,30,32,512,0.020128
15,4096,30,30,32,512,0.016384
16,4096,30,30,32,512,0.022784
17,4096,30,30,32,512,0.015744
18,4096,30,30,32,512,0.018752
19,4096,30,30,32,512,0.015872
20,4096,30,30,32,512,0.016384
21,4096,30,30,32,512,0.019776
22,4096,30,30,32,512,0.013824
23,4096,30,30,32,512,0.014016
24,4096,30,30,32,512,0.022528
25,4096,30,30,32,512,0.013408
26,4096,30,30,32,512,0.012288
27,4096,30,30,32,512,0.018432
28,4096,30,30,32,512,0.020032
29,4096,30,30,32,512,0.02048
30,4096,30,30,32,512,0.02048
31,4096,30,30,32,512,0.016608
32,4096,30,30,32,512,0.01248
1,4096,30,30,32,1024,0.017024
2,4096,30,30,32,1024,0.016384
3,4096,30,30,32,1024,0.0192
4,4096,30,30,32,1024,0.016384
5,4096,30,30,32,1024,0.016384
6,4096,30,30,32,1024,0.01616
7,4096,30,30,32,1024,0.02
8,4096,30,30,32,1024,0.018432
9,4096,30,30,32,1024,0.014336
10,4096,30,30,32,1024,0.017984
11,4096,30,30,32,1024,0.016288
12,4096,30,30,32,1024,0.016384
13,4096,30,30,32,1024,0.01296
14,4096,30,30,32,1024,0.01392
15,4096,30,30,32,1024,0.018432
16,4096,30,30,32,1024,0.012352
17,4096,30,30,32,1024,0.015328
18,4096,30,30,32,1024,0.012896
19,4096,30,30,32,1024,0.01888
20,4096,30,30,32,1024,0.017088
21,4096,30,30,32,1024,0.017344
22,4096,30,30,32,1024,0.016128
23,4096,30,30,32,1024,0.018432
24,4096,30,30,32,1024,0.016736
25,4096,30,30,32,1024,0.015808
26,4096,30,30,32,1024,0.012608
27,4096,30,30,32,1024,0.013504
28,4096,30,30,32,1024,0.014336
29,4096,30,30,32,1024,0.012288
30,4096,30,30,32,1024,0.019904
31,4096,30,30,32,1024,0.012544
32,4096,30,30,32,1024,0.015584
1,4096,30,30,64,32,0.016192
2,4096,30,30,64,32,0.016384
3,4096,30,30,64,32,0.018528
4,4096,30,30,64,32,0.014848
5,4096,30,30,64,32,0.016384
6,4096,30,30,64,32,0.01808
7,4096,30,30,64,32,0.01632
8,4096,30,30,64,32,0.016288
9,4096,30,30,64,32,0.016448
10,4096,30,30,64,32,0.012448
11,4096,30,30,64,32,0.016384
12,4096,30,30,64,32,0.012736
13,4096,30,30,64,32,0.016384
14,4096,30,30,64,32,0.01264
15,4096,30,30,64,32,0.012512
16,4096,30,30,64,32,0.015296
17,4096,30,30,64,32,0.016352
18,4096,30,30,64,32,0.016288
19,4096,30,30,64,32,0.013856
20,4096,30,30,64,32,0.014336
21,4096,30,30,64,32,0.014688
22,4096,30,30,64,32,0.018464
23,4096,30,30,64,32,0.016384
24,4096,30,30,64,32,0.017888
25,4096,30,30,64,32,0.015712
26,4096,30,30,64,32,0.012352
27,4096,30,30,64,32,0.017312
28,4096,30,30,64,32,0.016576
29,4096,30,30,64,32,0.016288
30,4096,30,30,64,32,0.019168
31,4096,30,30,64,32,0.020512
32,4096,30,30,64,32,0.013728
1,4096,30,30,64,64,0.018592
2,4096,30,30,64,64,0.014368
3,4096,30,30,64,64,0.017088
4,4096,30,30,64,64,0.013504
5,4096,30,30,64,64,0.019904
6,4096,30,30,64,64,0.016384
7,4096,30,30,64,64,0.013664
8,4096,30,30,64,64,0.01632
9,4096,30,30,64,64,0.01408
10,4096,30,30,64,64,0.02048
11,4096,30,30,64,64,0.013728
12,4096,30,30,64,64,0.016384
13,4096,30,30,64,64,0.015712
14,4096,30,30,64,64,0.014336
15,4096,30,30,64,64,0.0184
16,4096,30,30,64,64,0.012288
17,4096,30,30,64,64,0.018432
18,4096,30,30,64,64,0.010688
19,4096,30,30,64,64,0.014336
20,4096,30,30,64,64,0.016416
21,4096,30,30,64,64,0.016384
22,4096,30,30,64,64,0.012512
23,4096,30,30,64,64,0.013664
24,4096,30,30,64,64,0.02144
25,4096,30,30,64,64,0.02048
26,4096,30,30,64,64,0.012448
27,4096,30,30,64,64,0.013632
28,4096,30,30,64,64,0.014208
29,4096,30,30,64,64,0.018432
30,4096,30,30,64,64,0.016384
31,4096,30,30,64,64,0.01232
32,4096,30,30,64,64,0.017664
1,4096,30,30,64,128,0.019616
2,4096,30,30,64,128,0.014336
3,4096,30,30,64,128,0.016384
4,4096,30,30,64,128,0.02048
5,4096,30,30,64,128,0.019136
6,4096,30,30,64,128,0.01568
7,4096,30,30,64,128,0.015232
8,4096,30,30,64,128,0.020704
9,4096,30,30,64,128,0.01776
10,4096,30,30,64,128,0.019072
11,4096,30,30,64,128,0.014272
12,4096,30,30,64,128,0.020576
13,4096,30,30,64,128,0.02048
14,4096,30,30,64,128,0.016896
15,4096,30,30,64,128,0.017728
16,4096,30,30,64,128,0.018144
17,4096,30,30,64,128,0.016064
18,4096,30,30,64,128,0.018432
19,4096,30,30,64,128,0.015712
20,4096,30,30,64,128,0.01504
21,4096,30,30,64,128,0.01824
22,4096,30,30,64,128,0.037536
23,4096,30,30,64,128,0.018848
24,4096,30,30,64,128,0.016384
25,4096,30,30,64,128,0.020096
26,4096,30,30,64,128,0.021216
27,4096,30,30,64,128,0.01456
28,4096,30,30,64,128,0.016384
29,4096,30,30,64,128,0.01952
30,4096,30,30,64,128,0.017408
31,4096,30,30,64,128,0.016384
32,4096,30,30,64,128,0.018624
1,4096,30,30,64,256,0.016384
2,4096,30,30,64,256,0.019648
3,4096,30,30,64,256,0.01728
4,4096,30,30,64,256,0.019008
5,4096,30,30,64,256,0.012416
6,4096,30,30,64,256,0.016512
7,4096,30,30,64,256,0.01936
8,4096,30,30,64,256,0.01616
9,4096,30,30,64,256,0.020736
10,4096,30,30,64,256,0.016448
11,4096,30,30,64,256,0.019584
12,4096,30,30,64,256,0.019712
