num_run,N,num_blocks_x,num_blocks_y,num_threads_per_x,num_threads_per_y,device_runtime [ms]
1,1024,30,30,32,32,56.074
2,1024,30,30,32,32,54.8487
3,1024,30,30,32,32,50.1076
4,1024,30,30,32,32,50.0777
5,1024,30,30,32,32,49.598
6,1024,30,30,32,32,48.3129
7,1024,30,30,32,32,48.5991
8,1024,30,30,32,32,48.6526
9,1024,30,30,32,32,46.0747
10,1024,30,30,32,32,46.0842
11,1024,30,30,32,32,41.7598
12,1024,30,30,32,32,40.3317
13,1024,30,30,32,32,41.3747
14,1024,30,30,32,32,41.41
15,1024,30,30,32,32,41.3266
16,1024,30,30,32,32,41.4764
17,1024,30,30,32,32,40.3182
18,1024,30,30,32,32,41.438
19,1024,30,30,32,32,45.6284
20,1024,30,30,32,32,40.3045
21,1024,30,30,32,32,41.3594
22,1024,30,30,32,32,45.6709
23,1024,30,30,32,32,47.3414
24,1024,30,30,32,32,45.6028
25,1024,30,30,32,32,45.5958
26,1024,30,30,32,32,46.0163
27,1024,30,30,32,32,45.7728
28,1024,30,30,32,32,46.0288
29,1024,30,30,32,32,45.9544
30,1024,30,30,32,32,46.0042
31,1024,30,30,32,32,46.5045
32,1024,30,30,32,32,40.2897
1,1024,30,30,32,64,0.018752
2,1024,30,30,32,64,0.018432
3,1024,30,30,32,64,0.020288
4,1024,30,30,32,64,0.015104
5,1024,30,30,32,64,0.017216
6,1024,30,30,32,64,0.018432
7,1024,30,30,32,64,0.017632
8,1024,30,30,32,64,0.018432
9,1024,30,30,32,64,0.016352
10,1024,30,30,32,64,0.02
11,1024,30,30,32,64,0.019616
12,1024,30,30,32,64,0.020064
13,1024,30,30,32,64,0.019968
14,1024,30,30,32,64,0.018432
15,1024,30,30,32,64,0.019392
16,1024,30,30,32,64,0.006464
17,1024,30,30,32,64,0.019072
18,1024,30,30,32,64,0.017632
19,1024,30,30,32,64,0.019008
20,1024,30,30,32,64,0.022528
21,1024,30,30,32,64,0.020288
22,1024,30,30,32,64,0.020192
23,1024,30,30,32,64,0.019072
24,1024,30,30,32,64,0.0064
25,1024,30,30,32,64,0.019168
26,1024,30,30,32,64,0.018336
27,1024,30,30,32,64,0.082112
28,1024,30,30,32,64,0.01904
29,1024,30,30,32,64,0.02048
30,1024,30,30,32,64,0.017376
31,1024,30,30,32,64,0.020128
32,1024,30,30,32,64,0.01776
1,1024,30,30,32,128,0.019168
