N,Nx,nrun,runtime
4096,33554432,22,0.124472636
4096,33554432,18,0.126539097
4096,33554432,8,0.124400383
4096,33554432,7,0.1252352
4096,33554432,24,0.126346434
4096,33554432,14,0.127346629
4096,33554432,5,0.124876862
4096,33554432,4,0.126687051
4096,33554432,13,0.127064417
4096,33554432,1,0.125361919
4096,33554432,19,0.124694887
4096,33554432,11,0.127770907
4096,33554432,12,0.127620586
4096,33554432,6,0.124605585
4096,33554432,9,0.126073665
4096,33554432,17,0.124699984
4096,33554432,3,0.125672648
4096,33554432,10,0.124901197
4096,33554432,2,0.125630699
4096,33554432,15,0.12563248
4096,33554432,20,0.125260221
4096,33554432,16,0.126223744
4096,33554432,25,0.124611406
4096,33554432,21,0.125445316
4096,33554432,23,0.123448017
4096,524288,22,0.008213872
4096,524288,18,0.005611908
4096,524288,8,0.004357497
4096,524288,7,0.004227362
4096,524288,24,0.007325463
4096,524288,14,0.004335303
4096,524288,5,0.004325792
4096,524288,4,0.004440171
4096,524288,13,0.004282757
4096,524288,1,0.003975987
4096,524288,19,0.005664247
4096,524288,11,0.00439449
4096,524288,12,0.004350283
4096,524288,6,0.004619191
4096,524288,9,0.004280504
4096,524288,17,0.004725075
4096,524288,3,0.004360599
4096,524288,10,0.004260979
4096,524288,2,0.004346618
4096,524288,15,0.004275261
4096,524288,20,0.005588686
4096,524288,16,0.004648439
4096,524288,25,0.006073511
4096,524288,21,0.007110886
4096,524288,23,0.00735639
4096,4096,22,0.00136595
4096,4096,18,0.001448202
4096,4096,8,0.001385231
4096,4096,7,0.001425651
4096,4096,24,0.001472825
4096,4096,14,0.001402751
4096,4096,5,0.001387093
4096,4096,4,0.001398063
4096,4096,13,0.001380089
4096,4096,1,0.001395274
4096,4096,19,0.001375273
4096,4096,11,0.001386025
4096,4096,12,0.001389241
4096,4096,6,0.001519159
4096,4096,9,0.001401411
4096,4096,17,0.002028597
4096,4096,3,0.001374342
4096,4096,10,0.001407746
4096,4096,2,0.001381078
4096,4096,15,0.001507705
4096,4096,20,0.001355127
4096,4096,16,0.001388648
4096,4096,25,0.00136838
4096,4096,21,0.001539235
4096,4096,23,0.001405013
4096,8192,22,0.001759956
4096,8192,18,0.001582602
4096,8192,8,0.00166401
4096,8192,7,0.001485683
4096,8192,24,0.001967978
4096,8192,14,0.001740985
4096,8192,5,0.001565626
4096,8192,4,0.001448545
4096,8192,13,0.001696178
4096,8192,1,0.001477628
4096,8192,19,0.001548678
4096,8192,11,0.001706471
4096,8192,12,0.001751056
4096,8192,6,0.00147982
4096,8192,9,0.001589032
4096,8192,17,0.001778788
4096,8192,3,0.001454669
4096,8192,10,0.001814565
4096,8192,2,0.001486129
4096,8192,15,0.001709211
4096,8192,20,0.001544925
4096,8192,16,0.001735791
4096,8192,25,0.001507044
4096,8192,21,0.001564671
4096,8192,23,0.00174586
4096,2097152,22,0.014873343
4096,2097152,18,0.015486704
4096,2097152,8,0.014303977
4096,2097152,7,0.013404782
4096,2097152,24,0.010636383
4096,2097152,14,0.015034973
4096,2097152,5,0.012242287
4096,2097152,4,0.012299932
4096,2097152,13,0.01470354
4096,2097152,1,0.012532869
4096,2097152,19,0.014671653
4096,2097152,11,0.014741342
4096,2097152,12,0.014712844
4096,2097152,6,0.012257547
4096,2097152,9,0.01552664
4096,2097152,17,0.015269459
4096,2097152,3,0.012242182
4096,2097152,10,0.014841088
4096,2097152,2,0.012408621
4096,2097152,15,0.015381972
4096,2097152,20,0.015129962
4096,2097152,16,0.014893879
4096,2097152,25,0.010894936
4096,2097152,21,0.015094156
4096,2097152,23,0.010955659
4096,8388608,22,0.035815473
4096,8388608,18,0.035722964
4096,8388608,8,0.035859224
4096,8388608,7,0.036842114
4096,8388608,24,0.035074129
4096,8388608,14,0.034702961
4096,8388608,5,0.035717474
4096,8388608,4,0.036418568
4096,8388608,13,0.034835222
4096,8388608,1,0.035739193
4096,8388608,19,0.035070507
4096,8388608,11,0.034890082
4096,8388608,12,0.036069861
4096,8388608,6,0.067928763
4096,8388608,9,0.035609868
4096,8388608,17,0.035103609
4096,8388608,3,0.035911913
4096,8388608,10,0.035946486
4096,8388608,2,0.036542341
4096,8388608,15,0.036482639
4096,8388608,20,0.034713255
4096,8388608,16,0.03502238
4096,8388608,25,0.035088198
4096,8388608,21,0.036214346
4096,8388608,23,0.035070529
4096,1024,22,0.001237659
4096,1024,18,0.001769647
4096,1024,8,0.001269203
4096,1024,7,0.001210793
4096,1024,24,0.001217066
4096,1024,14,0.004697668
4096,1024,5,0.001250853
4096,1024,4,0.001232145
4096,1024,13,0.001240833
4096,1024,1,0.001405198
4096,1024,19,0.001259415
4096,1024,11,0.001225247
4096,1024,12,0.001252579
4096,1024,6,0.001239699
4096,1024,9,0.001210939
4096,1024,17,0.002518405
4096,1024,3,0.001235849
4096,1024,10,0.001250989
4096,1024,2,0.001231193
4096,1024,15,0.003114922
4096,1024,20,0.001224234
4096,1024,16,0.003094396
4096,1024,25,0.001356454
4096,1024,21,0.001213913
4096,1024,23,0.001240775
4096,262144,22,0.006955061
4096,262144,18,0.003007209
4096,262144,8,0.002942435
4096,262144,7,0.002888674
4096,262144,24,0.002899324
4096,262144,14,0.002936813
4096,262144,5,0.002863627
4096,262144,4,0.003049979
4096,262144,13,0.002947799
4096,262144,1,0.002866102
4096,262144,19,0.009592428
4096,262144,11,0.002879386
4096,262144,12,0.002907399
4096,262144,6,0.003269264
4096,262144,9,0.002979762
4096,262144,17,0.002869634
4096,262144,3,0.002949732
4096,262144,10,0.00289494
4096,262144,2,0.002951521
4096,262144,15,0.002911308
4096,262144,20,0.006821694
4096,262144,16,0.002900468
4096,262144,25,0.002852529
4096,262144,21,0.006848898
4096,262144,23,0.002978128
4096,16384,22,0.001574721
4096,16384,18,0.001572804
4096,16384,8,0.001577675
4096,16384,7,0.001587581
4096,16384,24,0.001609625
4096,16384,14,0.001573406
4096,16384,5,0.001614859
4096,16384,4,0.001689169
4096,16384,13,0.00157393
4096,16384,1,0.001607095
4096,16384,19,0.001572677
4096,16384,11,0.001562882
4096,16384,12,0.001605862
4096,16384,6,0.001548808
4096,16384,9,0.001572292
4096,16384,17,0.001571427
4096,16384,3,0.001732424
4096,16384,10,0.001575954
4096,16384,2,0.001563901
4096,16384,15,0.001575206
4096,16384,20,0.001687503
4096,16384,16,0.001589352
4096,16384,25,0.001585521
4096,16384,21,0.001582429
4096,16384,23,0.00159064
4096,32768,22,0.001711738
4096,32768,18,0.001755776
4096,32768,8,0.001800937
4096,32768,7,0.001750454
4096,32768,24,0.001714198
4096,32768,14,0.001712929
4096,32768,5,0.001745674
4096,32768,4,0.001923152
4096,32768,13,0.001720287
4096,32768,1,0.001725327
4096,32768,19,0.001728601
4096,32768,11,0.001762773
4096,32768,12,0.001727354
4096,32768,6,0.001722831
4096,32768,9,0.001790149
4096,32768,17,0.001740468
4096,32768,3,0.001737726
4096,32768,10,0.001736214
4096,32768,2,0.001746038
4096,32768,15,0.001723995
4096,32768,20,0.001777598
4096,32768,16,0.001726827
4096,32768,25,0.001789445
4096,32768,21,0.001751261
4096,32768,23,0.001703735
4096,4194304,22,0.018980406
4096,4194304,18,0.019037416
4096,4194304,8,0.019744158
4096,4194304,7,0.01939797
4096,4194304,24,0.018941066
4096,4194304,14,0.019643992
4096,4194304,5,0.0190049
4096,4194304,4,0.019046931
4096,4194304,13,0.018883248
4096,4194304,1,0.019368149
4096,4194304,19,0.01897658
4096,4194304,11,0.018976827
4096,4194304,12,0.019777103
4096,4194304,6,0.019052696
4096,4194304,9,0.019002888
4096,4194304,17,0.019631068
4096,4194304,3,0.018968432
4096,4194304,10,0.019672681
