N,Nx,nrun,runtime
1024,1024,22,0.000752736
1024,1024,18,0.000767039
1024,1024,8,0.000765312
1024,1024,7,0.000771667
1024,1024,24,0.000728944
1024,1024,14,0.000729557
1024,1024,5,0.000717206
1024,1024,4,0.000738472
1024,1024,13,0.000758202
1024,1024,1,0.000752027
1024,1024,19,0.000740573
1024,1024,11,0.000770089
1024,1024,12,0.000746328
1024,1024,6,0.000831927
1024,1024,9,0.000749619
1024,1024,17,0.000749188
1024,1024,3,0.000766085
1024,1024,10,0.000831163
1024,1024,2,0.000700277
1024,1024,15,0.000712674
1024,1024,20,0.000741991
1024,1024,16,0.000767058
1024,1024,25,0.000837061
1024,1024,21,0.000782822
1024,1024,23,0.000756025
1024,65536,22,0.001351735
1024,65536,18,0.001117675
1024,65536,8,0.001101802
1024,65536,7,0.00104991
1024,65536,24,0.001244935
1024,65536,14,0.001146536
1024,65536,5,0.001292652
1024,65536,4,0.00109962
1024,65536,13,0.001432564
1024,65536,1,0.00111464
1024,65536,19,0.001091297
1024,65536,11,0.001070354
1024,65536,12,0.001277844
1024,65536,6,0.001102938
1024,65536,9,0.001116545
1024,65536,17,0.001097292
1024,65536,3,0.001231241
1024,65536,10,0.001124626
1024,65536,2,0.001167186
1024,65536,15,0.00163906
1024,65536,20,0.001095134
1024,65536,16,0.001094051
1024,65536,25,0.001137476
1024,65536,21,0.001113691
1024,65536,23,0.001083398
1024,16777216,22,0.062980136
1024,16777216,18,0.062894526
1024,16777216,8,0.063326269
1024,16777216,7,0.062920254
1024,16777216,24,0.063191292
1024,16777216,14,0.063671429
1024,16777216,5,0.064382705
1024,16777216,4,0.063329906
1024,16777216,13,0.062921988
1024,16777216,1,0.063283715
1024,16777216,19,0.062999411
1024,16777216,11,0.063195358
1024,16777216,12,0.062773193
1024,16777216,6,0.06334153
1024,16777216,9,0.063075091
1024,16777216,17,0.063105596
1024,16777216,3,0.063121575
1024,16777216,10,0.062871581
1024,16777216,2,0.063211012
1024,16777216,15,0.063039881
1024,16777216,20,0.063042433
1024,16777216,16,0.062912582
1024,16777216,25,0.063248365
1024,16777216,21,0.06316906
1024,16777216,23,0.062715893
1024,8388608,22,0.032801261
1024,8388608,18,0.03266281
1024,8388608,8,0.0308528
1024,8388608,7,0.030597545
1024,8388608,24,0.032634071
1024,8388608,14,0.030917682
1024,8388608,5,0.03045706
1024,8388608,4,0.030415198
1024,8388608,13,0.030595263
1024,8388608,1,0.030404926
1024,8388608,19,0.032394123
1024,8388608,11,0.030711393
1024,8388608,12,0.030825648
1024,8388608,6,0.030451613
1024,8388608,9,0.03056429
1024,8388608,17,0.032527366
1024,8388608,3,0.030542367
1024,8388608,10,0.03075545
1024,8388608,2,0.030483823
1024,8388608,15,0.031036863
1024,8388608,20,0.032518568
1024,8388608,16,0.034253779
1024,8388608,25,0.032472476
1024,8388608,21,0.03233604
1024,8388608,23,0.032801187
1024,33554432,22,0.121957348
1024,33554432,18,0.120935145
1024,33554432,8,0.125591194
1024,33554432,7,0.122978372
1024,33554432,24,0.138870001
1024,33554432,14,0.121766636
1024,33554432,5,0.122973373
1024,33554432,4,0.120285332
1024,33554432,13,0.121690637
1024,33554432,1,0.122184083
1024,33554432,19,0.122559963
1024,33554432,11,0.124926569
1024,33554432,12,0.121207039
1024,33554432,6,0.123900756
1024,33554432,9,0.124774875
1024,33554432,17,0.122257172
1024,33554432,3,0.122792246
1024,33554432,10,0.120946857
1024,33554432,2,0.121158389
1024,33554432,15,0.121171544
1024,33554432,20,0.124476281
1024,33554432,16,0.121488239
1024,33554432,25,0.120466673
1024,33554432,21,0.120455867
1024,33554432,23,0.120636238
1024,4096,22,0.000884749
1024,4096,18,0.000794545
1024,4096,8,0.00084752
1024,4096,7,0.000817996
1024,4096,24,0.000766996
1024,4096,14,0.000799651
1024,4096,5,0.000781143
1024,4096,4,0.000808753
1024,4096,13,0.000766879
1024,4096,1,0.000833735
1024,4096,19,0.000802552
1024,4096,11,0.000829949
1024,4096,12,0.000800983
1024,4096,6,0.000800296
1024,4096,9,0.000939797
1024,4096,17,0.000794694
1024,4096,3,0.000789167
1024,4096,10,0.00080814
1024,4096,2,0.00097082
1024,4096,15,0.000903502
1024,4096,20,0.000813398
1024,4096,16,0.000810193
1024,4096,25,0.000857264
1024,4096,21,0.000807958
1024,4096,23,0.000762725
1024,4194304,22,0.015956058
1024,4194304,18,0.015885791
1024,4194304,8,0.015880979
1024,4194304,7,0.015964439
1024,4194304,24,0.015916047
1024,4194304,14,0.015833098
1024,4194304,5,0.015901029
1024,4194304,4,0.015871923
1024,4194304,13,0.016001897
1024,4194304,1,0.015848037
1024,4194304,19,0.015867523
1024,4194304,11,0.016048068
1024,4194304,12,0.015977591
