N,Nx,nrun,runtime
16384,4096,22,0.005301659
16384,4096,18,0.006679408
16384,4096,8,0.004592547
16384,4096,7,0.004497831
16384,4096,24,0.004663137
16384,4096,14,0.009622857
16384,4096,5,0.004175859
16384,4096,4,0.003802491
16384,4096,13,0.009582727
16384,4096,1,0.003811022
16384,4096,19,0.005235263
16384,4096,11,0.005481851
16384,4096,12,0.013225553
16384,4096,6,0.004396012
16384,4096,9,0.004595706
16384,4096,17,0.011771678
16384,4096,3,0.003876674
16384,4096,10,0.005570159
16384,4096,2,0.003842072
16384,4096,15,0.009525434
16384,4096,20,0.005266329
16384,4096,16,0.011934035
16384,4096,25,0.004805305
16384,4096,21,0.005282341
16384,4096,23,0.004822615
16384,65536,22,0.007942337
16384,65536,18,0.009248854
16384,65536,8,0.005504921
16384,65536,7,0.005648828
16384,65536,24,0.006997113
16384,65536,14,0.007094122
16384,65536,5,0.005515531
16384,65536,4,0.005559764
16384,65536,13,0.007189143
16384,65536,1,0.005550268
16384,65536,19,0.010241033
16384,65536,11,0.00650452
16384,65536,12,0.006767252
16384,65536,6,0.005926339
16384,65536,9,0.006572658
16384,65536,17,0.009308584
16384,65536,3,0.005630118
16384,65536,10,0.006571063
16384,65536,2,0.005560063
16384,65536,15,0.007190752
16384,65536,20,0.009223011
16384,65536,16,0.014235295
16384,65536,25,0.006880757
16384,65536,21,0.009759525
16384,65536,23,0.006867831
16384,8388608,22,0.043759719
16384,8388608,18,0.043737996
16384,8388608,8,0.04480371
16384,8388608,7,0.043918366
16384,8388608,24,0.044032414
16384,8388608,14,0.044259921
16384,8388608,5,0.044359451
16384,8388608,4,0.043775783
16384,8388608,13,0.044467802
16384,8388608,1,0.043927676
16384,8388608,19,0.044265211
16384,8388608,11,0.044276432
16384,8388608,12,0.045686665
16384,8388608,6,0.044094297
16384,8388608,9,0.044010274
16384,8388608,17,0.044177041
16384,8388608,3,0.043778185
16384,8388608,10,0.043650295
16384,8388608,2,0.043880194
16384,8388608,15,0.044368844
16384,8388608,20,0.044160178
16384,8388608,16,0.044166287
16384,8388608,25,0.044052162
16384,8388608,21,0.043767238
16384,8388608,23,0.044183745
16384,262144,22,0.011479374
16384,262144,18,0.010241861
16384,262144,8,0.025240117
16384,262144,7,0.008904443
16384,262144,24,0.013207354
16384,262144,14,0.014493539
16384,262144,5,0.009065356
16384,262144,4,0.009049243
16384,262144,13,0.014363845
16384,262144,1,0.009033697
16384,262144,19,0.010240979
16384,262144,11,0.014331115
16384,262144,12,0.014250441
