N,Nx,nrun,runtime
8192,2048,22,0.002030067
8192,2048,18,0.002317356
8192,2048,8,0.00210825
8192,2048,7,0.002050645
8192,2048,24,0.002111037
8192,2048,14,0.002030323
8192,2048,5,0.002420572
8192,2048,4,0.002022866
8192,2048,13,0.002050565
8192,2048,1,0.002054489
8192,2048,19,0.002012734
8192,2048,11,0.002072599
8192,2048,12,0.002022981
8192,2048,6,0.002022055
8192,2048,9,0.002068906
8192,2048,17,0.002039447
8192,2048,3,0.002040672
8192,2048,10,0.002028192
8192,2048,2,0.002052476
8192,2048,15,0.002021328
8192,2048,20,0.002061305
8192,2048,16,0.002028464
8192,2048,25,0.00254555
8192,2048,21,0.002033455
8192,2048,23,0.002003479
8192,4194304,22,0.021822788
8192,4194304,18,0.021745051
8192,4194304,8,0.021651089
8192,4194304,7,0.021682866
8192,4194304,24,0.021512168
8192,4194304,14,0.02168152
8192,4194304,5,0.02175562
8192,4194304,4,0.021744284
8192,4194304,13,0.021675483
8192,4194304,1,0.023248706
8192,4194304,19,0.021644205
8192,4194304,11,0.021630359
8192,4194304,12,0.021847368
8192,4194304,6,0.021640211
8192,4194304,9,0.021566903
8192,4194304,17,0.021755646
8192,4194304,3,0.021610854
8192,4194304,10,0.021879188
8192,4194304,2,0.021767275
8192,4194304,15,0.021580226
8192,4194304,20,0.021648999
8192,4194304,16,0.021543852
8192,4194304,25,0.021568613
8192,4194304,21,0.021813387
8192,4194304,23,0.021748928
8192,1024,22,0.001894763
8192,1024,18,0.001906685
8192,1024,8,0.005451476
8192,1024,7,0.005483441
8192,1024,24,0.001914689
8192,1024,14,0.001985801
8192,1024,5,0.003498453
8192,1024,4,0.001958267
8192,1024,13,0.001930578
8192,1024,1,0.001983639
8192,1024,19,0.001930438
8192,1024,11,0.00189138
8192,1024,12,0.001936175
8192,1024,6,0.005502352
8192,1024,9,0.003040731
8192,1024,17,0.001957183
8192,1024,3,0.001919368
8192,1024,10,0.002057351
8192,1024,2,0.00194766
8192,1024,15,0.002138822
8192,1024,20,0.001891627
8192,1024,16,0.001906856
8192,1024,25,0.001881849
8192,1024,21,0.002007982
8192,1024,23,0.001910901
8192,16777216,22,0.069433016
8192,16777216,18,0.069258566
8192,16777216,8,0.069456524
8192,16777216,7,0.068942586
8192,16777216,24,0.070244671
8192,16777216,14,0.069262335
8192,16777216,5,0.068832687
8192,16777216,4,0.069017888
8192,16777216,13,0.069535658
8192,16777216,1,0.069635921
8192,16777216,19,0.069475132
8192,16777216,11,0.069280603
8192,16777216,12,0.069021314
8192,16777216,6,0.069256474
8192,16777216,9,0.069176804
8192,16777216,17,0.069159073
8192,16777216,3,0.068689429
8192,16777216,10,0.069702072
8192,16777216,2,0.069454409
8192,16777216,15,0.069380239
8192,16777216,20,0.069297185
8192,16777216,16,0.069549323
8192,16777216,25,0.069515516
8192,16777216,21,0.069462768
8192,16777216,23,0.069399808
