num_run,N,num_blocks_x,num_blocks_y,num_threads_per_x,num_threads_per_y,device_runtime [ms]
1,128,30,30,32,32,0.212992
2,128,30,30,32,32,0.213088
3,128,30,30,32,32,0.216544
4,128,30,30,32,32,0.214496
5,128,30,30,32,32,0.212832
6,128,30,30,32,32,0.21344
7,128,30,30,32,32,0.213344
8,128,30,30,32,32,0.208864
9,128,30,30,32,32,0.212992
10,128,30,30,32,32,0.22528
11,128,30,30,32,32,0.213056
12,128,30,30,32,32,0.212992
13,128,30,30,32,32,0.212512
14,128,30,30,32,32,0.215104
15,128,30,30,32,32,0.208896
16,128,30,30,32,32,0.2184
17,128,30,30,32,32,0.212992
18,128,30,30,32,32,0.213696
19,128,30,30,32,32,0.21504
20,128,30,30,32,32,0.215808
21,128,30,30,32,32,0.213632
22,128,30,30,32,32,0.207808
23,128,30,30,32,32,0.213216
24,128,30,30,32,32,0.214848
25,128,30,30,32,32,0.212992
26,128,30,30,32,32,0.214304
27,128,30,30,32,32,0.214336
28,128,30,30,32,32,0.213152
29,128,30,30,32,32,0.212992
30,128,30,30,32,32,0.213152
31,128,30,30,32,32,0.212992
32,128,30,30,32,32,0.213664
1,128,30,30,32,64,0.013984
2,128,30,30,32,64,0.01232
3,128,30,30,32,64,0.013056
4,128,30,30,32,64,0.012672
5,128,30,30,32,64,0.026432
6,128,30,30,32,64,0.006144
7,128,30,30,32,64,0.014112
8,128,30,30,32,64,0.016384
9,128,30,30,32,64,0.0168
10,128,30,30,32,64,0.012224
11,128,30,30,32,64,0.010496
12,128,30,30,32,64,0.010368
13,128,30,30,32,64,0.012384
14,128,30,30,32,64,0.01024
15,128,30,30,32,64,0.011776
16,128,30,30,32,64,0.024544
17,128,30,30,32,64,0.012288
18,128,30,30,32,64,0.013024
19,128,30,30,32,64,0.012032
20,128,30,30,32,64,0.012
21,128,30,30,32,64,0.012832
22,128,30,30,32,64,0.01056
23,128,30,30,32,64,0.011168
24,128,30,30,32,64,0.011872
25,128,30,30,32,64,0.011136
26,128,30,30,32,64,0.016384
27,128,30,30,32,64,0.011808
28,128,30,30,32,64,0.011104
29,128,30,30,32,64,0.01328
30,128,30,30,32,64,0.014336
31,128,30,30,32,64,0.014336
32,128,30,30,32,64,0.010976
1,128,30,30,32,128,0.013856
2,128,30,30,32,128,0.014336
3,128,30,30,32,128,0.013632
4,128,30,30,32,128,0.010656
5,128,30,30,32,128,0.014112
6,128,30,30,32,128,0.012288
7,128,30,30,32,128,0.015008
8,128,30,30,32,128,0.0112
9,128,30,30,32,128,0.01344
10,128,30,30,32,128,0.015424
11,128,30,30,32,128,0.013568
12,128,30,30,32,128,0.012288
13,128,30,30,32,128,0.013344
14,128,30,30,32,128,0.006144
15,128,30,30,32,128,0.006144
16,128,30,30,32,128,0.012512
17,128,30,30,32,128,0.013184
18,128,30,30,32,128,0.012448
19,128,30,30,32,128,0.013472
20,128,30,30,32,128,0.016384
21,128,30,30,32,128,0.01072
22,128,30,30,32,128,0.014432
23,128,30,30,32,128,0.014336
24,128,30,30,32,128,0.013376
25,128,30,30,32,128,0.012416
26,128,30,30,32,128,0.014016
27,128,30,30,32,128,0.012704
28,128,30,30,32,128,0.012288
29,128,30,30,32,128,0.014048
30,128,30,30,32,128,0.01824
31,128,30,30,32,128,0.012736
32,128,30,30,32,128,0.010368
1,128,30,30,32,256,0.011648
2,128,30,30,32,256,0.011168
3,128,30,30,32,256,0.01632
4,128,30,30,32,256,0.018752
5,128,30,30,32,256,0.012448
6,128,30,30,32,256,0.012256
7,128,30,30,32,256,0.012928
8,128,30,30,32,256,0.012288
9,128,30,30,32,256,0.014688
10,128,30,30,32,256,0.014784
11,128,30,30,32,256,0.017056
12,128,30,30,32,256,0.01344
13,128,30,30,32,256,0.014336
14,128,30,30,32,256,0.012288
15,128,30,30,32,256,0.012288
16,128,30,30,32,256,0.012288
17,128,30,30,32,256,0.014336
18,128,30,30,32,256,0.026304
19,128,30,30,32,256,0.012832
20,128,30,30,32,256,0.012896
21,128,30,30,32,256,0.006432
22,128,30,30,32,256,0.013664
23,128,30,30,32,256,0.012
24,128,30,30,32,256,0.012608
25,128,30,30,32,256,0.012288
26,128,30,30,32,256,0.014304
27,128,30,30,32,256,0.016384
28,128,30,30,32,256,0.014336
29,128,30,30,32,256,0.012288
30,128,30,30,32,256,0.01472
31,128,30,30,32,256,0.012704
32,128,30,30,32,256,0.014912
1,128,30,30,32,512,0.011968
2,128,30,30,32,512,0.012288
3,128,30,30,32,512,0.012448
4,128,30,30,32,512,0.013472
5,128,30,30,32,512,0.014176
6,128,30,30,32,512,0.014336
7,128,30,30,32,512,0.012864
8,128,30,30,32,512,0.015776
9,128,30,30,32,512,0.006144
10,128,30,30,32,512,0.006144
11,128,30,30,32,512,0.00624
12,128,30,30,32,512,0.012288
13,128,30,30,32,512,0.012288
14,128,30,30,32,512,0.01024
15,128,30,30,32,512,0.016
16,128,30,30,32,512,0.012896
17,128,30,30,32,512,0.013888
18,128,30,30,32,512,0.0104
19,128,30,30,32,512,0.012288
20,128,30,30,32,512,0.010368
21,128,30,30,32,512,0.010304
22,128,30,30,32,512,0.012544
23,128,30,30,32,512,0.011328
24,128,30,30,32,512,0.006144
25,128,30,30,32,512,0.014976
26,128,30,30,32,512,0.010784
27,128,30,30,32,512,0.012832
28,128,30,30,32,512,0.014336
29,128,30,30,32,512,0.013952
30,128,30,30,32,512,0.012192
31,128,30,30,32,512,0.012288
32,128,30,30,32,512,0.010368
1,128,30,30,32,1024,0.011808
2,128,30,30,32,1024,0.014336
3,128,30,30,32,1024,0.01216
4,128,30,30,32,1024,0.011008
5,128,30,30,32,1024,0.011744
6,128,30,30,32,1024,0.012288
7,128,30,30,32,1024,0.012288
8,128,30,30,32,1024,0.012416
9,128,30,30,32,1024,0.012288
10,128,30,30,32,1024,0.006208
11,128,30,30,32,1024,0.006144
12,128,30,30,32,1024,0.006144
13,128,30,30,32,1024,0.016224
14,128,30,30,32,1024,0.012064
15,128,30,30,32,1024,0.011904
16,128,30,30,32,1024,0.01024
17,128,30,30,32,1024,0.010784
18,128,30,30,32,1024,0.014048
19,128,30,30,32,1024,0.010944
20,128,30,30,32,1024,0.01184
21,128,30,30,32,1024,0.006144
22,128,30,30,32,1024,0.012256
23,128,30,30,32,1024,0.011136
24,128,30,30,32,1024,0.015008
25,128,30,30,32,1024,0.01536
26,128,30,30,32,1024,0.01456
27,128,30,30,32,1024,0.012288
28,128,30,30,32,1024,0.014336
29,128,30,30,32,1024,0.011872
30,128,30,30,32,1024,0.006176
31,128,30,30,32,1024,0.011136
32,128,30,30,32,1024,0.012288
1,128,30,30,64,32,0.010816
2,128,30,30,64,32,0.012608
3,128,30,30,64,32,0.013728
4,128,30,30,64,32,0.01328
5,128,30,30,64,32,0.006272
6,128,30,30,64,32,0.011616
7,128,30,30,64,32,0.013504
8,128,30,30,64,32,0.01568
9,128,30,30,64,32,0.012288
10,128,30,30,64,32,0.014336
11,128,30,30,64,32,0.011264
12,128,30,30,64,32,0.013856
13,128,30,30,64,32,0.015808
14,128,30,30,64,32,0.012896
15,128,30,30,64,32,0.006528
16,128,30,30,64,32,0.017792
17,128,30,30,64,32,0.021696
18,128,30,30,64,32,0.012288
19,128,30,30,64,32,0.012448
20,128,30,30,64,32,0.012288
21,128,30,30,64,32,0.010368
22,128,30,30,64,32,0.012288
23,128,30,30,64,32,0.013152
24,128,30,30,64,32,0.014336
25,128,30,30,64,32,0.014368
26,128,30,30,64,32,0.011808
27,128,30,30,64,32,0.012512
28,128,30,30,64,32,0.011392
29,128,30,30,64,32,0.010528
30,128,30,30,64,32,0.011584
31,128,30,30,64,32,0.012288
32,128,30,30,64,32,0.013312
1,128,30,30,64,64,0.010848
2,128,30,30,64,64,0.011392
3,128,30,30,64,64,0.012288
4,128,30,30,64,64,0.012032
5,128,30,30,64,64,0.01024
6,128,30,30,64,64,0.010432
7,128,30,30,64,64,0.011264
8,128,30,30,64,64,0.012288
9,128,30,30,64,64,0.013248
10,128,30,30,64,64,0.012864
11,128,30,30,64,64,0.012032
12,128,30,30,64,64,0.014336
13,128,30,30,64,64,0.013024
14,128,30,30,64,64,0.006464
15,128,30,30,64,64,0.013024
16,128,30,30,64,64,0.0128
17,128,30,30,64,64,0.014624
18,128,30,30,64,64,0.016416
19,128,30,30,64,64,0.012288
20,128,30,30,64,64,0.014304
21,128,30,30,64,64,0.011904
22,128,30,30,64,64,0.006144
23,128,30,30,64,64,0.012288
24,128,30,30,64,64,0.006144
25,128,30,30,64,64,0.017152
26,128,30,30,64,64,0.014016
27,128,30,30,64,64,0.011904
28,128,30,30,64,64,0.006144
29,128,30,30,64,64,0.013888
30,128,30,30,64,64,0.01408
31,128,30,30,64,64,0.014336
32,128,30,30,64,64,0.014784
1,128,30,30,64,128,0.012192
2,128,30,30,64,128,0.013024
3,128,30,30,64,128,0.015392
4,128,30,30,64,128,0.012448
5,128,30,30,64,128,0.01312
6,128,30,30,64,128,0.013856
7,128,30,30,64,128,0.013056
8,128,30,30,64,128,0.020032
9,128,30,30,64,128,0.014944
10,128,30,30,64,128,0.013792
11,128,30,30,64,128,0.013888
12,128,30,30,64,128,0.013664
13,128,30,30,64,128,0.013664
14,128,30,30,64,128,0.012608
15,128,30,30,64,128,0.01568
16,128,30,30,64,128,0.012288
17,128,30,30,64,128,0.013824
18,128,30,30,64,128,0.0136
19,128,30,30,64,128,0.01392
20,128,30,30,64,128,0.006496
21,128,30,30,64,128,0.014336
22,128,30,30,64,128,0.011232
