N,Nx,num_blocks,num_threads_per_block,avg_runtime,runtime_variance,effective_bandwidth,effective_bandwidth_variance
32768,16777216,16,256,0.6976831999999998,0.00017340919466666678,12.967449874051718,0.34738001728343665
32768,16777216,16,128,0.78584448,0.0002575521177599999,11.512674777543769,0.34738001728343665
32768,16777216,16,64,0.95028368,0.0006599112718933325,9.520495947029206,0.34738001728343665
32768,16777216,16,32,1.498018,0.007462976566666669,6.039428046904642,0.34738001728343665
32768,16777216,8,512,0.7251110399999999,0.0021477436177066668,12.476946874189089,0.34738001728343665
32768,16777216,8,256,0.79077888,0.00054233614336,11.440836563525824,0.34738001728343665
32768,16777216,8,128,0.9393088000000002,0.0001143785813333332,9.631733380937128,0.34738001728343665
32768,16777216,8,64,1.4916236,0.004978841815666665,6.065318304140534,0.34738001728343665
32768,16777216,8,32,2.4536124,0.010667692002333336,3.6872865184280936,0.34738001728343665
32768,2048,256,512,0.0924032,0.0006970707626666668,42.57878385371935,125.66096349343398
32768,2048,256,256,0.0663296,1.0795861333333333e-05,59.316140609803156,125.66096349343398
32768,2048,256,128,0.08185983999999999,0.003630109723306667,48.06283374353041,125.66096349343398
32768,2048,256,64,0.07595008,3.861146282666668e-05,51.80265616826209,125.66096349343398
32768,2048,256,32,0.08384256000000001,0.003638641571839999,46.926237464504894,125.66096349343398
32768,2048,128,512,0.07314944000000001,0.00015090388650666666,53.786001371876516,125.66096349343398
32768,2048,128,256,0.06937216000000002,2.9800389973333322e-05,56.71462269867334,125.66096349343398
32768,2048,128,128,0.06704,1.0584149333333331e-05,58.687587711694505,125.66096349343398
32768,2048,128,64,0.07052800000000001,4.7292586666666683e-05,55.78516164065334,125.66096349343398
32768,2048,128,32,0.08548607999999999,7.442765482666668e-05,46.02405304105651,125.66096349343398
32768,2048,64,512,0.06796031999999999,2.651411456000001e-05,57.892839236071886,125.66096349343398
32768,2048,64,256,0.08030720000000001,0.0003154331306666667,48.9920689576028,125.66096349343398
32768,2048,64,128,0.10212095999999998,0.00248170082304,38.52701619914267,125.66096349343398
32768,2048,64,64,0.0813696,1.1660117333333325e-05,48.35240532326569,125.66096349343398
32768,2048,64,32,0.1386944,0.00045409262933333335,28.367517940104285,125.66096349343398
32768,2048,32,512,0.09808,0.0007425021440000001,40.11435440652529,125.66096349343398
32768,2048,32,256,0.08897152000000003,0.0003771482350933333,44.221070744795625,125.66096349343398
32768,2048,32,128,0.08198528,5.307635029333334e-05,47.98929612964668,125.66096349343398
32768,2048,32,64,0.21912703999999997,0.0044859155217066675,17.95495380301765,125.66096349343398
32768,2048,32,32,0.28737408,0.001284790022826667,13.690921186044338,125.66096349343398
32768,2048,16,512,0.07110528,3.8754088960000006e-05,55.332260560565956,125.66096349343398
32768,2048,16,256,0.08134272,1.1031336959999999e-05,48.36838355284898,125.66096349343398
32768,2048,16,128,0.15225088,0.0036305047620266676,25.84166265700401,125.66096349343398
32768,2048,16,64,0.25106944000000003,0.0041521306385066655,15.670628333707198,125.66096349343398
32768,2048,16,32,0.50504328,0.01627608840762666,7.790254887050472,125.66096349343398
32768,2048,8,512,0.13151616,0.0023701347259733325,29.91583604776782,125.66096349343398
32768,2048,8,256,0.12322559999999999,8.656196266666673e-05,31.928559326893115,125.66096349343398
32768,2048,8,128,0.22786432,0.00015076422656000002,17.266485074065127,125.66096349343398
32768,2048,8,64,0.41584639999999995,0.0003675200000000001,9.461223856193056,125.66096349343398
32768,2048,8,32,0.8131916800000001,0.00030982888789333324,4.838239220784944,125.66096349343398
32768,1048576,256,512,0.38924032000000003,0.0007422204825599998,19.194835786302917,1.6757070518579846
32768,1048576,256,256,0.38613504,0.0003323378790400001,19.349199761327018,1.6757070518579846
32768,1048576,256,128,0.4122828799999999,0.0014813928686933332,18.12203316278377,1.6757070518579846
32768,1048576,256,64,0.37942144,0.00014450491050666683,19.691570470577517,1.6757070518579846
32768,1048576,256,32,0.35427712,0.007438136036693333,21.089151971789764,1.6757070518579846
32768,1048576,128,512,0.36592384,0.00010891403264,20.41792090891919,1.6757070518579846
32768,1048576,128,256,0.39677312,0.0005559729220266668,18.830418814177733,1.6757070518579846
32768,1048576,128,128,0.37615615999999996,0.0001320656486400001,19.86250610333751,1.6757070518579846
32768,1048576,128,64,0.32747776,0.0005267032507733331,22.814996730794785,1.6757070518579846
32768,1048576,128,32,0.36615808,8.825225216000004e-05,20.40485908110508,1.6757070518579846
32768,1048576,64,512,0.37992320000000007,0.0037871082666666666,19.66556405033438,1.6757070518579846
32768,1048576,64,256,0.37708032,0.0004896478958933334,19.81382646489745,1.6757070518579846
32768,1048576,64,128,0.33113600000000004,0.0001920782506666667,22.56294701816776,1.6757070518579846
32768,1048576,64,64,0.37825152,4.4932683093333325e-05,19.75247587586165,1.6757070518579846
32768,1048576,64,32,0.46806783999999996,6.497658197333337e-05,15.962224671979174,1.6757070518579846
32768,1048576,32,512,0.3670323199999999,9.595138389333334e-05,20.356256429428345,1.6757070518579846
32768,1048576,32,256,0.33021056000000004,0.00011498597717333332,22.626181378960137,1.6757070518579846
32768,1048576,32,128,0.36460159999999997,2.9423189333333323e-05,20.491967187768786,1.6757070518579846
32768,1048576,32,64,0.49934080000000003,0.008198103978666669,14.962534653302912,1.6757070518579846
32768,1048576,32,32,0.6599052800000001,0.0014072147182933334,11.321933996054703,1.6757070518579846
32768,1048576,16,512,0.33925247999999997,0.00013081308842666676,22.02313752815602,1.6757070518579846
32768,1048576,16,256,0.37123584,0.0001179469073066666,20.125761628532416,1.6757070518579846
32768,1048576,16,128,0.4658752,8.477670399999991e-05,16.03735082659047,1.6757070518579846
32768,1048576,16,64,0.6078067199999999,0.00016301939029333357,12.292401149839213,1.6757070518579846
32768,1048576,16,32,1.0751916,0.001216643980666666,6.948904756889842,1.6757070518579846
32768,1048576,8,512,0.3883737599999999,0.0003180420881066666,19.237664315447063,1.6757070518579846
32768,1048576,8,256,0.46912384,8.624984064000004e-05,15.92629362815584,1.6757070518579846
32768,1048576,8,128,0.60277248,0.0002505184324266667,12.395064923680655,1.6757070518579846
32768,1048576,8,64,1.0469692,0.0001618523326666669,7.13622141301578,1.6757070518579846
32768,1048576,8,32,1.8913624000000002,0.013621936977333339,3.950276279050487,1.6757070518579846
32768,2097152,256,512,0.49674624,0.00014522519210666656,15.837559004645916,0.13721409662305162
32768,2097152,256,256,0.49774976000000004,6.575895210666664e-05,15.805628688471895,0.13721409662305162
32768,2097152,256,128,0.5117414400000001,0.0003508136038400001,15.37348213647892,0.13721409662305162
32768,2097152,256,64,0.51773568,0.0003566098158933335,15.19549103962856,0.13721409662305162
32768,2097152,256,32,0.5272627200000001,0.003227383166293333,14.920925731931131,0.13721409662305162
32768,2097152,128,512,0.53750016,0.0003509540966400001,14.636735896666526,0.13721409662305162
32768,2097152,128,256,0.51024,0.00036431095466666653,15.418720379303858,0.13721409662305162
32768,2097152,128,128,0.51542656,0.005108583246506667,15.263567105148795,0.13721409662305162
32768,2097152,128,64,0.4650751999999999,0.0057249372159999985,16.91607698354159,0.13721409662305162
32768,2097152,128,32,0.46896896000000005,0.0011980885777066665,16.775626016561947,0.13721409662305162
32768,2097152,64,512,0.50221056,0.00010390706517333344,15.66523787619281,0.13721409662305162
32768,2097152,64,256,0.5006118399999999,0.00019347450197333357,15.715265316809132,0.13721409662305162
32768,2097152,64,128,0.43714944,0.00019031935317333326,17.99670127985524,0.13721409662305162
32768,2097152,64,64,0.46491904,0.0002557115323733335,16.921758864373462,0.13721409662305162
32768,2097152,64,32,0.58522752,0.00027209027242666646,13.443058669448765,0.13721409662305162
32768,2097152,32,512,0.5112793600000001,0.00018508741290666685,15.38737626008607,0.13721409662305162
32768,2097152,32,256,0.44958591999999986,0.0002699044761599999,17.49887515680207,0.13721409662305162
32768,2097152,32,128,0.45679104000000004,0.00014883904170666671,17.222859464003495,0.13721409662305162
32768,2097152,32,64,0.5704550399999999,0.00014834402304000013,13.791179557877166,0.13721409662305162
32768,2097152,32,32,0.7250432000000001,0.0006359959893333336,10.850729841112916,0.13721409662305162
32768,2097152,16,512,0.45272576000000003,0.0003809237094399998,17.377513235244226,0.13721409662305162
32768,2097152,16,256,0.46785920000000003,0.0005180670293333335,16.815417728957772,0.13721409662305162
32768,2097152,16,128,0.58677504,0.006674008364373333,13.407604874154156,0.13721409662305162
32768,2097152,16,64,0.71699712,0.0008077954286933335,10.97249579794128,0.13721409662305162
32768,2097152,16,32,1.1897148,0.010634932325999998,6.612717507032778,0.13721409662305162
32768,2097152,8,512,0.47295104000000004,0.0003291751697066666,16.63438119585486,0.13721409662305162
32768,2097152,8,256,0.5916672,0.0008977657173333334,13.296745005192108,0.13721409662305162
32768,2097152,8,128,0.68939776,0.0008023973307733329,11.411768855088825,0.13721409662305162
32768,2097152,8,64,1.2754767999999999,0.029860905931000006,6.168083877602479,0.13721409662305162
32768,2097152,8,32,2.0448404,0.010593422953999997,3.847365244904199,0.13721409662305162
32768,8388608,256,512,0.7112832,0.00025873792,12.163442172434271,0.07380248443857879
32768,8388608,256,256,0.6924224000000001,0.00018589346133333342,12.494760526846038,0.07380248443857879
32768,8388608,256,128,0.6969216000000001,0.0002147723946666663,12.414096609179566,0.07380248443857879
32768,8388608,256,64,0.6951846399999999,0.00011355768490666677,12.44511396486551,0.07380248443857879
32768,8388608,256,32,0.6474457600000001,0.0007099493307733334,13.36274419562806,0.07380248443857879
32768,8388608,128,512,0.6935513600000001,0.00046050885290666656,12.474421607974351,0.07380248443857879
32768,8388608,128,256,0.7006822399999999,0.00029847233877333326,12.347468763335575,0.07380248443857879
32768,8388608,128,128,0.6901824000000001,4.8318293333333386e-05,12.535312507858789,0.07380248443857879
32768,8388608,128,64,0.64487296,0.0008499722683733335,13.416056507353012,0.07380248443857879
32768,8388608,128,32,0.62551424,0.00034225004543999974,13.831263172240492,0.07380248443857879
32768,8388608,64,512,0.6936038400000001,0.00017958377130666692,12.473477758462234,0.07380248443857879
32768,8388608,64,256,0.7189297600000001,0.006094408450773334,12.034071411126448,0.07380248443857879
32768,8388608,64,128,0.61907584,0.00015106639530666638,13.975108560889726,0.07380248443857879
32768,8388608,64,64,0.6267596799999999,7.466506922666683e-05,13.803778940317285,0.07380248443857879
32768,8388608,64,32,0.7244684799999999,0.00013155719509333315,11.942068302852874,0.07380248443857879
32768,8388608,32,512,0.70298368,0.0005029198745600002,12.30704540882656,0.07380248443857879
32768,8388608,32,256,0.61746816,0.0002423318459733333,14.011495056561296,0.07380248443857879
32768,8388608,32,128,0.66482704,0.01578911027904,13.013387769883726,0.07380248443857879
32768,8388608,32,64,0.7312345600000001,0.00030285405184000014,11.831568890048082,0.07380248443857879
32768,8388608,32,32,0.8498176000000001,0.00011929275733333338,10.180598838414264,0.07380248443857879
32768,8388608,16,512,0.6102809600000001,0.00010182233770666672,14.176506623152717,0.07380248443857879
32768,8388608,16,256,0.71198072,0.05549198289296001,12.151525776462035,0.07380248443857879
32768,8388608,16,128,0.7350220799999999,0.00033119505749333323,11.770601600735588,0.07380248443857879
32768,8388608,16,64,0.85710336,9.721063424000008e-05,10.094059217576746,0.07380248443857879
32768,8388608,16,32,1.4256272,0.016700052429333336,6.068663723183732,0.07380248443857879
32768,8388608,8,512,0.6308326400000001,0.0001287147622400003,13.714655080979956,0.07380248443857879
32768,8388608,8,256,0.71253376,0.00037251846143999983,12.142094251680088,0.07380248443857879
32768,8388608,8,128,0.8549337600000001,0.00019523317077333369,10.11967532013708,0.07380248443857879
32768,8388608,8,64,1.3873956,0.0067185229256666625,6.235894125240126,0.07380248443857879
32768,8388608,8,32,2.2941088,0.009043575285999998,3.7712474976879906,0.07380248443857879
32768,32768,256,512,0.10483968,0.0001641582318933334,52.51916044245842,34.746725930816574
32768,32768,256,256,0.09130751999999999,3.971676842666667e-05,60.302721776432,34.746725930816574
32768,32768,256,128,0.10099328,0.0037582272409599996,54.51938955399804,34.746725930816574
32768,32768,256,64,0.09915903999999999,6.852706304000001e-05,55.5278870656271,34.746725930816574
32768,32768,256,32,0.09120256000000002,6.611259050666667e-05,60.37212085555492,34.746725930816574
32768,32768,128,512,0.09682432,0.0003037079278933334,56.86682823753371,34.746725930816574
32768,32768,128,256,0.09111040000000001,0.0001494353066666667,60.43318846867096,34.746725930816574
32768,32768,128,128,0.09057280000000001,0.00016646741333333328,60.79189309214244,34.746725930816574
32768,32768,128,64,0.10651263999999999,0.0015017088955733334,51.69425877206687,34.746725930816574
32768,32768,128,32,0.12899968,0.004388634306559999,42.68298940474891,34.746725930816574
32768,32768,64,512,0.10273791999999998,0.00016370620416000003,53.59357065683246,34.746725930816574
32768,32768,64,256,0.09943551999999999,0.001630386507093333,55.37349203439577,34.746725930816574
32768,32768,64,128,0.11809792,0.00050650530816,46.62310711870285,34.746725930816574
32768,32768,64,64,0.10325888000000001,5.846038869333331e-05,53.323181257205185,34.746725930816574
32768,32768,64,32,0.17989248,0.0016057929284266665,30.607682848421454,34.746725930816574
32768,32768,32,512,0.08868608,7.457809749333333e-05,62.08518828046069,34.746725930816574
32768,32768,32,256,0.09149824,0.00010253275477333337,60.17702607892786,34.746725930816574
32768,32768,32,128,0.102624,7.644970666666667e-05,53.65306336389148,34.746725930816574
32768,32768,32,64,0.19442304,0.0027480973243733334,28.32016192451265,34.746725930816574
32768,32768,32,32,0.31169664,9.873511423999993e-05,17.66490641238866,34.746725930816574
32768,32768,16,512,0.08791936,3.7613329066666654e-06,62.62661573805814,34.746725930816574
32768,32768,16,256,0.10009855999999999,2.9666894506666668e-05,55.00670513797601,34.746725930816574
32768,32768,16,128,0.19899520000000004,0.003270315434666667,27.669471297076505,34.746725930816574
32768,32768,16,64,0.3054016,3.804885333333329e-05,18.029021375971837,34.746725930816574
32768,32768,16,32,0.5844531199999999,0.00013102794069333345,9.42093007332393,34.746725930816574
32768,32768,8,512,0.11303552,0.00011346226175999999,48.711165964963925,34.746725930816574
32768,32768,8,256,0.18182784000000002,0.0009324280593066666,30.28189728622415,34.746725930816574
32768,32768,8,128,0.3291776,0.0023728291839999987,16.72681244002022,34.746725930816574
32768,32768,8,64,0.61144448,2.391056042666657e-05,9.005056312972192,34.746725930816574
32768,32768,8,32,1.2422284000000001,0.012278859622333334,4.432431245861067,34.746725930816574
32768,33554432,256,512,41.85722,0.0744326433333331,0.22549715721779898,2.0999351011694428e-06
32768,33554432,256,256,41.89070000000001,0.1013787858333333,0.2253169347621309,2.0999351011694428e-06
32768,33554432,256,128,42.000656,0.11526999756666628,0.2247270642401395,2.0999351011694428e-06
32768,33554432,256,64,41.602804,0.011415261233333236,0.22687615284392848,2.0999351011694428e-06
32768,33554432,256,32,41.909492,0.0219150349333334,0.225215903811003,2.0999351011694428e-06
32768,33554432,128,512,41.780547999999996,0.10316603176666696,0.22591096983792555,2.0999351011694428e-06
32768,33554432,128,256,41.972544,0.07441182923333305,0.2248775799494069,2.0999351011694428e-06
32768,33554432,128,128,41.669496,0.03901549289999986,0.22651303771564696,2.0999351011694428e-06
32768,33554432,128,64,41.519828000000004,0.058471480433333695,0.2273295573151218,2.0999351011694428e-06
32768,33554432,128,32,42.388276,0.025639428566666747,0.22267204542690058,2.0999351011694428e-06
32768,33554432,64,512,41.84326,0.15408375499999952,0.22557238893527892,2.0999351011694428e-06
32768,33554432,64,256,41.72752,0.019724345833333278,0.22619806111266616,2.0999351011694428e-06
32768,33554432,64,128,41.89502,0.020225914999999855,0.22529370123322529,2.0999351011694428e-06
32768,33554432,64,64,42.103948,0.02748999509999997,0.22417574995674988,2.0999351011694428e-06
32768,33554432,64,32,50.62499199999999,0.02242686326666687,0.18644317255477294,2.0999351011694428e-06
32768,33554432,32,512,42.112719999999996,0.029350309999999807,0.22412905457163537,2.0999351011694428e-06
32768,33554432,32,256,41.295732,0.026196975599999853,0.2285631870877116,2.0999351011694428e-06
32768,33554432,32,128,42.968528,0.029102630433333027,0.21966505622533775,2.0999351011694428e-06
32768,33554432,32,64,50.88918399999999,1.1170338688999986,0.18547524988885652,2.0999351011694428e-06
32768,33554432,32,32,98.93148799999999,0.037665018599999996,0.09540626861935,2.0999351011694428e-06
32768,33554432,16,512,41.430076,0.03042454106666642,0.22782203245391097,2.0999351011694428e-06
32768,33554432,16,256,42.439928,0.039144704600000156,0.2224010398660431,2.0999351011694428e-06
32768,33554432,16,128,50.80868,0.017422564999999914,0.18576912683108476,2.0999351011694428e-06
32768,33554432,16,64,98.96179199999999,0.031869048266666915,0.09537705338884728,2.0999351011694428e-06
32768,33554432,16,32,195.07072000000005,11.891211210000007,0.048385960327823656,2.0999351011694428e-06
32768,33554432,8,512,42.508072,0.06824906376666702,0.22204451237026226,2.0999351011694428e-06
32768,33554432,8,256,51.229288,0.05416566193333356,0.184243905928187,2.0999351011694428e-06
32768,33554432,8,128,99.640952,0.04106457843333284,0.0947269564329333,2.0999351011694428e-06
32768,33554432,8,64,195.35175999999998,0.02138577333333332,0.04831635056187873,2.0999351011694428e-06
32768,33554432,8,32,377.75576,0.270855606666674,0.024986208334824594,2.0999351011694428e-06
32768,262144,256,512,0.12047103999999999,0.00026166182570666667,55.457511906330346,32.35443531083736
32768,262144,256,256,0.11676288000000001,0.00015698719402666667,57.21873368632221,32.35443531083736
32768,262144,256,128,0.12330879999999998,4.0529493333333336e-05,54.181243635231226,32.35443531083736
32768,262144,256,64,0.18111232000000005,0.00423139910656,36.888844089502015,32.35443531083736
32768,262144,256,32,0.15856768000000002,0.004119218967893333,42.13358065885809,32.35443531083736
32768,262144,128,512,0.11923328,8.109819562666667e-05,56.03321602129874,32.35443531083736
32768,262144,128,256,0.13800320000000002,0.00043227306666666665,48.41209577146036,32.35443531083736
32768,262144,128,128,0.16024064,0.0008810858769066667,41.693693529731284,32.35443531083736
32768,262144,128,64,0.15172864,0.0006785061649066666,44.03271613828477,32.35443531083736
32768,262144,128,32,0.14649984,0.00023640245930666665,45.60431011506906,32.35443531083736
32768,262144,64,512,0.12347392000000001,0.00031842236415999996,54.108787792337026,32.35443531083736
32768,262144,64,256,0.12285056000000001,0.0001383632145066667,54.38334294257998,32.35443531083736
32768,262144,64,128,0.11865088,3.311783936000001e-05,56.30825608008974,32.35443531083736
32768,262144,64,64,0.14113152,9.747856042666672e-05,47.338993693031846,32.35443531083736
32768,262144,64,32,0.33039368,0.02584519657189333,20.221404159934288,32.35443531083736
32768,262144,32,512,0.1168832,0.000132711936,57.159832509445316,32.35443531083736
32768,262144,32,256,0.13262207999999998,0.00026826326016000007,50.37640892955382,32.35443531083736
32768,262144,32,128,0.13669760000000003,2.286054399999999e-05,48.87448013109226,32.35443531083736
32768,262144,32,64,0.22167424,8.496543744000003e-05,30.13892879555152,32.35443531083736
32768,262144,32,32,0.4183872,0.0056307666773333315,15.968519436464593,32.35443531083736
32768,262144,16,512,0.1298368,0.00011615086933333331,51.457091788830276,32.35443531083736
32768,262144,16,256,0.13947648,0.00013368882175999994,47.90072229502779,32.35443531083736
32768,262144,16,128,0.23461504000000002,0.0006642002363733334,28.476538141663887,32.35443531083736
32768,262144,16,64,0.42912895999999995,0.00022510656170666684,15.568802756094577,32.35443531083736
32768,262144,16,32,0.7829952,6.093730133333342e-05,8.532650181211837,32.35443531083736
32768,262144,8,512,0.14704383999999998,4.081077930666669e-05,45.435593460888946,32.35443531083736
32768,262144,8,256,0.24408576,0.0032964843281066657,27.371626002139568,32.35443531083736
32768,262144,8,128,0.40500736,5.602782890666671e-05,16.496056109123543,32.35443531083736
32768,262144,8,64,0.7950733600000001,0.0026175385902400014,8.403028539615512,32.35443531083736
32768,262144,8,32,1.55334,0.01803699454166666,4.301070039507126,32.35443531083736
32768,1024,256,512,0.06194304,7.082636970666666e-05,57.18337590973901,40.46773436177899
32768,1024,256,256,0.06820608,0.00031462059349333336,51.93249841234095,40.46773436177899
32768,1024,256,128,0.0601728,6.882935466666666e-05,58.86566922782387,40.46773436177899
32768,1024,256,64,0.055998719999999995,6.303662762666667e-05,63.25344831653296,40.46773436177899
32768,1024,256,32,0.06571648000000001,0.00015139352575999998,53.8999067100368,40.46773436177899
32768,1024,128,512,0.07340416,0.0005461088699733333,48.254923717020944,40.46773436177899
32768,1024,128,256,0.07669631999999998,0.0005768261358933333,46.18359969959447,40.46773436177899
32768,1024,128,128,0.05895423999999999,9.485002410666666e-05,60.082398506231286,40.46773436177899
32768,1024,128,64,0.07085952,0.0008040966724266666,49.987808854928744,40.46773436177899
32768,1024,128,32,0.07215232,9.552292522666667e-05,49.092144802994554,40.46773436177899
