N,Nx,nrun,runtime
4194304,65536,22,1.156459088
4194304,65536,18,1.170241182
4194304,65536,8,1.154848319
4194304,65536,7,1.163255367
4194304,65536,24,1.16432809
4194304,65536,14,1.169974693
4194304,65536,5,1.167071413
4194304,65536,4,1.167724992
4194304,65536,13,1.15573247
4194304,65536,1,1.160156682
4194304,65536,19,1.152988028
4194304,65536,11,1.165473315
4194304,65536,12,1.174161651
4194304,65536,6,1.161727734
4194304,65536,9,1.16259069
4194304,65536,17,1.156230922
4194304,65536,3,1.163853792
4194304,65536,10,1.161072414
4194304,65536,2,1.180173676
4194304,65536,15,1.157792895
4194304,65536,20,1.168454997
4194304,65536,16,1.173572814
4194304,65536,25,1.171485138
4194304,65536,21,1.170508842
4194304,65536,23,1.167136885
4194304,131072,22,1.299802097
4194304,131072,18,1.290336977
4194304,131072,8,1.27584203
4194304,131072,7,1.274718843
4194304,131072,24,1.274586875
4194304,131072,14,1.285843697
4194304,131072,5,1.270093091
4194304,131072,4,1.289546944
4194304,131072,13,1.27883602
4194304,131072,1,1.274032741
4194304,131072,19,1.279647418
4194304,131072,11,1.275048884
4194304,131072,12,1.273752781
4194304,131072,6,1.285643066
4194304,131072,9,1.274116422
4194304,131072,17,1.279192338
4194304,131072,3,1.282055215
4194304,131072,10,1.300864076
4194304,131072,2,1.301435826
4194304,131072,15,1.272454721
4194304,131072,20,1.283801968
4194304,131072,16,1.273260561
4194304,131072,25,1.281067736
4194304,131072,21,1.274826262
4194304,131072,23,1.286350582
4194304,16777216,22,3.422705643
4194304,16777216,18,3.383271712
4194304,16777216,8,3.40295674
4194304,16777216,7,3.395974972
4194304,16777216,24,3.396174932
4194304,16777216,14,3.395287458
4194304,16777216,5,3.406124557
4194304,16777216,4,3.406605123
4194304,16777216,13,3.451716204
4194304,16777216,1,3.449257157
4194304,16777216,19,3.41368813
4194304,16777216,11,3.457987598
4194304,16777216,12,3.453148664
4194304,16777216,6,3.404058818
4194304,16777216,9,3.405490755
4194304,16777216,17,3.403883595
4194304,16777216,3,3.412566665
4194304,16777216,10,3.449772049
4194304,16777216,2,3.410041357
4194304,16777216,15,3.430241758
4194304,16777216,20,3.420588598
4194304,16777216,16,3.436904974
4194304,16777216,25,3.414027561
4194304,16777216,21,3.414786529
4194304,16777216,23,3.40218753
4194304,32768,22,1.062530218
4194304,32768,18,1.049441943
4194304,32768,8,1.063108679
4194304,32768,7,1.036351657
4194304,32768,24,1.036975896
4194304,32768,14,1.039320208
4194304,32768,5,1.030936541
4194304,32768,4,1.039425729
4194304,32768,13,1.037129689
4194304,32768,1,1.04036665
4194304,32768,19,1.038172642
4194304,32768,11,1.043297807
4194304,32768,12,1.05038265
4194304,32768,6,1.033093268
4194304,32768,9,1.061749521
4194304,32768,17,1.044915922
4194304,32768,3,1.030862135
4194304,32768,10,1.035813044
4194304,32768,2,1.026764189
4194304,32768,15,1.048381605
4194304,32768,20,1.047368938
4194304,32768,16,1.040752472
4194304,32768,25,1.043603574
4194304,32768,21,1.044194273
4194304,32768,23,1.035631426
4194304,2048,22,0.728244054
4194304,2048,18,0.728663631
4194304,2048,8,0.729304908
4194304,2048,7,0.729978211
4194304,2048,24,0.726803362
4194304,2048,14,0.728060225
